0: [[35, 7, 11, 2, 17, 4, 3, 1, 14], [13, 28, 5, 9, 22, 24, 12, 6, 10, 18, 8, 29, 23, 15, 16, 21], [20, 19, 27, 25, 30, 26, 31, 42, 32, 37, 43, 47], [33, 50, 36, 39, 38, 40, 56, 44, 46, 45, 51], [49, 52, 34, 55, 48, 57, 53, 54, 41, 58, 59, 60]]
1: [[35, 7, 11, 2, 17, 4, 3, 1, 14], [13, 28, 5, 9, 22, 24, 12, 6, 10, 8, 15, 23, 21, 16, 29, 18], [20, 19, 27, 25, 31, 26, 30, 42, 32, 37, 43, 47], [33, 50, 36, 39, 38, 40, 56, 44, 46, 45, 51], [49, 52, 34, 55, 48, 57, 53, 54, 41, 58, 59, 60]]
2: [[35, 7, 11, 2, 17, 4, 3, 1, 14], [13, 28, 5, 9, 22, 24, 12, 6, 18, 15, 8, 10, 21, 16, 29, 23], [20, 19, 27, 25, 30, 26, 31, 42, 32, 37, 43, 47], [33, 50, 36, 39, 38, 40, 56, 44, 46, 45, 51], [49, 52, 34, 55, 48, 57, 53, 54, 41, 58, 59, 60]]
3: [[35, 7, 11, 2, 17, 4, 3, 1, 14], [13, 28, 5, 9, 22, 24, 12, 6, 8, 15, 18, 16, 21, 10, 29, 23], [20, 19, 27, 25, 31, 26, 30, 42, 32, 37, 43, 47], [33, 50, 36, 39, 38, 40, 56, 44, 46, 45, 51], [49, 52, 34, 55, 48, 57, 53, 54, 41, 58, 59, 60]]
4: [[35, 7, 11, 2, 17, 4, 3, 1, 14], [13, 28, 5, 9, 22, 24, 12, 6, 18, 8, 10, 15, 23, 16, 21, 29], [20, 19, 27, 25, 31, 26, 30, 42, 32, 37, 43, 47], [33, 50, 36, 39, 38, 40, 56, 44, 46, 45, 51], [49, 52, 34, 55, 48, 57, 53, 54, 41, 58, 59, 60]]
5: [[35, 7, 11, 2, 17, 4, 3, 1, 14], [13, 28, 5, 9, 22, 24, 12, 6, 16, 8, 10, 15, 29, 23, 21, 18], [20, 19, 27, 25, 30, 26, 31, 42, 32, 37, 43, 47], [33, 50, 36, 39, 38, 40, 56, 44, 46, 45, 51], [49, 52, 34, 55, 48, 57, 53, 54, 41, 58, 59, 60]]
6: [[35, 7, 11, 2, 17, 4, 3, 1, 14], [13, 28, 5, 9, 22, 24, 12, 6, 10, 15, 8, 18, 21, 16, 23, 29], [20, 19, 27, 25, 30, 26, 31, 42, 32, 37, 43, 47], [33, 50, 36, 39, 38, 40, 56, 44, 46, 45, 51], [49, 52, 34, 55, 48, 57, 53, 54, 41, 58, 59, 60]]
7: [[35, 7, 11, 2, 17, 4, 3, 1, 14], [13, 28, 5, 9, 22, 24, 12, 8, 15, 16, 23, 18, 29, 10, 21, 6], [20, 19, 27, 25, 30, 31, 26, 42, 32, 37, 43, 47], [33, 50, 36, 39, 38, 40, 56, 44, 46, 45, 51], [49, 52, 34, 55, 48, 57, 53, 54, 41, 58, 59, 60]]
8: [[35, 7, 11, 2, 17, 4, 3, 1, 14], [13, 28, 5, 9, 22, 24, 12, 15, 16, 8, 29, 23, 18, 10, 21, 6], [20, 19, 27, 25, 31, 26, 30, 42, 32, 37, 43, 47], [33, 50, 36, 39, 38, 40, 56, 44, 46, 45, 51], [49, 52, 34, 55, 48, 57, 53, 54, 41, 58, 59, 60]]
9: [[35, 7, 11, 2, 17, 4, 3, 1, 14], [13, 28, 5, 9, 22, 24, 12, 15, 16, 10, 8, 29, 23, 18, 21, 6], [20, 19, 27, 25, 31, 26, 30, 42, 32, 37, 43, 47], [33, 50, 36, 39, 38, 40, 56, 44, 46, 45, 51], [49, 52, 34, 55, 48, 57, 53, 54, 41, 58, 59, 60]]
