It No., Best MQ, No clusters, max clus, min clus
1,3.3653317418077053,37,6,2
2,2.8295821926767277,23,7,2
3,2.9204974708218017,26,6,1
4,3.2322498495800267,29,11,2
5,3.314733573730577,30,4,2
6,3.1282091665391776,26,8,1
7,2.6991054078211034,25,7,2
8,3.0154988377048904,32,4,2
9,2.5763761290781226,21,7,1
10,3.372383351013296,25,6,1
11,3.5954717414606683,26,7,2
12,3.049586742618329,21,11,1
13,2.7961024643300956,19,12,2
14,3.531593136812551,33,7,2
15,3.1697478753703536,20,8,2
16,2.97326042363663,17,20,2
17,2.9626618348597726,24,7,2
18,3.2074446578251106,26,8,2
19,2.6881809751134993,31,7,2
20,2.7997426335860554,22,13,2
21,2.9320552008121816,30,7,2
22,3.0522452334395536,26,7,1
23,3.038438175912424,28,8,2
24,2.6693240559128544,26,9,1
25,3.297043909884031,27,7,2
26,3.71635426574877,29,4,2
27,3.3950351688588056,33,4,2
28,2.765274915528159,24,4,3
29,3.7906723826370694,33,3,1
30,3.162704254021214,27,5,2
31,3.4248816368873114,33,4,1
