It No., Best MQ, No clusters, max clus, min clus
1,1.3139034878165312,3,5,4
2,1.2137470372764492,3,5,4
3,1.3109730848861285,3,5,4
4,1.2464285714285714,4,4,3
5,1.3010526315789472,3,5,4
6,1.3050699300699302,4,4,3
7,1.2358674463937622,3,5,4
8,1.4006349206349205,3,5,4
9,1.3109730848861285,3,5,4
10,1.2743506493506493,4,4,3
11,1.4,4,4,3
12,1.2975912975912975,3,5,4
13,1.3172161172161172,3,5,4
14,1.1301587301587301,3,5,4
15,1.3139034878165312,3,5,4
16,1.2406349206349208,3,5,4
17,1.3910818713450293,5,3,2
18,1.3172161172161172,3,5,4
19,1.2878787878787878,3,5,4
20,1.4731601731601733,4,4,3
21,1.289782608695652,3,5,4
22,1.289782608695652,3,5,4
23,1.2878787878787878,3,5,4
24,1.3910818713450293,5,3,2
25,1.2878787878787878,3,5,4
26,1.4,4,4,3
27,1.1965775401069518,3,5,4
28,1.1464285714285714,4,4,3
29,1.2380952380952381,3,5,4
30,1.2431704260651628,4,4,3
31,1.2406349206349208,3,5,4
