It No., Best MQ, No clusters, max clus, min clus
1,1.3214285714285714,3,6,2
2,1.356060606060606,3,8,2
3,1.266770266770267,3,6,3
4,1.3332309582309583,3,6,3
5,1.326190476190476,4,6,2
6,1.3115384615384615,3,6,2
7,1.471394984326019,4,5,2
8,1.4968316707447142,4,4,2
9,1.289782608695652,3,5,3
10,1.46482683982684,3,6,3
11,1.375,3,6,3
12,1.2729044834307992,3,6,3
13,1.3115384615384615,3,6,2
14,1.2498619737750172,5,5,2
15,1.362936507936508,4,5,2
16,1.4099511599511598,4,5,2
17,1.46482683982684,3,6,3
18,1.309090909090909,3,5,4
19,1.46482683982684,3,6,3
20,1.2533085194375517,4,5,2
21,1.3454715219421103,3,7,2
22,1.2916666666666667,4,5,2
23,1.2729044834307992,3,6,3
24,1.3585858585858586,3,8,2
25,1.375,3,6,3
26,1.3078224101479914,3,8,2
27,1.3035714285714286,3,5,4
28,1.3872850122850124,3,7,3
29,1.2619047619047619,3,5,3
30,1.375,3,5,3
31,1.4608585858585859,4,5,2
