0: [[6, 22, 9, 37, 3, 2, 1], [5, 4, 12, 20, 13, 17, 11, 15], [7, 10, 8, 29, 14, 16, 18], [19, 24, 27, 21, 25, 26, 28], [23, 30, 31, 32, 34, 33, 35, 36]]
1: [[6, 22, 9, 37, 3, 2, 1], [5, 4, 12, 20, 13, 17, 11, 15], [7, 10, 8, 29, 14, 16, 18], [19, 24, 27, 21, 25, 26, 28], [23, 30, 31, 32, 34, 33, 35, 36]]
2: [[6, 22, 9, 37, 3, 2, 1], [5, 4, 12, 20, 13, 17, 11, 15], [7, 10, 8, 29, 14, 16, 18], [19, 24, 27, 21, 25, 26, 28], [23, 30, 31, 32, 34, 33, 35, 36]]
3: [[6, 22, 9, 37, 3, 2, 1], [5, 4, 12, 20, 13, 17, 11, 15], [7, 10, 8, 29, 14, 16, 18], [19, 24, 27, 21, 25, 26, 28], [23, 30, 31, 32, 34, 33, 35, 36]]
4: [[6, 22, 9, 37, 3, 2, 1], [5, 4, 12, 20, 13, 17, 11, 15], [7, 10, 8, 29, 14, 16, 18], [19, 24, 27, 21, 25, 26, 28], [23, 30, 31, 32, 34, 33, 35, 36]]
5: [[6, 22, 9, 37, 3, 2, 1], [5, 4, 12, 20, 13, 17, 11, 15], [7, 10, 8, 29, 14, 16, 18], [19, 24, 27, 21, 25, 26, 28], [23, 30, 31, 32, 34, 33, 35, 36]]
6: [[6, 22, 9, 37, 3, 2, 1], [5, 4, 12, 20, 13, 17, 11, 15], [7, 10, 8, 29, 14, 16, 18], [19, 24, 27, 21, 25, 26, 28], [23, 30, 31, 32, 34, 33, 35, 36]]
7: [[6, 22, 9, 37, 3, 2, 1], [5, 4, 12, 20, 13, 17, 11, 15], [7, 10, 8, 29, 14, 16, 18], [19, 24, 27, 21, 25, 26, 28], [23, 30, 31, 32, 34, 33, 35, 36]]
8: [[6, 22, 9, 37, 3, 2, 1], [5, 4, 12, 20, 13, 17, 11, 15], [7, 10, 8, 29, 14, 16, 18], [19, 24, 27, 21, 25, 26, 28], [23, 30, 31, 32, 34, 33, 35, 36]]
9: [[6, 22, 9, 37, 3, 2, 1], [5, 4, 12, 20, 13, 17, 11, 15], [7, 10, 8, 29, 14, 16, 18], [19, 24, 27, 21, 25, 26, 28], [23, 30, 31, 32, 34, 33, 35, 36]]
10: [[6, 22, 9, 37, 3, 2, 1], [5, 4, 12, 20, 13, 17, 11, 15], [7, 10, 8, 29, 14, 16, 18], [19, 24, 27, 21, 25, 26, 28], [23, 30, 31, 32, 34, 33, 35, 36]]
11: [[6, 22, 9, 37, 3, 2, 1], [5, 4, 12, 20, 13, 17, 11, 15], [7, 10, 8, 29, 14, 16, 18], [19, 24, 27, 21, 25, 26, 28], [23, 30, 31, 32, 34, 33, 35, 36]]
12: [[6, 22, 9, 37, 3, 2, 1], [5, 4, 12, 20, 13, 17, 11, 15], [7, 10, 8, 29, 14, 16, 18], [19, 24, 27, 21, 25, 26, 28], [23, 30, 31, 32, 34, 33, 35, 36]]
13: [[6, 22, 9, 37, 3, 2, 1], [5, 4, 12, 20, 13, 17, 11, 15], [7, 10, 8, 29, 14, 16, 18], [19, 24, 27, 21, 25, 26, 28], [23, 30, 31, 32, 34, 33, 35, 36]]
14: [[6, 22, 9, 37, 3, 2, 1], [5, 4, 12, 20, 13, 17, 11, 15], [7, 10, 8, 29, 14, 16, 18], [19, 24, 27, 21, 25, 26, 28], [23, 30, 31, 32, 34, 33, 35, 36]]
15: [[6, 22, 9, 37, 3, 2, 1], [5, 4, 12, 20, 13, 17, 11, 15], [7, 10, 8, 29, 14, 16, 18], [19, 24, 27, 21, 25, 26, 28], [23, 30, 31, 32, 34, 33, 35, 36]]
16: [[6, 22, 9, 37, 3, 2, 1], [5, 4, 12, 20, 13, 17, 11, 15], [7, 10, 8, 29, 14, 16, 18], [19, 24, 27, 21, 25, 26, 28], [23, 30, 31, 32, 34, 33, 35, 36]]
17: [[6, 22, 9, 37, 3, 2, 1], [5, 4, 12, 20, 13, 17, 11, 15], [7, 10, 8, 29, 14, 16, 18], [19, 24, 27, 21, 25, 26, 28], [23, 30, 31, 32, 34, 33, 35, 36]]
18: [[6, 22, 9, 37, 3, 2, 1], [5, 4, 12, 20, 13, 17, 11, 15], [7, 10, 8, 29, 14, 16, 18], [19, 24, 27, 21, 25, 26, 28], [23, 30, 31, 32, 34, 33, 35, 36]]
19: [[6, 22, 9, 37, 3, 2, 1], [5, 4, 12, 20, 13, 17, 11, 15], [7, 10, 8, 29, 14, 16, 18], [19, 24, 27, 21, 25, 26, 28], [23, 30, 31, 32, 34, 33, 35, 36]]
20: [[6, 22, 9, 37, 3, 2, 1], [5, 4, 12, 20, 13, 17, 11, 15], [7, 10, 8, 29, 14, 16, 18], [19, 24, 27, 21, 25, 26, 28], [23, 30, 31, 32, 34, 33, 35, 36]]
21: [[6, 22, 9, 37, 3, 2, 1], [5, 4, 12, 20, 13, 17, 11, 15], [7, 10, 8, 29, 14, 16, 18], [19, 24, 27, 21, 25, 26, 28], [23, 30, 31, 32, 34, 33, 35, 36]]
22: [[6, 22, 9, 37, 3, 2, 1], [5, 4, 12, 20, 13, 17, 11, 15], [7, 10, 8, 29, 14, 16, 18], [19, 24, 27, 21, 25, 26, 28], [23, 30, 31, 32, 34, 33, 35, 36]]
23: [[6, 22, 9, 37, 3, 2, 1], [5, 4, 12, 20, 13, 17, 11, 15], [7, 10, 8, 29, 14, 16, 18], [19, 24, 27, 21, 25, 26, 28], [23, 30, 31, 32, 34, 33, 35, 36]]
24: [[6, 22, 9, 37, 3, 2, 1], [5, 4, 12, 20, 13, 17, 11, 15], [7, 10, 8, 29, 14, 16, 18], [19, 24, 27, 21, 25, 26, 28], [23, 30, 31, 32, 34, 33, 35, 36]]
25: [[6, 22, 9, 37, 3, 2, 1], [5, 4, 12, 20, 13, 17, 11, 15], [7, 10, 8, 29, 14, 16, 18], [19, 24, 27, 21, 25, 26, 28], [23, 30, 31, 32, 34, 33, 35, 36]]
26: [[6, 22, 9, 37, 3, 2, 1], [5, 4, 12, 20, 13, 17, 11, 15], [7, 10, 8, 29, 14, 16, 18], [19, 24, 27, 21, 25, 26, 28], [23, 30, 31, 32, 34, 33, 35, 36]]
27: [[6, 22, 9, 37, 3, 2, 1], [5, 4, 12, 20, 13, 17, 11, 15], [7, 10, 8, 29, 14, 16, 18], [19, 24, 27, 21, 25, 26, 28], [23, 30, 31, 32, 34, 33, 35, 36]]
28: [[6, 22, 9, 37, 3, 2, 1], [5, 4, 12, 20, 13, 17, 11, 15], [7, 10, 8, 29, 14, 16, 18], [19, 24, 27, 21, 25, 26, 28], [23, 30, 31, 32, 34, 33, 35, 36]]
29: [[6, 22, 9, 37, 3, 2, 1], [5, 4, 12, 20, 13, 17, 11, 15], [7, 10, 8, 29, 14, 16, 18], [19, 24, 27, 21, 25, 26, 28], [23, 30, 31, 32, 34, 33, 35, 36]]
30: [[6, 22, 9, 37, 3, 2, 1], [5, 4, 12, 20, 13, 17, 11, 15], [7, 10, 8, 29, 14, 16, 18], [19, 24, 27, 21, 25, 26, 28], [23, 30, 31, 32, 34, 33, 35, 36]]
31: [[6, 22, 9, 37, 3, 2, 1], [5, 4, 12, 20, 13, 17, 11, 15], [7, 10, 8, 29, 14, 16, 18], [19, 24, 27, 21, 25, 26, 28], [23, 30, 31, 32, 34, 33, 35, 36]]
32: [[6, 22, 9, 37, 3, 2, 1], [5, 4, 12, 20, 13, 17, 11, 15], [7, 10, 8, 29, 14, 16, 18], [19, 24, 27, 21, 25, 26, 28], [23, 30, 31, 32, 34, 33, 35, 36]]
33: [[6, 22, 9, 37, 3, 2, 1], [5, 4, 12, 20, 13, 17, 11, 15], [7, 10, 8, 29, 14, 16, 18], [19, 24, 27, 21, 25, 26, 28], [23, 30, 31, 32, 34, 33, 35, 36]]
34: [[6, 22, 9, 37, 3, 2, 1], [5, 4, 12, 20, 13, 17, 11, 15], [7, 10, 8, 29, 14, 16, 18], [19, 24, 27, 21, 25, 26, 28], [23, 30, 31, 32, 34, 33, 35, 36]]
35: [[6, 22, 9, 37, 3, 2, 1], [5, 4, 12, 20, 13, 17, 11, 15], [7, 10, 8, 29, 14, 16, 18], [19, 24, 27, 21, 25, 26, 28], [23, 30, 31, 32, 34, 33, 35, 36]]
36: [[6, 22, 9, 37, 3, 2, 1], [5, 4, 12, 20, 13, 17, 11, 15], [7, 10, 8, 29, 14, 16, 18], [19, 24, 27, 21, 25, 26, 28], [23, 30, 31, 32, 34, 33, 35, 36]]
37: [[6, 22, 9, 37, 3, 2, 1], [5, 4, 12, 20, 13, 17, 11, 15], [7, 10, 8, 29, 14, 16, 18], [19, 24, 27, 21, 25, 26, 28], [23, 30, 31, 32, 34, 33, 35, 36]]
38: [[6, 22, 9, 37, 3, 2, 1], [5, 4, 12, 20, 13, 17, 11, 15], [7, 10, 8, 29, 14, 16, 18], [19, 24, 27, 21, 25, 26, 28], [23, 30, 31, 32, 34, 33, 35, 36]]
39: [[6, 22, 9, 37, 3, 2, 1], [5, 4, 12, 20, 13, 17, 11, 15], [7, 10, 8, 29, 14, 16, 18], [19, 24, 27, 21, 25, 26, 28], [23, 30, 31, 32, 34, 33, 35, 36]]
40: [[6, 22, 9, 37, 3, 2, 1], [5, 4, 12, 20, 13, 17, 11, 15], [7, 10, 8, 29, 14, 16, 18], [19, 24, 27, 21, 25, 26, 28], [23, 30, 31, 32, 34, 33, 35, 36]]
41: [[6, 22, 9, 37, 3, 2, 1], [5, 4, 12, 20, 13, 17, 11, 15], [7, 10, 8, 29, 14, 16, 18], [19, 24, 27, 21, 25, 26, 28], [23, 30, 31, 32, 34, 33, 35, 36]]
42: [[6, 22, 9, 37, 3, 2, 1], [5, 4, 12, 20, 13, 17, 11, 15], [7, 10, 8, 29, 14, 16, 18], [19, 24, 27, 21, 25, 26, 28], [23, 30, 31, 32, 34, 33, 35, 36]]
43: [[6, 22, 9, 37, 3, 2, 1], [5, 4, 12, 20, 13, 17, 11, 15], [7, 10, 8, 29, 14, 16, 18], [19, 24, 27, 21, 25, 26, 28], [23, 30, 31, 32, 34, 33, 35, 36]]
44: [[6, 22, 9, 37, 3, 2, 1], [5, 4, 12, 20, 13, 17, 11, 15], [7, 10, 8, 29, 14, 16, 18], [19, 24, 27, 21, 25, 26, 28], [23, 30, 31, 32, 34, 33, 35, 36]]
45: [[6, 22, 9, 37, 3, 2, 1], [5, 4, 12, 20, 13, 17, 11, 15], [7, 10, 8, 29, 14, 16, 18], [19, 24, 27, 21, 25, 26, 28], [23, 30, 31, 32, 34, 33, 35, 36]]
46: [[6, 22, 9, 37, 3, 2, 1], [5, 4, 12, 20, 13, 17, 11, 15], [7, 10, 8, 29, 14, 16, 18], [19, 24, 27, 21, 25, 26, 28], [23, 30, 31, 32, 34, 33, 35, 36]]
47: [[6, 22, 9, 37, 3, 2, 1], [5, 4, 12, 20, 13, 17, 11, 15], [7, 10, 8, 29, 14, 16, 18], [19, 24, 27, 21, 25, 26, 28], [23, 30, 31, 32, 34, 33, 35, 36]]
48: [[6, 22, 9, 37, 3, 2, 1], [5, 4, 12, 20, 13, 17, 11, 15], [7, 10, 8, 29, 14, 16, 18], [19, 24, 27, 21, 25, 26, 28], [23, 30, 31, 32, 34, 33, 35, 36]]
49: [[6, 22, 9, 37, 3, 2, 1], [5, 4, 12, 20, 13, 17, 11, 15], [7, 10, 8, 29, 14, 16, 18], [19, 24, 27, 21, 25, 26, 28], [23, 30, 31, 32, 34, 33, 35, 36]]
50: [[6, 22, 9, 37, 3, 2, 1], [5, 4, 12, 20, 13, 17, 11, 15], [7, 10, 8, 29, 14, 16, 18], [19, 24, 27, 21, 25, 26, 28], [23, 30, 31, 32, 34, 33, 35, 36]]
51: [[6, 22, 9, 37, 3, 2, 1], [5, 4, 12, 20, 13, 17, 11, 15], [7, 10, 8, 29, 14, 16, 18], [19, 24, 27, 21, 25, 26, 28], [23, 30, 31, 32, 34, 33, 35, 36]]
52: [[6, 22, 9, 37, 3, 2, 1], [5, 4, 12, 20, 13, 17, 11, 15], [7, 10, 8, 29, 14, 16, 18], [19, 24, 27, 21, 25, 26, 28], [23, 30, 31, 32, 34, 33, 35, 36]]
53: [[6, 22, 9, 37, 3, 2, 1], [5, 4, 12, 20, 13, 17, 11, 15], [7, 10, 8, 29, 14, 16, 18], [19, 24, 27, 21, 25, 26, 28], [23, 30, 31, 32, 34, 33, 35, 36]]
54: [[6, 22, 9, 37, 3, 2, 1], [5, 4, 12, 20, 13, 17, 11, 15], [7, 10, 8, 29, 14, 16, 18], [19, 24, 27, 21, 25, 26, 28], [23, 30, 31, 32, 34, 33, 35, 36]]
55: [[6, 22, 9, 37, 3, 2, 1], [5, 4, 12, 20, 13, 17, 11, 15], [7, 10, 8, 29, 14, 16, 18], [19, 24, 27, 21, 25, 26, 28], [23, 30, 31, 32, 34, 33, 35, 36]]
56: [[6, 22, 9, 37, 3, 2, 1], [5, 4, 12, 20, 13, 17, 11, 15], [7, 10, 8, 29, 14, 16, 18], [19, 24, 27, 21, 25, 26, 28], [23, 30, 31, 32, 34, 33, 35, 36]]
57: [[6, 22, 9, 37, 3, 2, 1], [5, 4, 12, 20, 13, 17, 11, 15], [7, 10, 8, 29, 14, 16, 18], [19, 24, 27, 21, 25, 26, 28], [23, 30, 31, 32, 34, 33, 35, 36]]
58: [[6, 22, 9, 37, 3, 2, 1], [5, 4, 12, 20, 13, 17, 11, 15], [7, 10, 8, 29, 14, 16, 18], [19, 24, 27, 21, 25, 26, 28], [23, 30, 31, 32, 34, 33, 35, 36]]
59: [[6, 22, 9, 37, 3, 2, 1], [5, 4, 12, 20, 13, 17, 11, 15], [7, 10, 8, 29, 14, 16, 18], [19, 24, 27, 21, 25, 26, 28], [23, 30, 31, 32, 34, 33, 35, 36]]
60: [[6, 22, 9, 37, 3, 2, 1], [5, 4, 12, 20, 13, 17, 11, 15], [7, 10, 8, 29, 14, 16, 18], [19, 24, 27, 21, 25, 26, 28], [23, 30, 31, 32, 34, 33, 35, 36]]
61: [[6, 22, 9, 37, 3, 2, 1], [5, 4, 12, 20, 13, 17, 11, 15], [7, 10, 8, 29, 14, 16, 18], [19, 24, 27, 21, 25, 26, 28], [23, 30, 31, 32, 34, 33, 35, 36]]
62: [[6, 22, 9, 37, 3, 2, 1], [5, 4, 12, 20, 13, 17, 11, 15], [7, 10, 8, 29, 14, 16, 18], [19, 24, 27, 21, 25, 26, 28], [23, 30, 31, 32, 34, 33, 35, 36]]
