It No., Best MQ, No clusters, max clus, min clus
1,1.2406349206349208,3,5,4
2,1.3172161172161172,3,5,4
3,1.2683982683982684,4,4,3
4,1.3833333333333333,4,4,3
5,1.353054353054353,4,4,3
6,1.349206349206349,3,5,4
7,1.3109730848861285,3,5,4
8,1.3109730848861285,3,5,4
9,1.1092657342657342,4,4,3
10,1.3140096618357486,3,5,4
11,1.161111111111111,3,5,4
12,1.2878787878787878,3,5,4
13,1.391969696969697,4,4,3
14,1.486888111888112,4,4,3
15,1.2406349206349205,3,5,4
16,1.366577540106952,4,4,3
17,1.3109730848861285,3,5,4
18,1.4648268398268398,4,4,3
19,1.3172161172161172,3,5,4
20,1.3035714285714286,3,5,4
21,1.2906701141995258,3,5,4
22,1.2751209574738986,5,3,2
23,1.3172161172161172,3,5,4
24,1.3109730848861285,3,5,4
25,1.3172161172161172,3,5,4
26,1.224016563146998,3,5,4
27,1.2253734827264238,5,3,2
28,1.286111111111111,3,5,4
29,1.2729044834307992,3,5,4
30,1.3576839826839828,4,4,3
31,1.3172161172161172,3,5,4
