0: [[10, 7, 2, 5, 8], [3, 14, 1, 6, 4], [12, 13, 11, 9], [17, 16, 20, 19, 18, 15]]
1: [[10, 7, 2, 5, 8], [3, 14, 1, 6, 4], [13, 12, 11, 9], [17, 16, 20, 19, 18, 15]]
2: [[10, 7, 2, 5, 8], [3, 14, 1, 6, 4], [13, 12, 11, 9], [17, 16, 20, 19, 18, 15]]
3: [[10, 7, 2, 5, 8], [3, 14, 1, 6, 4], [13, 12, 11, 9], [17, 16, 20, 19, 18, 15]]
4: [[10, 7, 2, 5, 8], [3, 14, 1, 6, 4], [13, 12, 11, 9], [17, 16, 20, 19, 18, 15]]
5: [[10, 7, 2, 5, 8], [3, 14, 1, 6, 4], [12, 13, 11, 9], [17, 16, 20, 19, 18, 15]]
6: [[10, 7, 2, 5, 8], [3, 14, 1, 6, 4], [12, 13, 11, 9], [17, 16, 20, 19, 18, 15]]
7: [[10, 7, 2, 5, 8], [3, 14, 1, 6, 4], [12, 13, 11, 9], [17, 16, 20, 19, 18, 15]]
8: [[10, 7, 2, 5, 8], [3, 14, 1, 6, 4], [12, 13, 11, 9], [17, 16, 20, 19, 18, 15]]
9: [[10, 7, 2, 5, 8], [3, 14, 1, 6, 4], [12, 13, 11, 9], [17, 16, 20, 19, 18, 15]]
10: [[10, 7, 2, 5, 8], [3, 14, 1, 6, 4], [12, 13, 11, 9], [17, 16, 20, 19, 18, 15]]
11: [[10, 7, 2, 5, 8], [3, 14, 1, 6, 4], [12, 13, 11, 9], [17, 16, 20, 19, 18, 15]]
12: [[10, 7, 2, 5, 8], [3, 14, 1, 6, 4], [12, 13, 11, 9], [17, 16, 20, 19, 18, 15]]
13: [[10, 7, 2, 5, 8], [3, 14, 1, 6, 4], [12, 13, 11, 9], [17, 16, 20, 19, 18, 15]]
14: [[10, 7, 2, 5, 8], [3, 14, 1, 6, 4], [12, 13, 11, 9], [17, 16, 20, 19, 18, 15]]
15: [[10, 7, 2, 5, 8], [3, 14, 1, 6, 4], [12, 13, 11, 9], [17, 16, 20, 19, 18, 15]]
16: [[10, 7, 2, 5, 8], [3, 14, 1, 6, 4], [12, 13, 11, 9], [17, 16, 20, 19, 18, 15]]
17: [[10, 7, 2, 5, 8], [3, 14, 1, 6, 4], [12, 13, 11, 9], [17, 16, 20, 19, 18, 15]]
18: [[10, 7, 2, 5, 8], [3, 14, 1, 6, 4], [12, 13, 11, 9], [17, 16, 20, 19, 18, 15]]
19: [[10, 7, 2, 5, 8], [3, 14, 1, 6, 4], [12, 13, 11, 9], [17, 16, 20, 19, 18, 15]]
20: [[10, 7, 2, 5, 8], [3, 14, 1, 6, 4], [12, 13, 11, 9], [17, 16, 20, 19, 18, 15]]
21: [[10, 7, 2, 5, 8], [3, 14, 1, 6, 4], [12, 13, 11, 9], [17, 16, 20, 19, 18, 15]]
22: [[10, 7, 2, 5, 8], [3, 14, 1, 6, 4], [12, 13, 11, 9], [17, 16, 20, 19, 18, 15]]
23: [[10, 7, 2, 5, 8], [3, 14, 1, 6, 4], [12, 13, 11, 9], [17, 16, 20, 19, 18, 15]]
24: [[10, 7, 2, 5, 8], [3, 14, 1, 6, 4], [12, 13, 11, 9], [17, 16, 20, 19, 18, 15]]
25: [[10, 7, 2, 5, 8], [3, 14, 1, 6, 4], [12, 13, 11, 9], [17, 16, 20, 19, 18, 15]]
26: [[10, 7, 2, 5, 8], [3, 14, 1, 6, 4], [12, 13, 11, 9], [17, 16, 20, 19, 18, 15]]
27: [[10, 7, 2, 5, 8], [3, 14, 1, 6, 4], [12, 13, 11, 9], [17, 16, 20, 19, 18, 15]]
28: [[10, 7, 2, 5, 8], [3, 14, 1, 6, 4], [12, 13, 11, 9], [17, 16, 20, 19, 18, 15]]
29: [[10, 7, 2, 5, 8], [3, 14, 1, 6, 4], [12, 13, 11, 9], [17, 16, 20, 19, 18, 15]]
30: [[10, 7, 2, 5, 8], [3, 14, 1, 6, 4], [12, 13, 11, 9], [17, 16, 20, 19, 18, 15]]
31: [[10, 7, 2, 5, 8], [3, 14, 1, 6, 4], [12, 13, 11, 9], [17, 16, 20, 19, 18, 15]]
32: [[10, 7, 2, 5, 8], [3, 14, 1, 6, 4], [12, 13, 11, 9], [17, 16, 20, 19, 18, 15]]
33: [[10, 7, 2, 5, 8], [3, 14, 1, 6], [4, 13, 12, 11, 9], [17, 16, 20, 19, 18, 15]]
34: [[10, 7, 2, 5], [8, 3, 14, 1, 6], [4, 12, 13, 11, 9], [17, 16, 20, 19, 18, 15]]
35: [[10, 7, 2, 5], [8, 3, 14, 1, 6], [12, 13, 11, 4, 9], [17, 16, 20, 19, 18, 15]]
36: [[10, 7, 2, 5], [8, 3, 14, 1, 6], [4, 13, 12, 11, 9], [17, 16, 20, 19, 18, 15]]
37: [[10, 7, 2, 5], [8, 3, 14, 1, 6], [12, 13, 11, 4, 9], [17, 16, 20, 19, 18, 15]]
38: [[10, 7, 2, 5], [8, 3, 14, 1, 6], [12, 13, 11, 4, 9], [17, 16, 20, 19, 18, 15]]
39: [[10, 7, 2, 5], [8, 3, 14, 1, 6], [4, 12, 13, 11, 9], [17, 16, 20, 19, 18, 15]]
40: [[10, 7, 2, 5], [8, 3, 14, 1, 6], [4, 12, 13, 11, 9], [17, 16, 20, 19, 18, 15]]
41: [[10, 7, 2, 5], [8, 3, 14, 1, 6], [4, 12, 13, 11, 9], [17, 16, 20, 19, 18, 15]]
