It No., Best MQ, No clusters, max clus, min clus
1,1.9270478397165054,5,11,2
2,2.1600127323656735,7,6,2
3,1.9833993647268244,5,9,3
4,2.266655719759168,8,5,2
5,2.1315211441898096,8,5,2
6,1.9643917293617892,4,17,2
7,1.788417302404833,8,7,2
8,2.0551017536698426,6,6,2
9,2.015627705627706,6,7,3
10,1.6910460736018547,8,6,1
11,2.0215108965108968,7,6,2
12,1.895286429365962,7,6,1
13,2.036655719759168,6,7,2
14,1.9386562160534764,6,6,2
15,1.805235957852023,7,6,2
16,2.1007838660578386,8,7,1
17,2.0680452102712654,8,6,1
18,2.04970536307863,9,5,2
19,1.7245049572055453,7,9,1
20,1.9660745628437346,9,5,1
21,1.9972075489471472,7,5,2
22,2.073281413698871,6,6,3
23,2.0681860682561943,8,5,2
24,2.0977923084127266,6,6,2
25,2.0506120735191686,6,8,3
26,1.9617972892721816,5,9,3
27,2.0987672423156294,7,6,2
28,2.126463576681653,7,5,2
29,1.968796992481203,6,7,3
30,1.7706734867860188,5,10,2
31,2.190883479828713,8,4,2
