0: [[1, 9, 12, 10, 2, 7, 5], [8, 14, 16, 3, 4, 6, 11], [18, 19, 20, 13, 15, 17]]
1: [[1, 9, 12, 10, 2, 7, 5], [8, 14, 16, 3, 4, 6, 11], [18, 19, 20, 13, 15, 17]]
2: [[1, 9, 12, 10, 2, 7, 5], [8, 14, 16, 3, 4, 6, 11], [18, 19, 20, 13, 15, 17]]
3: [[1, 9, 12, 10, 2, 7, 5], [8, 14, 16, 3, 4, 6, 11], [18, 19, 20, 13, 15, 17]]
4: [[1, 9, 12, 10, 2, 7, 5], [8, 14, 16, 3, 4, 6, 11], [18, 19, 20, 13, 15, 17]]
5: [[1, 9, 12, 10, 2, 7, 5], [8, 14, 16, 3, 4, 6, 11], [18, 19, 20, 13, 15, 17]]
6: [[1, 9, 12, 10, 2, 7, 5], [8, 14, 16, 3, 4, 6, 11], [18, 19, 20, 13, 15, 17]]
7: [[1, 9, 12, 10, 2, 7, 5], [8, 14, 16, 3, 4, 6, 11], [18, 19, 20, 13, 15, 17]]
8: [[1, 9, 12, 10, 2, 7, 5], [8, 14, 16, 3, 4, 6, 11], [18, 19, 20, 13, 15, 17]]
9: [[1, 9, 12, 10, 2, 7, 5], [8, 14, 16, 3, 4, 6, 11], [18, 19, 20, 13, 15, 17]]
10: [[1, 9, 12, 10, 2, 7, 5], [8, 14, 16, 3, 4, 6, 11], [18, 19, 20, 13, 15, 17]]
11: [[1, 9, 12, 10, 2, 7, 5], [8, 14, 16, 3, 4, 6, 11], [18, 19, 20, 13, 15, 17]]
12: [[1, 9, 12, 10, 2, 7, 5], [8, 14, 16, 3, 4, 6, 11], [18, 19, 20, 13, 15, 17]]
13: [[1, 9, 12, 10, 2, 7, 5], [8, 14, 16, 3, 4, 6, 11], [18, 19, 20, 13, 15, 17]]
14: [[1, 9, 12, 10, 2, 7, 5], [8, 14, 16, 3, 4, 6, 11], [18, 19, 20, 13, 15, 17]]
15: [[1, 9, 12, 10, 2, 7, 5], [8, 14, 16, 3, 4, 6, 11], [18, 19, 20, 13, 15, 17]]
16: [[1, 9, 12, 10, 2, 7, 5], [8, 14, 16, 3, 4, 6, 11], [18, 19, 20, 13, 15, 17]]
17: [[1, 9, 12, 10, 2, 7, 5], [8, 14, 16, 3, 4, 6, 11], [18, 19, 20, 13, 15, 17]]
18: [[1, 9, 12, 10, 2, 7, 5], [8, 14, 16, 3, 4, 6, 11], [18, 19, 20, 13, 15, 17]]
19: [[1, 9, 12, 10, 2, 7, 5], [8, 14, 16, 3, 4, 6, 11], [18, 19, 20, 13, 15, 17]]
20: [[1, 9, 12, 10, 2, 7, 5], [8, 14, 16, 3, 4, 6, 11], [18, 19, 20, 13, 15, 17]]
21: [[1, 9, 12, 10, 2, 7, 5], [8, 14, 16, 3, 4, 6, 11], [18, 19, 20, 13, 15, 17]]
22: [[1, 9, 12, 10, 2, 7, 5], [8, 14, 16, 3, 4, 6, 11], [18, 19, 20, 13, 15, 17]]
23: [[1, 9, 12, 10, 2, 7, 5], [8, 14, 16, 3, 4, 6, 11], [18, 19, 20, 13, 15, 17]]
24: [[1, 9, 12, 10, 2, 7, 5], [8, 14, 16, 3, 4, 6, 11], [18, 19, 20, 13, 15, 17]]
25: [[1, 9, 12, 10, 2, 7, 5], [8, 14, 16, 3, 4, 6, 11], [18, 19, 20, 13, 15, 17]]
26: [[1, 9, 12, 10, 2, 7, 5], [8, 14, 16, 3, 4, 6, 11], [18, 19, 20, 13, 15, 17]]
27: [[1, 9, 12, 10, 2, 7, 5], [8, 14, 16, 3, 4, 6, 11], [18, 19, 20, 13, 15, 17]]
28: [[1, 9, 12, 10, 2, 7, 5], [8, 14, 16, 3, 4, 6, 11], [18, 19, 20, 13, 15, 17]]
29: [[1, 9, 12, 10, 2, 7, 5], [8, 14, 16, 3, 4, 6, 11], [18, 19, 20, 13, 15, 17]]
30: [[1, 9, 12, 10, 2, 7, 5], [8, 14, 16, 3, 4, 6, 11], [18, 19, 20, 13, 15, 17]]
31: [[1, 9, 12, 10, 2, 7, 5], [8, 14, 16, 3, 4, 6, 11], [18, 19, 20, 13, 15, 17]]
32: [[1, 9, 12, 10, 2, 7, 5], [8, 14, 16, 3, 4, 6, 11], [18, 19, 20, 13, 15, 17]]
33: [[1, 9, 12, 10, 2, 7, 5], [8, 14, 16, 3, 4, 6, 11], [18, 19, 20, 13, 15, 17]]
34: [[1, 9, 12, 10, 2, 7, 5], [8, 14, 16, 3, 4, 6, 11], [18, 19, 20, 13, 15, 17]]
35: [[1, 9, 12, 10, 2, 7, 5], [8, 14, 16, 3, 4, 6, 11], [18, 19, 20, 13, 15, 17]]
36: [[1, 9, 12, 10, 2, 7, 5], [8, 14, 16, 3, 4, 6, 11], [18, 19, 20, 13, 15, 17]]
37: [[1, 9, 12, 10, 2, 7, 5], [8, 14, 16, 3, 4, 6, 11], [18, 19, 20, 13, 15, 17]]
38: [[1, 9, 12, 10, 2, 7, 5], [8, 14, 16, 3, 4, 6, 11], [18, 19, 20, 13, 15, 17]]
39: [[1, 9, 12, 10, 2, 7], [5, 8, 14, 16, 3, 4, 6], [11, 18, 19, 20, 13, 15, 17]]
