0: [[35, 39, 2, 1, 33, 14, 7, 3, 27, 4, 11, 20], [5, 8, 24, 30, 13, 9, 6, 26, 15, 10, 19, 12, 17, 29, 16, 25, 21, 31], [22, 18, 23, 28, 36, 42, 32, 38, 34, 45, 37, 43, 44, 40, 46], [41, 50, 47, 53, 48, 51, 52, 55, 49, 54, 57, 58, 56, 59, 60]]
1: [[35, 39, 2, 1, 33, 14, 7, 3, 27, 4, 11, 20], [5, 8, 24, 30, 13, 9, 6, 12, 10, 31, 15, 16, 19, 17, 21, 25, 26, 29], [22, 18, 23, 28, 36, 42, 32, 38, 34, 45, 37, 43, 44, 40, 46], [41, 50, 47, 53, 48, 51, 52, 55, 49, 54, 57, 58, 56, 59, 60]]
2: [[35, 39, 2, 1, 33, 14, 7, 3, 27, 4, 11, 20], [5, 8, 24, 30, 13, 9, 6, 10, 12, 15, 19, 21, 16, 29, 17, 31, 25, 26], [22, 18, 23, 28, 36, 42, 32, 38, 34, 45, 37, 43, 44, 40, 46], [41, 50, 47, 53, 48, 51, 52, 55, 49, 54, 57, 58, 56, 59, 60]]
3: [[35, 39, 2, 1, 33, 14, 7, 3, 27, 4, 11, 20], [5, 8, 24, 30, 13, 9, 6, 10, 15, 12, 17, 16, 29, 21, 19, 26, 25, 31], [22, 18, 23, 28, 36, 42, 32, 38, 34, 45, 37, 43, 44, 40, 46], [41, 50, 47, 53, 48, 51, 52, 55, 49, 54, 57, 58, 56, 59, 60]]
4: [[35, 39, 2, 1, 33, 14, 7, 3, 27, 4, 11, 20], [5, 8, 24, 30, 13, 9, 6, 10, 12, 15, 17, 16, 19, 21, 25, 29, 26, 31], [22, 18, 23, 28, 36, 42, 32, 38, 34, 45, 37, 43, 44, 40, 46], [41, 50, 47, 53, 48, 51, 52, 55, 49, 54, 57, 58, 56, 59, 60]]
5: [[35, 39, 2, 1, 33, 14, 7, 3, 27, 4, 11, 20], [5, 8, 24, 30, 13, 9, 6, 10, 12, 15, 17, 21, 19, 29, 25, 16, 31, 26], [22, 18, 23, 28, 36, 42, 32, 38, 34, 45, 37, 43, 44, 40, 46], [41, 50, 47, 53, 48, 51, 52, 55, 49, 54, 57, 58, 56, 59, 60]]
6: [[35, 39, 2, 1, 33, 14, 7, 3, 27, 4, 11, 20], [5, 8, 24, 30, 13, 9, 10, 6, 15, 12, 19, 21, 16, 25, 17, 31, 29, 26], [22, 18, 23, 28, 36, 42, 32, 38, 34, 45, 37, 43, 44, 40, 46], [41, 50, 47, 53, 48, 51, 52, 55, 49, 54, 57, 58, 56, 59, 60]]
7: [[35, 39, 2, 1, 33, 14, 7, 3, 27, 4, 11, 20], [5, 8, 24, 30, 13, 9, 6, 10, 12, 15, 17, 16, 19, 21, 31, 29, 25, 26], [22, 18, 23, 28, 36, 42, 32, 38, 34, 45, 37, 43, 44, 40, 46], [41, 50, 47, 53, 48, 51, 52, 55, 49, 54, 57, 58, 56, 59, 60]]
8: [[35, 39, 2, 1, 33, 14, 7, 3, 27, 4, 11, 20], [5, 8, 24, 30, 13, 9, 6, 10, 12, 31, 15, 16, 17, 21, 25, 19, 29, 26], [22, 18, 23, 28, 36, 42, 32, 38, 34, 45, 37, 43, 44, 40, 46], [41, 50, 47, 53, 48, 51, 52, 55, 49, 54, 57, 58, 56, 59, 60]]
9: [[35, 39, 2, 1, 33, 14, 7, 3, 27, 4, 11, 20], [5, 8, 24, 30, 13, 9, 6, 10, 12, 31, 15, 16, 17, 21, 25, 19, 29, 26], [22, 18, 23, 28, 36, 42, 32, 38, 34, 45, 37, 43, 44, 40, 46], [41, 50, 47, 53, 48, 51, 52, 55, 49, 54, 57, 58, 56, 59, 60]]
