It No., Best MQ, No clusters, max clus, min clus
1,1.7477467534856346,3,7,6
2,1.9168350168350168,4,5,5
3,1.8498007368975111,4,5,5
4,1.8498007368975111,4,5,5
5,1.9198464074625066,6,4,3
6,1.8835509176066452,5,4,4
7,2.1256487600881195,5,4,4
8,2.071665907192223,5,4,4
9,1.8800067035361154,5,4,4
10,1.8095785440613026,3,7,6
11,2.18261810653115,5,4,4
12,1.723391812865497,3,7,6
13,1.8498007368975111,4,5,5
14,1.8248426291904551,5,4,4
15,1.7895622895622894,4,5,5
16,1.8275497172048896,4,5,5
17,2.18261810653115,5,4,4
18,2.1573593073593074,5,4,4
19,1.7548282470883088,3,7,6
20,1.7477467534856346,3,7,6
21,1.8498007368975111,4,5,5
22,1.7424242424242422,4,5,5
23,1.9615502854633289,6,4,3
24,1.9505583126550867,4,5,5
25,1.8491812535290797,5,4,4
26,1.7702380952380952,4,5,5
27,1.7200746965452849,3,7,6
28,1.8015323015323015,4,5,5
29,1.7693383038210624,3,7,6
30,1.7537445764950008,3,7,6
31,2.0175925925925924,4,5,5
