It No., Best MQ, No clusters, max clus, min clus
1,1.9395833333333332,4,8,3
2,1.9348223785638285,8,7,2
3,2.057573358724254,6,6,2
4,2.0459083505032307,4,11,3
5,1.9841057635175283,6,7,2
6,1.9751382328760498,4,9,3
7,1.9880487873343813,4,8,3
8,2.085683288299353,6,7,2
9,1.9570595364338736,4,9,3
10,2.0803728235235086,6,7,2
11,1.9325784254199556,5,8,2
12,2.002684846489081,5,8,2
13,2.0225579524950925,6,7,2
14,1.9751382328760498,4,9,3
15,1.927361853832442,4,9,3
16,1.9409420988368358,5,7,2
17,2.030367740034036,6,6,2
18,1.81605222734255,3,11,3
19,2.0035187506025256,4,9,3
20,1.897167514455893,4,8,4
21,1.9444444444444444,6,7,2
22,2.0412795838216846,5,6,3
23,1.9602161991424616,5,11,2
24,1.9518658975180716,4,8,3
25,1.930459269494173,6,7,3
26,1.897167514455893,4,8,4
27,1.854017094017094,4,11,2
28,1.8946360153256703,4,9,2
29,2.098786780851998,7,7,2
30,1.973375409069659,5,10,2
31,1.8783839212469235,3,12,3
