0: [[6, 9, 10, 7], [3, 8, 1], [5, 2, 4], [13, 11, 12], [14, 16, 15], [17, 19, 18, 20]]
1: [[6, 9, 10, 7], [3, 8, 1], [5, 2, 4], [13, 11, 12], [14, 16, 15], [17, 19, 18, 20]]
2: [[6, 9, 10, 7], [3, 8, 1], [5, 2, 4], [13, 11, 12], [14, 16, 15], [17, 19, 18, 20]]
3: [[6, 9, 10, 7], [3, 8, 1], [5, 2, 4], [13, 11, 12], [14, 16, 15], [17, 19, 18, 20]]
4: [[6, 9, 10, 7], [3, 8, 1], [5, 2, 4], [13, 11, 12], [14, 16, 15], [17, 19, 18, 20]]
5: [[6, 9, 10, 7], [3, 8, 1], [5, 2, 4], [13, 11, 12], [14, 16, 15], [17, 19, 18, 20]]
6: [[6, 9, 10, 7], [3, 8, 1], [5, 2, 4], [13, 11, 12], [14, 16, 15], [17, 19, 18, 20]]
7: [[6, 9, 10, 7], [3, 8, 1], [5, 2, 4], [13, 11, 12], [14, 16, 15], [17, 19, 18, 20]]
8: [[6, 9, 10, 7], [3, 8, 1], [5, 2, 4], [13, 11, 12], [14, 16, 15], [17, 19, 18, 20]]
9: [[6, 9, 10, 7], [3, 8, 1], [5, 2, 4], [13, 11, 12], [14, 16, 15], [17, 19, 18, 20]]
10: [[6, 9, 10, 7], [3, 8, 1], [5, 2, 4], [13, 11, 12], [14, 16, 15], [17, 19, 18, 20]]
11: [[6, 9, 10, 7], [3, 8, 1], [5, 2, 4], [13, 11, 12], [14, 16, 15], [17, 19, 18, 20]]
12: [[6, 9, 10, 7], [3, 8, 1], [5, 2, 4], [13, 11, 12], [14, 16, 15], [17, 19, 18, 20]]
13: [[6, 9, 10, 7], [3, 8, 1], [5, 2, 4], [13, 11, 12], [14, 16, 15], [17, 19, 18, 20]]
14: [[6, 9, 10, 7], [3, 8, 1], [5, 2, 4], [13, 11, 12], [14, 16, 15], [17, 19, 18, 20]]
15: [[6, 9, 10, 7], [3, 8, 1], [5, 2, 4], [13, 11, 12], [14, 16, 15], [17, 19, 18, 20]]
16: [[6, 9, 10, 7], [3, 8, 1], [5, 2, 4], [13, 11, 12], [14, 16, 15], [17, 19, 18, 20]]
17: [[6, 9, 10, 7], [3, 8, 1], [5, 2, 4], [13, 11, 12], [14, 16, 15], [17, 19, 18, 20]]
18: [[6, 9, 10, 7], [3, 8, 1], [5, 2, 4], [13, 11, 12], [14, 16, 15], [17, 19, 18, 20]]
19: [[6, 9, 10, 7], [3, 8, 1], [5, 2, 4], [13, 11, 12], [14, 16, 15], [17, 19, 18, 20]]
20: [[6, 9, 10, 7], [3, 8, 1], [5, 2, 4], [13, 11, 12], [14, 16, 15], [17, 19, 18, 20]]
21: [[6, 9, 10, 7], [3, 8, 1], [5, 2, 4], [13, 11, 12], [14, 16, 15], [17, 19, 18, 20]]
22: [[6, 9, 10, 7], [3, 8, 1], [5, 2, 4], [13, 11, 12], [14, 16, 15], [17, 19, 18, 20]]
23: [[6, 9, 10, 7], [3, 8, 1], [5, 2, 4], [13, 11, 12], [14, 16, 15], [17, 19, 18, 20]]
24: [[6, 9, 10, 7], [3, 8, 1], [5, 2, 4], [13, 11, 12], [14, 16, 15], [17, 19, 18, 20]]
25: [[6, 9, 10, 7], [3, 8, 1], [5, 2, 4], [13, 11, 12], [14, 16, 15], [17, 19, 18, 20]]
26: [[6, 9, 10, 7], [3, 8, 1], [5, 2, 4], [13, 11, 12], [14, 16, 15], [17, 19, 18, 20]]
27: [[6, 9, 10, 7], [3, 8, 1], [5, 2, 4], [13, 11, 12], [14, 16, 15], [17, 19, 18, 20]]
28: [[6, 9, 10, 7], [3, 8, 1], [5, 2, 4], [13, 11, 12], [14, 16, 15], [17, 19, 18, 20]]
29: [[6, 9, 10, 7], [3, 8, 1], [5, 2, 4], [13, 11, 12], [14, 16, 15], [17, 19, 18, 20]]
30: [[6, 9, 10, 7], [3, 8, 1], [5, 2, 4], [13, 11, 12], [14, 16, 15], [17, 19, 18, 20]]
31: [[6, 9, 10, 7], [3, 8, 1], [5, 2, 4], [13, 11, 12], [14, 16, 15], [17, 19, 18, 20]]
32: [[6, 9, 10, 7], [3, 8, 1], [5, 2, 4], [13, 11, 12], [14, 16, 15], [17, 19, 18, 20]]
33: [[6, 9, 10, 7], [3, 8, 1], [5, 2, 4], [13, 11, 12], [14, 16, 15], [17, 19, 18, 20]]
34: [[6, 9, 10, 7], [3, 8, 1], [5, 2, 4], [13, 11, 12], [14, 16, 15], [17, 19, 18, 20]]
35: [[6, 9, 10, 7], [3, 8, 1], [5, 2, 4], [13, 11, 12], [14, 16, 15], [17, 19, 18, 20]]
36: [[6, 9, 10, 7], [3, 8, 1], [5, 2, 4], [13, 11, 12], [14, 16, 15], [17, 19, 18, 20]]
37: [[6, 9, 10, 7], [3, 8, 1], [5, 2, 4], [13, 11, 12], [14, 16, 15], [17, 19, 18, 20]]
38: [[6, 9, 10, 7], [3, 8, 1], [5, 2, 4], [13, 11, 12], [14, 16, 15], [17, 19, 18, 20]]
39: [[6, 9, 10, 7], [3, 8, 1], [5, 2, 4], [13, 11, 12], [14, 16, 15], [17, 19, 18, 20]]
