It No., Best MQ, No clusters, max clus, min clus
1,2.0200420147228657,6,5,3
2,1.9615942028985507,4,8,3
3,2.010998035622906,4,13,2
4,2.082273679763523,6,6,3
5,1.872667910447761,3,13,3
6,1.9509134339231426,4,10,2
7,1.9815193479750441,4,8,3
8,2.084002890224469,5,7,3
9,1.9584240237035373,4,7,3
10,2.0509226592266945,7,5,2
11,2.0284086629001883,6,6,2
12,2.0065907522429263,6,8,2
13,2.0449479350817716,6,7,2
14,2.1205120512051208,5,10,2
15,2.1238691135368875,6,8,2
16,1.9194444444444445,5,7,3
17,2.0617217170348097,8,4,2
18,2.0121668164120994,8,4,2
19,2.0975431341949697,6,7,3
20,2.0275381075639918,6,6,3
21,1.8687707641196014,3,12,3
22,1.858363917326637,3,16,3
23,1.9937913155283495,4,7,3
24,2.017058823529412,5,7,2
25,1.8783839212469235,3,11,3
26,1.9709403050871297,8,8,2
27,2.025522926685717,4,8,3
28,1.985086946951354,5,10,3
29,2.1378366504797466,8,6,2
30,1.9751382328760498,4,9,3
31,1.9713515033084594,5,9,3
