0: [[5, 19, 1, 6, 2, 10], [3, 4, 15, 8, 11, 12], [13, 7, 9, 16, 17], [14, 22, 18, 23, 28, 24], [27, 21, 25, 26, 20, 29]]
1: [[5, 19, 1, 6, 2, 10], [3, 4, 15, 8, 11, 12], [13, 7, 9, 16, 17], [18, 22, 14, 23, 28, 24], [27, 21, 25, 26, 20, 29]]
2: [[5, 19, 1, 6, 2, 10], [3, 4, 15, 8, 11, 12], [13, 7, 9, 16, 17], [22, 18, 14, 23, 24, 28], [27, 21, 25, 26, 20, 29]]
3: [[5, 19, 1, 6, 2, 10], [3, 4, 15, 8, 11, 12], [13, 7, 9, 16, 17], [22, 18, 14, 23, 24, 28], [27, 21, 25, 26, 20, 29]]
4: [[5, 19, 1, 6, 2, 10], [3, 4, 15, 8, 11, 12], [13, 7, 9, 16, 17], [14, 22, 23, 18, 24, 28], [27, 21, 25, 26, 20, 29]]
5: [[5, 19, 1, 6, 2, 10], [3, 4, 15, 8, 11, 12], [13, 7, 9, 16, 17], [14, 22, 23, 18, 24, 28], [27, 21, 25, 26, 20, 29]]
6: [[5, 19, 1, 6, 2, 10], [3, 4, 15, 8, 11, 12], [13, 7, 9, 16, 17], [14, 18, 22, 23, 24, 28], [27, 21, 25, 26, 20, 29]]
7: [[5, 19, 1, 6, 2, 10], [3, 4, 15, 8, 11, 12], [13, 7, 9, 16, 17], [14, 18, 22, 23, 28, 24], [27, 21, 25, 26, 20, 29]]
8: [[5, 19, 1, 6, 2, 10], [3, 4, 15, 8, 11, 12], [13, 7, 9, 16, 17], [22, 18, 14, 23, 28, 24], [27, 21, 25, 26, 20, 29]]
9: [[5, 19, 1, 6, 2, 10], [3, 4, 15, 8, 11, 12], [13, 7, 9, 16, 17], [14, 18, 22, 23, 28, 24], [27, 21, 25, 26, 20, 29]]
10: [[5, 19, 1, 6, 2, 10], [3, 4, 15, 8, 11, 12], [13, 7, 9, 16, 17], [22, 18, 14, 23, 28, 24], [27, 21, 25, 26, 20, 29]]
11: [[5, 19, 1, 6, 2, 10], [3, 4, 15, 8, 11, 12], [13, 7, 9, 16, 17], [22, 18, 14, 23, 28, 24], [27, 21, 25, 26, 20, 29]]
12: [[5, 19, 1, 6, 2, 10], [3, 4, 15, 8, 11, 12], [13, 7, 9, 16, 17], [18, 22, 23, 24, 28, 14], [27, 21, 25, 26, 20, 29]]
13: [[5, 19, 1, 6, 2, 10], [3, 4, 15, 8, 11, 12], [13, 7, 9, 16, 17], [14, 18, 22, 23, 24, 28], [27, 21, 25, 26, 20, 29]]
14: [[5, 19, 1, 6, 2, 10], [3, 4, 15, 8, 11, 12], [13, 7, 9, 16, 17], [14, 18, 22, 23, 28, 24], [27, 21, 25, 26, 20, 29]]
15: [[5, 19, 1, 6, 2, 10], [3, 4, 15, 8, 11, 12], [13, 7, 9, 16, 17], [22, 18, 14, 23, 28, 24], [27, 21, 25, 26, 20, 29]]
16: [[5, 19, 1, 6, 2, 10], [3, 4, 15, 8, 11, 12], [13, 7, 9, 16, 17], [14, 18, 22, 23, 28, 24], [27, 21, 25, 26, 20, 29]]
17: [[5, 19, 1, 6, 2, 10], [3, 4, 15, 8, 11, 12], [13, 7, 9, 16, 17], [22, 18, 14, 23, 28, 24], [27, 21, 25, 26, 20, 29]]
18: [[5, 19, 1, 6, 2, 10], [3, 4, 15, 8, 11, 12], [13, 7, 9, 16, 17], [14, 18, 22, 23, 28, 24], [27, 21, 25, 26, 20, 29]]
19: [[5, 19, 1, 6, 2, 10], [3, 4, 15, 8, 11, 12], [13, 7, 9, 16, 17], [14, 18, 23, 22, 24, 28], [27, 21, 25, 26, 20, 29]]
20: [[5, 19, 1, 6, 2, 10], [3, 4, 15, 8, 11, 12], [13, 7, 9, 16, 17], [14, 18, 22, 23, 24, 28], [27, 21, 25, 26, 20, 29]]
21: [[5, 19, 1, 6, 2, 10], [3, 4, 15, 8, 11, 12], [13, 7, 9, 16, 17], [18, 22, 23, 28, 24, 14], [27, 21, 25, 26, 20, 29]]
22: [[5, 19, 1, 6, 2, 10], [3, 4, 15, 8, 11, 12], [13, 7, 9, 16, 17], [14, 18, 22, 23, 28, 24], [27, 21, 25, 26, 20, 29]]
23: [[5, 19, 1, 6, 2, 10], [3, 4, 15, 8, 11, 12], [13, 7, 9, 16, 17], [14, 18, 22, 23, 24, 28], [27, 21, 25, 26, 20, 29]]
24: [[5, 19, 1, 6, 2, 10], [3, 4, 15, 8, 11, 12], [13, 7, 9, 16, 17], [14, 18, 23, 22, 28, 24], [27, 21, 25, 26, 20, 29]]
25: [[5, 19, 1, 6, 2, 10], [3, 4, 15, 8, 11, 12], [13, 7, 9, 16, 17], [22, 18, 23, 28, 24, 14], [27, 21, 25, 26, 20, 29]]
