0: [[4, 13, 9, 14, 3, 11, 6], [1, 10, 8, 7, 2, 5], [12, 16, 19, 18, 15, 20, 17]]
1: [[4, 13, 9, 14, 3, 11, 6], [1, 10, 8, 7, 2, 5], [12, 16, 19, 18, 15, 20, 17]]
2: [[4, 13, 9, 14, 3, 11, 6], [1, 10, 8, 7, 2, 5], [12, 16, 19, 18, 15, 20, 17]]
3: [[4, 13, 9, 14, 3, 11, 6], [1, 10, 8, 7, 2, 5], [12, 16, 19, 18, 15, 20, 17]]
4: [[4, 13, 9, 14, 3, 11, 6], [1, 10, 8, 7, 2, 5], [12, 16, 19, 18, 15, 20, 17]]
5: [[4, 13, 9, 14, 3, 11, 6], [1, 10, 8, 7, 2, 5], [12, 16, 19, 18, 15, 20, 17]]
6: [[4, 13, 9, 14, 3, 11, 6], [1, 10, 8, 7, 2, 5], [12, 16, 19, 18, 15, 20, 17]]
7: [[4, 13, 9, 14, 3, 11, 6], [1, 10, 8, 7, 2, 5], [12, 16, 19, 18, 15, 20, 17]]
8: [[4, 13, 9, 14, 3, 11, 6], [1, 10, 8, 7, 2, 5], [12, 16, 19, 18, 15, 20, 17]]
9: [[4, 13, 9, 14, 3, 11, 6], [1, 10, 8, 7, 2, 5], [12, 16, 19, 18, 15, 20, 17]]
10: [[4, 13, 9, 14, 3, 11, 6], [1, 10, 8, 7, 2, 5], [12, 16, 19, 18, 15, 20, 17]]
11: [[4, 13, 9, 14, 3, 11, 6], [1, 10, 8, 7, 2, 5], [12, 16, 19, 18, 15, 20, 17]]
12: [[4, 13, 9, 14, 3, 11, 6], [1, 10, 8, 7, 2, 5], [12, 16, 19, 18, 15, 20, 17]]
13: [[4, 13, 9, 14, 3, 11, 6], [1, 10, 8, 7, 2, 5], [12, 16, 19, 18, 15, 20, 17]]
14: [[4, 13, 9, 14, 3, 11, 6], [1, 10, 8, 7, 2, 5], [12, 16, 19, 18, 15, 20, 17]]
15: [[4, 13, 9, 14, 3, 11, 6], [1, 10, 8, 7, 2, 5], [12, 16, 19, 18, 15, 20, 17]]
16: [[4, 13, 9, 14, 3, 11, 6], [1, 10, 8, 7, 2, 5], [12, 16, 19, 18, 15, 20, 17]]
17: [[4, 13, 9, 14, 3, 11, 6], [1, 10, 8, 7, 2, 5], [12, 16, 19, 18, 15, 20, 17]]
18: [[4, 13, 9, 14, 3, 11, 6], [1, 10, 8, 7, 2, 5], [12, 16, 19, 18, 15, 20, 17]]
19: [[4, 13, 9, 14, 3, 11, 6], [1, 10, 8, 7, 2, 5], [12, 16, 19, 18, 15, 20, 17]]
20: [[4, 13, 9, 14, 3, 11, 6], [1, 10, 8, 7, 2, 5], [12, 16, 19, 18, 15, 20, 17]]
21: [[4, 13, 9, 14, 3, 11, 6], [1, 10, 8, 7, 2, 5], [12, 16, 19, 18, 15, 20, 17]]
22: [[4, 13, 9, 14, 3, 11, 6], [1, 10, 8, 7, 2, 5], [12, 16, 19, 18, 15, 20, 17]]
23: [[4, 13, 9, 14, 3, 11, 6], [1, 10, 8, 7, 2, 5], [12, 16, 19, 18, 15, 20, 17]]
24: [[4, 13, 9, 14, 3, 11, 6], [1, 10, 8, 7, 2, 5], [12, 16, 19, 18, 15, 20, 17]]
25: [[4, 13, 9, 14, 3, 11, 6], [1, 10, 8, 7, 2, 5], [12, 16, 19, 18, 15, 20, 17]]
26: [[4, 13, 9, 14, 3, 11, 6], [1, 10, 8, 7, 2, 5], [12, 16, 19, 18, 15, 20, 17]]
27: [[4, 13, 9, 14, 3, 11, 6], [1, 10, 8, 7, 2, 5], [12, 16, 19, 18, 15, 20, 17]]
28: [[4, 13, 9, 14, 3, 11, 6], [1, 10, 8, 7, 2, 5], [12, 16, 19, 18, 15, 20, 17]]
29: [[4, 13, 9, 14, 3, 11, 6], [1, 10, 8, 7, 2, 5], [12, 16, 19, 18, 15, 20, 17]]
30: [[4, 13, 9, 14, 3, 11, 6], [1, 10, 8, 7, 2, 5], [12, 16, 19, 18, 15, 20, 17]]
31: [[4, 13, 9, 14, 3, 11, 6], [1, 10, 8, 7, 2, 5], [12, 16, 19, 18, 15, 20, 17]]
32: [[4, 13, 9, 14, 3, 11, 6], [1, 10, 8, 7, 2, 5], [12, 16, 19, 18, 15, 20, 17]]
33: [[4, 13, 9, 14, 3, 11, 6], [1, 10, 8, 7, 2, 5], [12, 16, 19, 18, 15, 20, 17]]
34: [[4, 13, 9, 14, 3, 11, 6], [1, 10, 8, 7, 2, 5], [12, 16, 19, 18, 15, 20, 17]]
35: [[4, 13, 9, 14, 3, 11, 6], [1, 10, 8, 7, 2, 5], [12, 16, 19, 18, 15, 20, 17]]
36: [[4, 13, 9, 14, 3, 11, 6], [1, 10, 8, 7, 2, 5], [12, 16, 19, 18, 15, 20, 17]]
37: [[4, 13, 9, 14, 3, 11, 6], [1, 10, 8, 7, 2, 5], [12, 16, 19, 18, 15, 20, 17]]
38: [[4, 13, 9, 14, 3, 11, 6], [1, 10, 8, 7, 2, 5], [12, 16, 19, 18, 15, 20, 17]]
39: [[4, 13, 9, 14, 3, 11, 6], [1, 10, 8, 7, 2, 5], [12, 16, 19, 18, 15, 20, 17]]
