0: [[3, 14, 1, 4, 6], [2, 5, 7, 8, 10], [11, 13, 12, 9], [15, 16, 18, 19, 17, 20]]
1: [[3, 14, 1, 4, 6], [2, 5, 7, 8, 10], [11, 13, 9, 12], [15, 16, 18, 19, 17, 20]]
2: [[3, 14, 1, 4, 6], [2, 5, 7, 8, 10], [11, 13, 9, 12], [15, 16, 18, 19, 17, 20]]
3: [[3, 14, 1, 4, 6], [2, 5, 7, 8, 10], [11, 13, 9, 12], [15, 16, 18, 19, 17, 20]]
4: [[3, 14, 1, 4, 6], [2, 5, 7, 8, 10], [11, 13, 9, 12], [15, 16, 18, 19, 17, 20]]
5: [[3, 14, 1, 4, 6], [2, 5, 7, 8, 10], [11, 13, 9, 12], [15, 16, 18, 19, 17, 20]]
6: [[3, 14, 1, 4, 6], [2, 5, 7, 8, 10], [11, 13, 9, 12], [15, 16, 18, 19, 17, 20]]
7: [[3, 14, 1, 4, 6], [2, 5, 7, 8, 10], [11, 13, 9, 12], [15, 16, 18, 19, 17, 20]]
8: [[3, 14, 1, 4, 6], [2, 5, 7, 8, 10], [11, 13, 9, 12], [15, 16, 18, 19, 17, 20]]
9: [[3, 14, 1, 4, 6], [2, 5, 7, 8, 10], [11, 13, 9, 12], [15, 16, 18, 19, 17, 20]]
10: [[3, 14, 1, 4, 6], [2, 5, 7, 8, 10], [11, 13, 9, 12], [15, 16, 18, 19, 17, 20]]
11: [[3, 14, 1, 4, 6], [2, 5, 7, 8, 10], [11, 13, 9, 12], [15, 16, 18, 19, 17, 20]]
12: [[3, 14, 1, 4, 6], [2, 5, 7, 8, 10], [11, 13, 9, 12], [15, 16, 18, 19, 17, 20]]
13: [[3, 14, 1, 4, 6], [2, 5, 7, 8, 10], [11, 13, 9, 12], [15, 16, 18, 19, 17, 20]]
14: [[3, 14, 1, 4, 6], [2, 5, 7, 8, 10], [11, 13, 9, 12], [15, 16, 18, 19, 17, 20]]
15: [[3, 14, 1, 4, 6], [2, 5, 7, 8, 10], [11, 13, 9, 12], [15, 16, 18, 19, 17, 20]]
16: [[3, 14, 1, 4, 6], [2, 5, 7, 8, 10], [11, 13, 9, 12], [15, 16, 18, 19, 17, 20]]
17: [[3, 14, 1, 4, 6], [2, 5, 7, 8, 10], [11, 13, 9, 12], [15, 16, 18, 19, 17, 20]]
18: [[3, 14, 1, 4, 6], [2, 5, 7, 8, 10], [11, 13, 9, 12], [15, 16, 18, 19, 17, 20]]
19: [[3, 14, 1, 4, 6], [2, 5, 7, 8, 10], [11, 13, 9, 12], [15, 16, 18, 19, 17, 20]]
20: [[3, 14, 1, 4, 6], [2, 5, 7, 8, 10], [11, 13, 9, 12], [15, 16, 18, 19, 17, 20]]
21: [[3, 14, 1, 4, 6], [2, 5, 7, 8, 10], [11, 13, 9, 12], [15, 16, 18, 19, 17, 20]]
22: [[3, 14, 1, 4, 6], [2, 5, 7, 8, 10], [11, 13, 9, 12], [15, 16, 18, 19, 17, 20]]
23: [[3, 14, 1, 4, 6], [2, 5, 7, 8, 10], [11, 13, 9, 12], [15, 16, 18, 19, 17, 20]]
24: [[3, 14, 1, 4, 6], [2, 5, 7, 8, 10], [11, 13, 9, 12], [15, 16, 18, 19, 17, 20]]
25: [[3, 14, 1, 4, 6], [2, 5, 7, 8, 10], [11, 13, 9, 12], [15, 16, 18, 19, 17, 20]]
26: [[3, 14, 1, 4, 6], [2, 5, 7, 8, 10], [11, 13, 9, 12], [15, 16, 18, 19, 17, 20]]
27: [[3, 14, 1, 4, 6], [2, 5, 7, 8, 10], [11, 13, 9, 12], [15, 16, 18, 19, 17, 20]]
28: [[3, 14, 1, 2, 4, 6], [5, 7, 8, 10], [11, 13, 9, 12], [15, 16, 18, 19, 17, 20]]
29: [[3, 14, 1, 4, 6], [2, 5, 7, 8, 10, 11], [13, 9, 12], [15, 16, 18, 19, 17, 20]]
30: [[3, 14, 1, 4, 6], [2, 5, 7, 8, 10, 11], [13, 9, 12], [15, 16, 18, 19, 17, 20]]
31: [[3, 14, 1, 4, 6], [2, 5, 7, 8], [10, 11, 13, 9, 12], [15, 16, 18, 19, 17, 20]]
32: [[3, 14, 1, 4], [2, 5, 7, 8, 10, 6], [11, 13, 9, 12, 15], [16, 18, 19, 17, 20]]
33: [[3, 14, 1, 2, 4, 6], [5, 7, 8, 10, 11], [13, 9, 12], [15, 16, 18, 19, 17, 20]]
34: [[3, 14, 1, 2, 4, 6], [5, 7, 8, 10, 11], [13, 9, 12], [15, 16, 18, 19, 17, 20]]
35: [[3, 14, 1, 4, 6], [2, 5, 7, 8, 10, 11], [13, 9, 12, 15], [16, 18, 19, 17, 20]]
36: [[3, 14, 1, 4, 6], [2, 5, 7, 8, 10, 11], [13, 9, 12, 15], [16, 18, 19, 17, 20]]
37: [[3, 14, 1, 4, 6], [2, 5, 7, 8], [10, 11, 13, 9], [12, 15, 16, 18, 19, 17, 20]]
38: [[3, 14, 1, 4, 6], [2, 5, 7, 8], [10, 11, 13, 9], [12, 15, 16, 18, 19, 17, 20]]
39: [[3, 14, 1, 2, 4, 6], [5, 7, 8, 10, 11], [13, 9, 12, 15], [16, 18, 19, 17, 20]]
40: [[3, 14, 1, 4], [2, 5, 7, 8, 6], [10, 11, 13, 9], [12, 15, 16, 18, 19, 17, 20]]
41: [[3, 14, 1, 4], [2, 5, 7, 8, 6], [10, 11, 13, 9], [12, 15, 16, 18, 19, 17, 20]]
