0: [[12, 16, 5, 3], [18, 17, 20, 9], [23, 24, 21, 22], [11, 6, 2, 1], [7, 4, 14, 10], [15, 8, 13, 19]]
1: [[12, 16, 5, 3], [18, 17, 20, 9], [23, 24, 21, 22], [11, 6, 2, 1], [7, 4, 14, 10], [15, 8, 13, 19]]
2: [[12, 16, 5, 3], [18, 17, 20, 9], [23, 24, 21, 22], [11, 6, 2, 1], [7, 4, 14, 10], [15, 8, 13, 19]]
3: [[12, 16, 5, 3], [18, 17, 20, 9], [23, 24, 21, 22], [11, 6, 2, 1], [7, 4, 14, 10], [15, 8, 13, 19]]
4: [[12, 16, 5, 3], [18, 17, 20, 9], [23, 24, 21, 22], [11, 6, 2, 1], [7, 4, 14, 10], [15, 8, 13, 19]]
5: [[12, 16, 5, 3], [18, 17, 20, 9], [23, 24, 21, 22], [11, 6, 2, 1], [7, 4, 14, 10], [15, 8, 13, 19]]
6: [[12, 16, 5, 3], [18, 17, 20, 9], [23, 24, 21, 22], [11, 6, 2, 1], [7, 4, 14, 10], [15, 8, 13, 19]]
7: [[12, 16, 5, 3], [18, 17, 20, 9], [23, 24, 21, 22], [11, 6, 2, 1], [7, 4, 14, 10], [15, 8, 13, 19]]
8: [[12, 16, 5, 3], [18, 17, 20, 9], [23, 24, 21, 22], [11, 6, 2, 1], [7, 4, 14, 10], [15, 8, 13, 19]]
9: [[12, 16, 5, 3], [18, 17, 20, 9], [23, 24, 21, 22], [11, 6, 2, 1], [7, 4, 14, 10], [15, 8, 13, 19]]
10: [[12, 16, 5, 3], [18, 17, 20, 9], [23, 24, 21, 22], [11, 6, 2, 1], [7, 4, 14, 10], [15, 8, 13, 19]]
11: [[12, 16, 5, 3], [18, 17, 20, 9], [23, 24, 21, 22], [11, 6, 2, 1], [7, 4, 14, 10], [15, 8, 13, 19]]
12: [[12, 16, 5, 3], [18, 17, 20, 9], [23, 24, 21, 22], [11, 6, 2, 1], [7, 4, 14, 10], [15, 8, 13, 19]]
13: [[12, 16, 5, 3], [18, 17, 20, 9], [23, 24, 21, 22], [11, 6, 2, 1], [7, 4, 14, 10], [15, 8, 13, 19]]
14: [[12, 16, 5, 3], [18, 17, 20, 9], [23, 24, 21, 22], [11, 6, 2, 1], [7, 4, 14, 10], [15, 8, 13, 19]]
15: [[12, 16, 5, 3], [18, 17, 20, 9], [23, 24, 21, 22], [11, 6, 2, 1], [7, 4, 14, 10], [15, 8, 13, 19]]
16: [[12, 16, 5, 3], [18, 17, 20, 9], [23, 24, 21, 22], [11, 6, 2, 1], [7, 4, 14, 10], [15, 8, 13, 19]]
17: [[12, 16, 5, 3], [18, 17, 20, 9], [23, 24, 21, 22], [11, 6, 2, 1], [7, 4, 14, 10], [15, 8, 13, 19]]
18: [[12, 16, 5, 3], [18, 17, 20, 9], [23, 24, 21, 22], [11, 6, 2, 1], [7, 4, 14, 10], [15, 8, 13, 19]]
19: [[12, 16, 5, 3], [18, 17, 20, 9], [23, 24, 21, 22], [11, 6, 2, 1], [7, 4, 14, 10], [15, 8, 13, 19]]
20: [[12, 16, 5, 3], [18, 17, 20, 9], [23, 24, 21, 22], [11, 6, 2, 1], [7, 4, 14, 10], [15, 8, 13, 19]]
21: [[12, 16, 5, 3], [18, 17, 20, 9], [23, 24, 21, 22], [11, 6, 2, 1], [7, 4, 14, 10], [15, 8, 13, 19]]
22: [[12, 16, 5, 3], [18, 17, 20, 9], [23, 24, 21, 22], [11, 6, 2, 1], [7, 4, 14, 10], [15, 8, 13, 19]]
23: [[12, 16, 5, 3], [18, 17, 20, 9], [23, 24, 21, 22], [11, 6, 2, 1], [7, 4, 14, 10], [15, 8, 13, 19]]
24: [[12, 16, 5, 3], [18, 17, 20, 9], [23, 24, 21, 22], [11, 6, 2, 1], [7, 4, 14, 10], [15, 8, 13, 19]]
25: [[12, 16, 5, 3], [18, 17, 20, 9], [23, 24, 21, 22], [11, 6, 2, 1], [7, 4, 14, 10], [15, 8, 13, 19]]
26: [[12, 16, 5, 3], [18, 17, 20, 9], [23, 24, 21, 22], [11, 6, 2, 1], [7, 4, 14, 10], [15, 8, 13, 19]]
27: [[12, 16, 5, 3], [18, 17, 20, 9], [23, 24, 21, 22], [11, 6, 2, 1], [7, 4, 14, 10], [15, 8, 13, 19]]
28: [[12, 16, 5, 3], [18, 17, 20, 9], [23, 24, 21, 22], [11, 6, 2, 1], [7, 4, 14, 10], [15, 8, 13, 19]]
29: [[12, 16, 5, 3], [18, 17, 20, 9], [23, 24, 21, 22], [11, 6, 2, 1], [7, 4, 14, 10], [15, 8, 13, 19]]
30: [[12, 16, 5, 3], [18, 17, 20, 9], [23, 24, 21, 22], [11, 6, 2, 1], [7, 4, 14, 10], [15, 8, 13, 19]]
31: [[12, 16, 5, 3], [18, 17, 20, 9], [23, 24, 21, 22], [11, 6, 2, 1], [7, 4, 14, 10], [15, 8, 13, 19]]
32: [[12, 16, 5, 3], [18, 17, 20, 9], [23, 24, 21, 22], [11, 6, 2, 1], [7, 4, 14, 10], [15, 8, 13, 19]]
33: [[12, 16, 5, 3], [18, 17, 20, 9], [23, 24, 21, 22], [11, 6, 2, 1], [7, 4, 14, 10], [15, 8, 13, 19]]
34: [[12, 16, 5, 3], [18, 17, 20, 9], [23, 24, 21, 22], [11, 6, 2, 1], [7, 4, 14, 10], [15, 8, 13, 19]]
35: [[12, 16, 5, 3], [18, 17, 20, 9], [23, 24, 21, 22], [11, 6, 2, 1], [7, 4, 14, 10], [15, 8, 13, 19]]
36: [[12, 16, 5, 3], [18, 17, 20, 9], [23, 24, 21, 22], [11, 6, 2, 1], [7, 4, 14, 10], [15, 8, 13, 19]]
37: [[12, 16, 5, 3], [18, 17, 20, 9], [23, 24, 21, 22], [11, 6, 2, 1], [7, 4, 14, 10], [15, 8, 13, 19]]
38: [[12, 16, 5, 3], [18, 17, 20, 9], [23, 24, 21, 22], [11, 6, 2, 1], [7, 4, 14, 10], [15, 8, 13, 19]]
39: [[12, 16, 5, 3], [18, 17, 20, 9], [23, 24, 21, 22], [11, 6, 2, 1], [7, 4, 14, 10], [15, 8, 13, 19]]
40: [[12, 16, 5, 3], [18, 17, 20, 9], [23, 24, 21, 22], [11, 6, 2, 1], [7, 4, 14, 10], [15, 8, 13, 19]]
41: [[12, 16, 5, 3], [18, 17, 20, 9], [23, 24, 21, 22], [11, 6, 2, 1], [7, 4, 14, 10], [15, 8, 13, 19]]
42: [[12, 16, 5, 3], [18, 17, 20, 9], [23, 24, 21, 22], [11, 6, 2, 1], [7, 4, 14, 10], [15, 8, 13, 19]]
43: [[12, 16, 5, 3], [18, 17, 20, 9], [23, 24, 21, 22], [11, 6, 2, 1], [7, 4, 14, 10], [15, 8, 13, 19]]
44: [[12, 16, 5, 3], [18, 17, 20, 9], [23, 24, 21, 22], [11, 6, 2, 1], [7, 4, 14, 10], [15, 8, 13, 19]]
45: [[12, 16, 5, 3], [18, 17, 20, 9], [23, 24, 21, 22], [11, 6, 2, 1], [7, 4, 14, 10], [15, 8, 13, 19]]
46: [[12, 16, 5, 3], [18, 17, 20, 9], [23, 24, 21, 22], [11, 6, 2, 1], [7, 4, 14, 10], [15, 8, 13, 19]]
47: [[12, 16, 5, 3], [18, 17, 20, 9], [23, 24, 21, 22], [11, 6, 2, 1], [7, 4, 14, 10], [15, 8, 13, 19]]
