It No., Best MQ, No clusters, max clus, min clus
1,1.4006349206349205,3,5,4
2,1.2270531400966183,3,5,4
3,1.3010526315789472,3,5,4
4,1.3140096618357486,3,5,4
5,1.3077731092436973,3,7,3
6,1.3109730848861285,3,5,4
7,1.3332309582309583,3,7,3
8,1.3984189723320157,4,4,2
9,1.290670114199526,3,5,4
10,1.3109730848861285,3,5,4
11,1.3139034878165312,3,5,4
12,1.4072871572871573,4,5,2
13,1.3139034878165312,3,5,4
14,1.3010526315789472,3,5,4
15,1.309090909090909,3,5,4
16,1.289782608695652,3,5,4
17,1.398418972332016,4,4,2
18,1.2207792207792207,3,5,4
19,1.3035714285714286,3,5,4
20,1.3939393939393938,4,4,3
21,1.4006349206349205,3,5,4
22,1.3172161172161172,3,5,4
23,1.3993506493506493,4,4,3
24,1.4006349206349205,3,5,4
25,1.289782608695652,3,5,4
26,1.2384615384615383,3,6,2
27,1.2358674463937622,3,5,4
28,1.3010526315789472,3,5,4
29,1.2878787878787878,3,5,4
30,1.3948051948051947,5,3,2
31,1.1710463449593884,3,5,4
