It No., Best MQ, No clusters, max clus, min clus
1,1.3704157203515355,4,9,5
2,1.3176428858818796,4,8,7
3,1.4509177615066384,4,10,6
4,1.2690022568624364,3,10,9
5,1.8428785078495105,7,5,4
6,1.5157325914213708,5,6,5
7,1.5195224642059313,6,7,4
8,1.367305832965978,4,9,5
9,1.5420957277130523,7,6,1
10,1.537000539787996,13,3,2
11,1.7132786013633323,6,9,1
12,1.7216574738446422,10,4,1
13,1.22515672935841,3,10,9
14,1.4741359958617593,5,6,5
15,1.5814039060404388,9,7,1
16,1.242825876901943,3,10,9
17,1.729251526358566,9,7,1
18,1.3468831392206004,8,4,2
19,1.6162069413911229,5,7,4
20,1.6197282622814537,8,6,3
21,1.3667271564768557,5,7,3
22,1.438567841603895,5,6,5
23,1.7623220153340635,7,5,2
24,1.7920403498310478,12,3,2
25,1.5300865800865802,4,8,5
26,1.1444261480146647,3,10,9
27,1.5357365376056966,5,8,3
28,1.2239251458204556,3,10,9
29,1.2113448373519273,3,10,9
30,1.6981253904656954,9,6,1
31,1.3921661143747117,5,6,5
