0: [[10, 3, 1, 4, 5], [8, 2, 11, 6], [12, 7, 13, 9]]
1: [[10, 3, 1, 4, 5], [8, 2, 11, 6], [12, 7, 13, 9]]
2: [[10, 3, 1, 4, 5], [8, 2, 11, 6], [12, 7, 13, 9]]
3: [[10, 3, 1, 4, 5], [8, 2, 11, 6], [12, 7, 13, 9]]
4: [[10, 3, 1, 4, 5], [8, 2, 11, 6], [12, 7, 13, 9]]
5: [[10, 3, 1, 4, 5], [8, 2, 11, 6], [12, 7, 13, 9]]
6: [[10, 3, 1, 4, 5], [8, 2, 11, 6], [12, 7, 13, 9]]
7: [[10, 3, 1, 4, 5], [8, 2, 11, 6], [12, 7, 13, 9]]
8: [[10, 3, 1, 4, 5], [8, 2, 11, 6], [12, 7, 13, 9]]
9: [[10, 3, 1, 4, 5], [8, 2, 11, 6], [12, 7, 13, 9]]
10: [[10, 3, 1, 4, 5], [8, 2, 11, 6], [12, 7, 13, 9]]
11: [[10, 3, 1, 4, 5], [8, 2, 11, 6], [12, 7, 13, 9]]
12: [[10, 3, 1, 4, 5], [8, 2, 11, 6], [12, 7, 13, 9]]
13: [[10, 3, 1, 4, 5], [8, 2, 11, 6], [12, 7, 13, 9]]
14: [[10, 3, 1, 4, 5], [8, 2, 11, 6], [12, 7, 13, 9]]
15: [[10, 3, 1, 4, 5], [8, 2, 11, 6], [12, 7, 13, 9]]
16: [[10, 3, 1, 4, 5], [8, 2, 11, 6], [12, 7, 13, 9]]
17: [[10, 3, 1, 4, 5], [8, 2, 11, 6], [12, 7, 13, 9]]
18: [[10, 3, 1, 4, 5], [8, 2, 11, 6], [12, 7, 13, 9]]
19: [[10, 3, 1, 4], [5, 8, 2, 11, 6], [12, 7, 13, 9]]
20: [[10, 3, 1, 4], [5, 8, 2, 11, 6], [12, 7, 13, 9]]
21: [[10, 3, 1, 4], [5, 8, 2, 11, 6], [12, 7, 13, 9]]
22: [[10, 3, 1, 4], [5, 8, 2, 11, 6], [12, 7, 13, 9]]
23: [[10, 3, 1, 4], [5, 8, 2, 11, 6], [12, 7, 13, 9]]
24: [[10, 3, 1, 4], [5, 8, 2, 11, 6], [12, 7, 13, 9]]
25: [[10, 3, 1, 4], [5, 8, 2, 11, 6], [12, 7, 13, 9]]
26: [[10, 3, 1, 4], [5, 8, 2, 11, 6], [12, 7, 13, 9]]
27: [[10, 3, 1, 4], [5, 8, 2, 11, 6], [12, 7, 13, 9]]
