0: [[3, 11, 6, 16, 14, 1, 4], [2, 7, 5, 8, 10, 13, 9], [12, 15, 19, 17, 18, 20]]
1: [[4, 3, 11, 6, 16, 14, 1], [2, 7, 5, 9, 8, 10, 13], [12, 15, 19, 17, 18, 20]]
2: [[4, 3, 11, 6, 16, 14, 1], [2, 7, 5, 9, 8, 10, 13], [12, 15, 19, 17, 18, 20]]
3: [[4, 3, 11, 6, 16, 14, 1], [2, 7, 5, 9, 8, 10, 13], [12, 15, 19, 17, 18, 20]]
4: [[4, 3, 11, 6, 16, 14, 1], [2, 7, 5, 9, 8, 10, 13], [12, 15, 19, 17, 18, 20]]
5: [[4, 3, 11, 6, 16, 14, 1], [2, 7, 5, 9, 8, 10, 13], [12, 15, 19, 17, 18, 20]]
6: [[4, 3, 11, 6, 16, 14, 1], [2, 7, 5, 9, 8, 10, 13], [12, 15, 19, 17, 18, 20]]
7: [[4, 3, 11, 6, 16, 14, 1], [2, 7, 5, 9, 8, 10, 13], [12, 15, 19, 17, 18, 20]]
8: [[4, 3, 11, 6, 16, 14, 1], [2, 7, 5, 9, 8, 10, 13], [12, 15, 19, 17, 18, 20]]
9: [[4, 3, 11, 6, 16, 14, 1], [2, 7, 5, 9, 8, 10, 13], [12, 15, 19, 17, 18, 20]]
10: [[4, 3, 11, 6, 16, 14, 1], [2, 7, 5, 9, 8, 10, 13], [12, 15, 19, 17, 18, 20]]
11: [[4, 3, 11, 6, 16, 14, 1], [2, 7, 5, 9, 8, 10, 13], [12, 15, 19, 17, 18, 20]]
12: [[4, 3, 11, 6, 16, 14, 1], [2, 7, 5, 9, 8, 10, 13], [12, 15, 19, 17, 18, 20]]
13: [[4, 3, 11, 6, 16, 14, 1], [2, 7, 5, 9, 8, 10, 13], [12, 15, 19, 17, 18, 20]]
14: [[4, 3, 11, 6, 16, 14, 1], [2, 7, 5, 9, 8, 10, 13], [12, 15, 19, 17, 18, 20]]
15: [[4, 3, 11, 6, 16, 14, 1], [2, 7, 5, 9, 8, 10, 13], [12, 15, 19, 17, 18, 20]]
16: [[4, 3, 11, 6, 16, 14, 1], [2, 7, 5, 9, 8, 10, 13], [12, 15, 19, 17, 18, 20]]
17: [[4, 3, 11, 6, 16, 14, 1], [2, 7, 5, 9, 8, 10, 13], [12, 15, 19, 17, 18, 20]]
18: [[4, 3, 11, 6, 16, 14, 1], [2, 7, 5, 9, 8, 10, 13], [12, 15, 19, 17, 18, 20]]
19: [[4, 3, 11, 6, 16, 14, 1], [2, 7, 5, 9, 8, 10], [13, 12, 15, 19, 17, 18, 20]]
20: [[4, 3, 11, 6, 16, 14, 1], [2, 7, 5, 9, 8, 10], [13, 12, 15, 19, 17, 18, 20]]
21: [[4, 3, 11, 6, 16, 14, 1], [2, 7, 5, 9, 8, 10], [13, 12, 15, 19, 17, 18, 20]]
22: [[4, 3, 11, 6, 16, 14, 1], [2, 7, 5, 9, 8, 10], [13, 12, 15, 19, 17, 18, 20]]
23: [[4, 3, 11, 6, 16, 14], [1, 2, 7, 5, 9, 8, 10, 13], [12, 15, 19, 17, 18, 20]]
24: [[4, 3, 11, 6, 16, 14], [1, 2, 7, 5, 9, 8, 10, 13], [12, 15, 19, 17, 18, 20]]
25: [[4, 3, 11, 6, 16, 14], [1, 2, 7, 5, 9, 8, 10, 13], [12, 15, 19, 17, 18, 20]]
26: [[4, 3, 11, 6, 16, 14], [1, 2, 7, 5, 9, 8, 10], [13, 12, 15, 19, 17, 18, 20]]
27: [[4, 3, 11, 6, 16, 14, 1], [2, 7, 5, 9, 8, 10, 13, 12], [15, 19, 17, 18, 20]]
28: [[4, 3, 11, 6, 16, 14, 1], [2, 7, 5, 9, 8, 10, 13, 12], [15, 19, 17, 18, 20]]
29: [[4, 3, 11, 6, 16, 14, 1], [2, 7, 5, 9, 8, 10, 13, 12], [15, 19, 17, 18, 20]]
30: [[4, 3, 11, 6, 16, 14, 1], [2, 7, 5, 9, 8, 10, 13, 12], [15, 19, 17, 18, 20]]
31: [[4, 3, 11, 6, 16, 14, 1], [2, 7, 5, 9, 8, 10, 13, 12], [15, 19, 17, 18, 20]]
32: [[4, 3, 11, 6, 16, 14, 1], [2, 7, 5, 9, 8, 10, 13, 12], [15, 19, 17, 18, 20]]
33: [[4, 3, 11, 6, 16, 14, 1, 2], [7, 5, 9, 8, 10, 13], [12, 15, 19, 17, 18, 20]]
34: [[4, 3, 11, 6, 16, 14, 1, 2], [7, 5, 9, 8, 10, 13], [12, 15, 19, 17, 18, 20]]
35: [[4, 3, 11, 6, 16, 14, 1, 2], [7, 5, 9, 8, 10, 13], [12, 15, 19, 17, 18, 20]]
36: [[4, 3, 11, 6, 16, 14, 1, 2], [7, 5, 9, 8, 10, 13], [12, 15, 19, 17, 18, 20]]
37: [[4, 3, 11, 6, 16, 14, 1, 2], [7, 5, 9, 8, 10, 13], [12, 15, 19, 17, 18, 20]]
38: [[4, 3, 11, 6, 16, 14, 1, 2], [7, 5, 9, 8, 10, 13], [12, 15, 19, 17, 18, 20]]
39: [[4, 3, 11, 6, 16, 14, 1, 2], [7, 5, 9, 8, 10, 13, 12], [15, 19, 17, 18, 20]]
40: [[4, 3, 11, 6, 16, 14, 1, 2], [7, 5, 9, 8, 10, 13, 12], [15, 19, 17, 18, 20]]
41: [[4, 3, 11, 6, 16, 14, 1, 2, 7], [5, 9, 8, 10, 13], [12, 15, 19, 17, 18, 20]]
