0: [[1, 20, 2, 13], [4, 6, 10, 3], [9, 5, 8, 15], [11, 7, 12, 14], [16, 17, 18, 19], [21, 23, 24, 22]]
1: [[1, 20, 2, 13], [4, 6, 10, 3], [9, 5, 8, 15], [11, 7, 12, 14], [16, 17, 18, 19], [21, 23, 24, 22]]
2: [[1, 20, 2, 13], [4, 6, 10, 3], [9, 5, 8, 15], [11, 7, 12, 14], [16, 17, 18, 19], [21, 23, 24, 22]]
3: [[1, 20, 2, 13], [4, 6, 10, 3], [9, 5, 8, 15], [11, 7, 12, 14], [16, 17, 18, 19], [21, 23, 24, 22]]
4: [[1, 20, 2, 13], [4, 6, 10, 3], [9, 5, 8, 15], [11, 7, 12, 14], [16, 17, 18, 19], [21, 23, 24, 22]]
5: [[1, 20, 2, 13], [4, 6, 10, 3], [9, 5, 8, 15], [11, 7, 12, 14], [16, 17, 18, 19], [21, 23, 24, 22]]
6: [[1, 20, 2, 13], [4, 6, 10, 3], [9, 5, 8, 15], [11, 7, 12, 14], [16, 17, 18, 19], [21, 23, 24, 22]]
7: [[1, 20, 2, 13], [4, 6, 10, 3], [9, 5, 8, 15], [11, 7, 12, 14], [16, 17, 18, 19], [21, 23, 24, 22]]
8: [[1, 20, 2, 13], [4, 6, 10, 3], [9, 5, 8, 15], [11, 7, 12, 14], [16, 17, 18, 19], [21, 23, 24, 22]]
9: [[1, 20, 2, 13], [4, 6, 10, 3], [9, 5, 8, 15], [11, 7, 12, 14], [16, 17, 18, 19], [21, 23, 24, 22]]
10: [[1, 20, 2, 13], [4, 6, 10, 3], [9, 5, 8, 15], [11, 7, 12, 14], [16, 17, 18, 19], [21, 23, 24, 22]]
11: [[1, 20, 2, 13], [4, 6, 10, 3], [9, 5, 8, 15], [11, 7, 12, 14], [16, 17, 18, 19], [21, 23, 24, 22]]
12: [[1, 20, 2, 13], [4, 6, 10, 3], [9, 5, 8, 15], [11, 7, 12, 14], [16, 17, 18, 19], [21, 23, 24, 22]]
13: [[1, 20, 2, 13], [4, 6, 10, 3], [9, 5, 8, 15], [11, 7, 12, 14], [16, 17, 18, 19], [21, 23, 24, 22]]
14: [[1, 20, 2, 13], [4, 6, 10, 3], [9, 5, 8, 15], [11, 7, 12, 14], [16, 17, 18, 19], [21, 23, 24, 22]]
15: [[1, 20, 2, 13], [4, 6, 10, 3], [9, 5, 8, 15], [11, 7, 12, 14], [16, 17, 18, 19], [21, 23, 24, 22]]
16: [[1, 20, 2, 13], [4, 6, 10, 3], [9, 5, 8, 15], [11, 7, 12, 14], [16, 17, 18, 19], [21, 23, 24, 22]]
17: [[1, 20, 2, 13], [4, 6, 10, 3], [9, 5, 8, 15], [11, 7, 12, 14], [16, 17, 18, 19], [21, 23, 24, 22]]
18: [[1, 20, 2, 13], [4, 6, 10, 3], [9, 5, 8, 15], [11, 7, 12, 14], [16, 17, 18, 19], [21, 23, 24, 22]]
19: [[1, 20, 2, 13], [4, 6, 10, 3], [9, 5, 8, 15], [11, 7, 12, 14], [16, 17, 18, 19], [21, 23, 24, 22]]
20: [[1, 20, 2, 13], [4, 6, 10, 3], [9, 5, 8, 15], [11, 7, 12, 14], [16, 17, 18, 19], [21, 23, 24, 22]]
21: [[1, 20, 2, 13], [4, 6, 10, 3], [9, 5, 8, 15], [11, 7, 12, 14], [16, 17, 18, 19], [21, 23, 24, 22]]
22: [[1, 20, 2, 13], [4, 6, 10, 3], [9, 5, 8, 15], [11, 7, 12, 14], [16, 17, 18, 19], [21, 23, 24, 22]]
23: [[1, 20, 2, 13], [4, 6, 10, 3], [9, 5, 8, 15], [11, 7, 12, 14], [16, 17, 18, 19], [21, 23, 24, 22]]
24: [[1, 20, 2, 13], [4, 6, 10, 3], [9, 5, 8, 15], [11, 7, 12, 14], [16, 17, 18, 19], [21, 23, 24, 22]]
25: [[1, 20, 2, 13], [4, 6, 10, 3], [9, 5, 8, 15], [11, 7, 12, 14], [16, 17, 18, 19], [21, 23, 24, 22]]
26: [[1, 20, 2, 13], [4, 6, 10, 3], [9, 5, 8, 15], [11, 7, 12, 14], [16, 17, 18, 19], [21, 23, 24, 22]]
27: [[1, 20, 2, 13], [4, 6, 10, 3], [9, 5, 8, 15], [11, 7, 12, 14], [16, 17, 18, 19], [21, 23, 24, 22]]
28: [[1, 20, 2, 13], [4, 6, 10, 3], [9, 5, 8, 15], [11, 7, 12, 14], [16, 17, 18, 19], [21, 23, 24, 22]]
29: [[1, 20, 2, 13], [4, 6, 10, 3], [9, 5, 8, 15], [11, 7, 12, 14], [16, 17, 18, 19], [21, 23, 24, 22]]
30: [[1, 20, 2, 13], [4, 6, 10, 3], [9, 5, 8, 15], [11, 7, 12, 14], [16, 17, 18, 19], [21, 23, 24, 22]]
31: [[1, 20, 2, 13], [4, 6, 10, 3], [9, 5, 8, 15], [11, 7, 12, 14], [16, 17, 18, 19], [21, 23, 24, 22]]
32: [[1, 20, 2, 13], [4, 6, 10, 3], [9, 5, 8, 15], [11, 7, 12, 14], [16, 17, 18, 19], [21, 23, 24, 22]]
