0: [[4, 5, 14, 6], [1, 8, 11, 3], [2, 10, 7, 9], [12, 13, 15, 16], [18, 17, 19, 20]]
1: [[4, 5, 14, 6], [1, 8, 11, 3], [2, 10, 7, 9], [12, 13, 15, 16], [18, 17, 19, 20]]
2: [[4, 5, 14, 6], [1, 8, 11, 3], [2, 10, 7, 9], [12, 13, 15, 16], [18, 17, 19, 20]]
3: [[4, 5, 14, 6], [1, 8, 11, 3], [2, 10, 7, 9], [12, 13, 15, 16], [18, 17, 19, 20]]
4: [[4, 5, 14, 6], [1, 8, 11, 3], [2, 10, 7, 9], [12, 13, 15, 16], [18, 17, 19, 20]]
5: [[4, 5, 14, 6], [1, 8, 11, 3], [2, 10, 7, 9], [12, 13, 15, 16], [18, 17, 19, 20]]
6: [[4, 5, 14, 6], [1, 8, 11, 3], [2, 10, 7, 9], [12, 13, 15, 16], [18, 17, 19, 20]]
7: [[4, 5, 14, 6], [1, 8, 11, 3], [2, 10, 7, 9], [12, 13, 15, 16], [18, 17, 19, 20]]
8: [[4, 5, 14, 6], [1, 8, 11, 3], [2, 10, 7, 9], [12, 13, 15, 16], [18, 17, 19, 20]]
9: [[4, 5, 14, 6], [1, 8, 11, 3], [2, 10, 7, 9], [12, 13, 15, 16], [18, 17, 19, 20]]
10: [[4, 5, 14, 6], [1, 8, 11, 3], [2, 10, 7, 9], [12, 13, 15, 16], [18, 17, 19, 20]]
11: [[4, 5, 14, 6], [1, 8, 11, 3], [2, 10, 7, 9], [12, 13, 15, 16], [18, 17, 19, 20]]
12: [[4, 5, 14, 6], [1, 8, 11, 3], [2, 10, 7, 9], [12, 13, 15, 16], [18, 17, 19, 20]]
13: [[4, 5, 14, 6], [1, 8, 11, 3], [2, 10, 7, 9], [12, 13, 15, 16], [18, 17, 19, 20]]
14: [[4, 5, 14, 6], [1, 8, 11, 3], [2, 10, 7, 9], [12, 13, 15, 16], [18, 17, 19, 20]]
15: [[4, 5, 14, 6], [1, 8, 11, 3], [2, 10, 7, 9], [12, 13, 15, 16], [18, 17, 19, 20]]
16: [[4, 5, 14, 6], [1, 8, 11, 3], [2, 10, 7, 9], [12, 13, 15, 16], [18, 17, 19, 20]]
17: [[4, 5, 14, 6], [1, 8, 11, 3], [2, 10, 7, 9], [12, 13, 15, 16], [18, 17, 19, 20]]
18: [[4, 5, 14, 6], [1, 8, 11, 3], [2, 10, 7, 9], [12, 13, 15, 16], [18, 17, 19, 20]]
19: [[4, 5, 14, 6], [1, 8, 11, 3], [2, 10, 7, 9], [12, 13, 15, 16], [18, 17, 19, 20]]
20: [[4, 5, 14, 6], [1, 8, 11, 3], [2, 10, 7, 9], [12, 13, 15, 16], [18, 17, 19, 20]]
21: [[4, 5, 14, 6], [1, 8, 11, 3], [2, 10, 7, 9], [12, 13, 15, 16], [18, 17, 19, 20]]
22: [[4, 5, 14, 6], [1, 8, 11, 3], [2, 10, 7, 9], [12, 13, 15, 16], [18, 17, 19, 20]]
23: [[4, 5, 14, 6], [1, 8, 11, 3], [2, 10, 7, 9], [12, 13, 15, 16], [18, 17, 19, 20]]
24: [[4, 5, 14, 6], [1, 8, 11, 3], [2, 10, 7, 9], [12, 13, 15, 16], [18, 17, 19, 20]]
25: [[4, 5, 14, 6], [1, 8, 11, 3], [2, 10, 7, 9], [12, 13, 15, 16], [18, 17, 19, 20]]
26: [[4, 5, 14, 6], [1, 8, 11, 3], [2, 10, 7, 9], [12, 13, 15, 16], [18, 17, 19, 20]]
27: [[4, 5, 14, 6], [1, 8, 11, 3], [2, 10, 7, 9], [12, 13, 15, 16], [18, 17, 19, 20]]
28: [[4, 5, 14, 6], [1, 8, 11, 3], [2, 10, 7, 9], [12, 13, 15, 16], [18, 17, 19, 20]]
29: [[4, 5, 14, 6], [1, 8, 11, 3], [2, 10, 7, 9], [12, 13, 15, 16], [18, 17, 19, 20]]
30: [[4, 5, 14, 6], [1, 8, 11, 3], [2, 10, 7, 9], [12, 13, 15, 16], [18, 17, 19, 20]]
31: [[4, 5, 14, 6], [1, 8, 11, 3], [2, 10, 7, 9], [12, 13, 15, 16], [18, 17, 19, 20]]
32: [[4, 5, 14, 6], [1, 8, 11, 3], [2, 10, 7, 9], [12, 13, 15, 16], [18, 17, 19, 20]]
33: [[4, 5, 14, 6], [1, 8, 11, 3], [2, 10, 7, 9], [12, 13, 15, 16], [18, 17, 19, 20]]
34: [[4, 5, 14, 6], [1, 8, 11, 3], [2, 10, 7, 9], [12, 13, 15, 16], [18, 17, 19, 20]]
35: [[4, 5, 14, 6], [1, 8, 11, 3], [2, 10, 7, 9], [12, 13, 15, 16], [18, 17, 19, 20]]
36: [[4, 5, 14, 6], [1, 8, 11, 3], [2, 10, 7, 9], [12, 13, 15, 16], [18, 17, 19, 20]]
37: [[4, 5, 14, 6], [1, 8, 11, 3], [2, 10, 7, 9], [12, 13, 15, 16], [18, 17, 19, 20]]
38: [[4, 5, 14, 6], [1, 8, 11, 3], [2, 10, 7, 9], [12, 13, 15, 16], [18, 17, 19, 20]]
39: [[4, 5, 14, 6], [1, 8, 11, 3], [2, 10, 7, 9], [12, 13, 15, 16], [18, 17, 19, 20]]
