It No., Best MQ, No clusters, max clus, min clus
1,2.46962982861807,15,11,3
2,2.3009928016776944,15,12,2
3,2.6145984520536327,29,7,1
4,2.1253852603877434,18,7,3
5,2.703972061159881,36,6,1
6,2.8165637240633967,21,14,1
7,2.4167319295648557,18,7,2
8,2.266376999323832,23,13,1
9,2.8608516679012927,22,6,3
10,3.260847169922843,33,4,1
11,3.0862965377800204,26,5,1
12,2.742621338259672,27,15,1
13,2.5967568679967834,18,14,2
14,2.8700375960350075,21,10,2
15,2.08144282071923,20,7,1
16,2.7685599521980415,19,22,1
17,2.8665895544693263,37,4,1
18,2.9755895743642053,22,8,2
19,2.341435620292376,13,19,2
20,2.2182007698741657,23,7,2
21,2.5585809234806027,37,6,1
22,2.6979877202630846,17,11,1
23,2.6818397831211693,16,12,2
24,2.5944824049231867,28,4,1
25,2.607018162825954,27,14,1
26,2.723913753148315,21,12,2
27,2.776614324787508,26,6,2
28,3.0385893831426,28,5,1
29,2.8010402503930973,21,13,2
30,2.8705689445680376,22,6,2
31,3.1558382343372964,27,11,1
