It No., Best MQ, No clusters, max clus, min clus
1,1.2916666666666667,3,7,2
2,1.4006349206349205,4,5,2
3,1.286111111111111,3,5,4
4,1.3172161172161172,3,5,4
5,1.3172161172161172,3,5,4
6,1.3010526315789472,3,5,4
7,1.4109730848861284,3,5,4
8,1.3607038123167154,4,5,2
9,1.2878787878787878,3,5,4
10,1.3109730848861285,3,5,4
11,1.4109730848861282,3,5,4
12,1.2682186234817814,4,4,3
13,1.3650793650793651,5,4,1
14,1.4109730848861284,3,5,4
15,1.349206349206349,3,5,4
16,1.4006349206349205,3,5,4
17,1.289782608695652,3,5,4
18,1.4608585858585859,4,5,2
19,1.4583333333333333,4,5,2
20,1.3172161172161172,3,5,4
21,1.4006349206349205,3,5,4
22,1.3083333333333331,3,6,3
23,1.3010526315789472,3,5,4
24,1.3109730848861285,3,5,4
25,1.4006349206349205,3,5,4
26,1.3109730848861285,3,5,4
27,1.4583333333333333,4,5,2
28,1.3172161172161172,3,5,4
29,1.349206349206349,3,5,4
30,1.3327561327561326,5,4,2
31,1.244871794871795,3,6,2
