0: [[7, 11, 6, 8], [3, 1, 5, 4], [12, 13, 9, 10, 2]]
1: [[7, 11, 6, 8], [3, 1, 5, 4], [12, 13, 9, 10, 2]]
2: [[7, 11, 6, 8], [3, 1, 5, 4], [12, 13, 9, 10, 2]]
3: [[7, 11, 6, 8], [3, 1, 5, 4], [12, 13, 9, 10, 2]]
4: [[7, 11, 6, 8], [3, 1, 5, 4], [12, 13, 9, 10, 2]]
5: [[7, 11, 6, 8], [3, 1, 5, 4], [12, 13, 9, 10, 2]]
6: [[7, 11, 6, 8], [3, 1, 5, 4], [12, 13, 9, 10, 2]]
7: [[7, 11, 6, 8], [3, 1, 5, 4], [12, 13, 9, 10, 2]]
8: [[7, 11, 6, 8], [3, 1, 5, 4], [12, 13, 9, 10, 2]]
9: [[7, 11, 6, 8], [3, 1, 5, 4], [12, 13, 9, 10, 2]]
10: [[7, 11, 6, 8], [3, 1, 5, 4], [12, 13, 9, 10, 2]]
11: [[7, 11, 6, 8], [3, 1, 5, 4], [12, 13, 9, 10, 2]]
12: [[7, 11, 6, 8], [3, 1, 5, 4], [12, 13, 9, 10, 2]]
13: [[7, 11, 6, 8], [3, 1, 5, 4], [12, 13, 9, 10, 2]]
14: [[7, 11, 6, 8], [3, 1, 5, 4], [12, 13, 9, 10, 2]]
15: [[7, 11, 6, 8], [3, 1, 5, 4], [12, 13, 9, 10, 2]]
16: [[7, 11, 6, 8], [3, 1, 5, 4], [12, 13, 9, 10, 2]]
17: [[7, 11, 6, 8], [3, 1, 5, 4], [12, 13, 9, 10, 2]]
18: [[7, 11, 6, 8], [3, 1, 5, 4], [12, 13, 9, 10, 2]]
19: [[7, 11, 6, 8], [3, 1, 5, 4], [12, 13, 9, 10, 2]]
20: [[7, 11, 6, 8], [3, 1, 5, 4], [12, 13, 9, 10, 2]]
21: [[7, 11, 6, 8], [3, 1, 5, 4], [12, 13, 9, 10, 2]]
22: [[7, 11, 6, 8], [3, 1, 5, 4], [12, 13, 9, 10, 2]]
23: [[7, 11, 6, 8], [3, 1, 5, 4], [12, 13, 9, 10, 2]]
24: [[7, 11, 6, 8], [3, 1, 5, 4], [12, 13, 9, 10, 2]]
25: [[7, 11, 6, 8], [3, 1, 5, 4], [12, 13, 9, 10, 2]]
26: [[7, 11, 6, 8], [3, 1, 5, 4], [12, 13, 9, 10, 2]]
27: [[7, 11, 6, 8], [3, 1, 5, 4], [12, 13, 9, 10, 2]]
