0: [[6, 7, 8, 11, 12], [5, 3, 1, 4], [2, 10, 13, 9]]
1: [[6, 7, 8, 11, 12], [5, 3, 1, 4], [2, 10, 13, 9]]
2: [[6, 7, 8, 11, 12], [5, 3, 1, 4], [2, 10, 13, 9]]
3: [[6, 7, 8, 11, 12], [5, 3, 1, 4], [2, 10, 13, 9]]
4: [[6, 7, 8, 11, 12], [5, 3, 1, 4], [2, 10, 13, 9]]
5: [[6, 7, 8, 11, 12], [5, 3, 1, 4], [2, 10, 13, 9]]
6: [[6, 7, 8, 11, 12], [5, 3, 1, 4], [2, 10, 13, 9]]
7: [[6, 7, 8, 11, 12], [5, 3, 1, 4], [2, 10, 13, 9]]
8: [[6, 7, 8, 11, 12], [5, 3, 1, 4], [2, 10, 13, 9]]
9: [[6, 7, 8, 11, 12], [5, 3, 1, 4], [2, 10, 13, 9]]
10: [[6, 7, 8, 11, 12], [5, 3, 1, 4], [2, 10, 13, 9]]
11: [[6, 7, 8, 11, 12], [5, 3, 1, 4], [2, 10, 13, 9]]
12: [[6, 7, 8, 11, 12], [5, 3, 1, 4], [2, 10, 13, 9]]
13: [[6, 7, 8, 11, 12], [5, 3, 1, 4], [2, 10, 13, 9]]
14: [[6, 7, 8, 11, 12], [5, 3, 1, 4], [2, 10, 13, 9]]
15: [[6, 7, 8, 11, 12], [5, 3, 1, 4], [2, 10, 13, 9]]
16: [[6, 7, 8, 11, 12], [5, 3, 1, 4], [2, 10, 13, 9]]
17: [[6, 7, 8, 11, 12], [5, 3, 1, 4], [2, 10, 13, 9]]
18: [[6, 7, 8, 11, 12], [5, 3, 1, 4], [2, 10, 13, 9]]
19: [[6, 7, 8, 11, 12], [5, 3, 1, 4], [2, 10, 13, 9]]
20: [[6, 7, 8, 11, 12], [5, 3, 1, 4], [2, 10, 13, 9]]
21: [[6, 7, 8, 11, 12], [5, 3, 1, 4], [2, 10, 13, 9]]
22: [[6, 7, 8, 11, 12], [5, 3, 1, 4], [2, 10, 13, 9]]
23: [[6, 7, 8, 11, 12], [5, 3, 1, 4], [2, 10, 13, 9]]
24: [[6, 7, 8, 11, 12], [5, 3, 1, 4], [2, 10, 13, 9]]
25: [[6, 7, 8, 11], [12, 5, 3, 1, 4], [2, 10, 13, 9]]
