0: [[3, 5, 1], [12, 13, 2, 7], [6, 11, 9], [8, 10, 4]]
1: [[3, 5, 1], [12, 13, 2, 7], [6, 11, 9], [8, 10, 4]]
2: [[3, 5, 1], [12, 13, 2, 7], [6, 11, 9], [8, 10, 4]]
3: [[3, 5, 1], [12, 13, 2, 7], [6, 11, 9], [8, 10, 4]]
4: [[3, 5, 1], [12, 13, 2, 7], [6, 11, 9], [8, 10, 4]]
5: [[3, 5, 1], [12, 13, 2, 7], [6, 11, 9], [8, 10, 4]]
6: [[3, 5, 1], [12, 13, 2, 7], [6, 11, 9], [8, 10, 4]]
7: [[3, 5, 1], [12, 13, 2, 7], [6, 11, 9], [8, 10, 4]]
8: [[3, 5, 1], [12, 13, 2, 7], [6, 11, 9], [8, 10, 4]]
9: [[3, 5, 1], [12, 13, 2, 7], [6, 11, 9], [8, 10, 4]]
10: [[3, 5, 1], [12, 13, 2, 7], [6, 11, 9], [8, 10, 4]]
11: [[3, 5, 1], [12, 13, 2, 7], [6, 11, 9], [8, 10, 4]]
12: [[3, 5, 1], [12, 13, 2, 7], [6, 11, 9], [8, 10, 4]]
13: [[3, 5, 1], [12, 13, 2, 7], [6, 11, 9], [8, 10, 4]]
14: [[3, 5, 1], [12, 13, 2, 7], [6, 11, 9], [8, 10, 4]]
15: [[3, 5, 1], [12, 13, 2, 7], [6, 11, 9], [8, 10, 4]]
16: [[3, 5, 1], [12, 13, 2, 7], [6, 11, 9], [8, 10, 4]]
17: [[3, 5, 1], [12, 13, 2, 7], [6, 11, 9], [8, 10, 4]]
18: [[3, 5, 1], [12, 13, 2, 7], [6, 11, 9], [8, 10, 4]]
19: [[3, 5, 1], [12, 13, 2, 7], [6, 11, 9], [8, 10, 4]]
20: [[3, 5, 1], [12, 13, 2, 7], [6, 11, 9], [8, 10, 4]]
21: [[3, 5, 1], [12, 13, 2, 7], [6, 11, 9], [8, 10, 4]]
22: [[3, 5, 1], [12, 13, 2, 7], [6, 11, 9], [8, 10, 4]]
23: [[3, 5, 1], [12, 13, 2, 7], [6, 11, 9], [8, 10, 4]]
24: [[3, 5, 1], [12, 13, 2, 7], [6, 11, 9], [8, 10, 4]]
25: [[3, 5, 1], [12, 13, 2, 7], [6, 11, 9], [8, 10, 4]]
26: [[3, 5, 1], [12, 13, 2, 7], [6, 11, 9], [8, 10, 4]]
27: [[3, 5, 1], [12, 13, 2, 7], [6, 11, 9], [8, 10, 4]]
