0: [[18, 19, 9, 5, 6, 1, 2], [14, 3, 8, 4, 13, 11, 12], [10, 7, 28, 16, 17, 24, 23, 22], [21, 26, 15, 20, 27, 25, 29]]
1: [[18, 19, 9, 5, 6, 1, 2], [14, 3, 8, 4, 13, 11, 12], [10, 7, 28, 16, 17, 24, 23, 22], [21, 26, 15, 20, 27, 25, 29]]
2: [[18, 19, 9, 5, 6, 1, 2], [14, 3, 8, 4, 13, 11, 12], [10, 7, 28, 16, 17, 24, 23, 22], [21, 26, 15, 20, 27, 25, 29]]
3: [[18, 19, 9, 5, 6, 1, 2], [14, 3, 8, 4, 12, 11, 13], [10, 7, 28, 16, 17, 24, 23, 22], [21, 26, 15, 20, 27, 25, 29]]
4: [[18, 19, 9, 5, 6, 1, 2], [14, 3, 8, 4, 13, 11, 12], [10, 7, 28, 16, 17, 24, 23, 22], [21, 26, 15, 20, 27, 25, 29]]
5: [[18, 19, 9, 5, 6, 1, 2], [14, 3, 8, 4, 13, 11, 12], [10, 7, 28, 16, 17, 24, 23, 22], [21, 26, 15, 20, 27, 25, 29]]
6: [[18, 19, 9, 5, 6, 1, 2], [14, 3, 8, 4, 13, 11, 12], [10, 7, 28, 16, 17, 24, 23, 22], [21, 26, 15, 20, 27, 25, 29]]
7: [[18, 19, 9, 5, 6, 1, 2], [14, 3, 8, 4, 13, 11, 12], [10, 7, 28, 16, 17, 24, 23, 22], [21, 26, 15, 20, 27, 25, 29]]
8: [[18, 19, 9, 5, 6, 1, 2], [14, 3, 8, 4, 13, 11, 12], [10, 7, 28, 16, 17, 24, 23, 22], [21, 26, 15, 20, 27, 25, 29]]
9: [[18, 19, 9, 5, 6, 1, 2], [14, 3, 8, 4, 12, 11, 13], [10, 7, 28, 16, 17, 24, 23, 22], [21, 26, 15, 20, 27, 25, 29]]
10: [[18, 19, 9, 5, 6, 1, 2], [14, 3, 8, 4, 13, 11, 12], [10, 7, 28, 16, 17, 24, 23, 22], [21, 26, 15, 20, 27, 25, 29]]
11: [[18, 19, 9, 5, 6, 1, 2], [14, 3, 8, 4, 12, 11, 13], [10, 7, 28, 16, 17, 24, 23, 22], [21, 26, 15, 20, 27, 25, 29]]
12: [[18, 19, 9, 5, 6, 1, 2], [14, 3, 8, 4, 13, 11, 12], [10, 7, 28, 16, 17, 24, 23, 22], [21, 26, 15, 20, 27, 25, 29]]
13: [[18, 19, 9, 5, 6, 1, 2], [14, 3, 8, 4, 12, 11, 13], [10, 7, 28, 16, 17, 24, 23, 22], [21, 26, 15, 20, 27, 25, 29]]
14: [[18, 19, 9, 5, 6, 1, 2], [14, 3, 8, 4, 12, 11, 13], [10, 7, 28, 16, 17, 24, 23, 22], [21, 26, 15, 20, 27, 25, 29]]
15: [[18, 19, 9, 5, 6, 1, 2], [14, 3, 8, 4, 13, 11, 12], [10, 7, 28, 16, 17, 24, 23, 22], [21, 26, 15, 20, 27, 25, 29]]
16: [[18, 19, 9, 5, 6, 1, 2], [14, 3, 8, 4, 13, 11, 12], [10, 7, 28, 16, 17, 24, 23, 22], [21, 26, 15, 20, 27, 25, 29]]
17: [[18, 19, 9, 5, 6, 1, 2], [14, 3, 8, 4, 12, 11, 13], [10, 7, 28, 16, 17, 24, 23, 22], [21, 26, 15, 20, 27, 25, 29]]
18: [[18, 19, 9, 5, 6, 1, 2], [14, 3, 8, 4, 12, 11, 13], [10, 7, 28, 16, 17, 24, 23, 22], [21, 26, 15, 20, 27, 25, 29]]
19: [[18, 19, 9, 5, 6, 1, 2], [14, 3, 8, 4, 13, 11, 12], [10, 7, 28, 16, 17, 24, 23, 22], [21, 26, 15, 20, 27, 25, 29]]
20: [[18, 19, 9, 5, 6, 1, 2], [14, 3, 8, 4, 12, 11, 13], [10, 7, 28, 16, 17, 24, 23, 22], [21, 26, 15, 20, 27, 25, 29]]
21: [[18, 19, 9, 5, 6, 1, 2], [3, 8, 4, 13, 11, 12, 14], [7, 28, 16, 17, 24, 23, 22, 10], [21, 26, 15, 20, 27, 25, 29]]
22: [[18, 19, 9, 5, 6, 1, 2], [14, 3, 8, 4, 13, 11, 12], [10, 7, 28, 16, 17, 24, 23, 22], [21, 26, 15, 20, 27, 25, 29]]
23: [[18, 19, 9, 5, 6, 1, 2], [14, 3, 8, 4, 13, 11, 12], [10, 7, 28, 16, 17, 24, 23, 22], [21, 26, 15, 20, 27, 25, 29]]
24: [[18, 19, 9, 5, 6, 1, 2], [14, 3, 8, 4, 13, 11, 12], [10, 7, 28, 16, 17, 24, 23, 22], [21, 26, 15, 20, 27, 25, 29]]
25: [[18, 19, 9, 5, 6, 1, 2], [14, 3, 8, 4, 13, 11, 12], [10, 7, 28, 16, 17, 24, 23, 22], [21, 26, 15, 20, 27, 25, 29]]
26: [[18, 19, 9, 5, 6, 1, 2], [14, 3, 8, 4, 13, 11, 12], [10, 7, 28, 16, 17, 24, 23, 22], [21, 26, 15, 20, 27, 25, 29]]
27: [[18, 19, 9, 5, 6, 1, 2], [14, 3, 8, 4, 13, 11, 12], [10, 7, 28, 16, 17, 24, 23, 22], [21, 26, 15, 20, 27, 25, 29]]
28: [[18, 19, 9, 5, 6, 1, 2], [14, 3, 8, 4, 13, 11, 12], [10, 7, 28, 16, 17, 24, 23, 22], [21, 26, 15, 20, 27, 25, 29]]
29: [[18, 19, 9, 5, 6, 1, 2], [14, 3, 8, 4, 13, 11, 12], [10, 7, 28, 16, 17, 24, 23, 22], [21, 26, 15, 20, 27, 25, 29]]
30: [[18, 19, 9, 5, 6, 1, 2], [14, 3, 8, 4, 13, 11, 12], [10, 7, 28, 16, 17, 24, 23, 22], [21, 26, 15, 20, 27, 25, 29]]
31: [[18, 19, 9, 5, 6, 1, 2], [14, 3, 8, 4, 13, 11, 12], [10, 7, 28, 16, 17, 24, 23, 22], [21, 26, 15, 20, 27, 25, 29]]
32: [[18, 19, 9, 5, 6, 1, 2], [3, 11, 8, 4, 10, 13, 12], [14, 7, 16, 24, 17, 22, 23, 28], [21, 26, 15, 20, 27, 25, 29]]
33: [[18, 19, 9, 5, 6, 1, 2, 14], [3, 8, 4, 13, 11, 12, 10], [7, 28, 16, 17, 24, 23, 22], [21, 26, 15, 20, 27, 25, 29]]
34: [[18, 19, 9, 5, 6, 1, 2, 14], [3, 8, 4, 13, 11, 12, 10], [7, 28, 16, 17, 24, 23, 22], [21, 26, 15, 20, 27, 25, 29]]
35: [[18, 19, 9, 5, 6, 1, 2, 14], [3, 8, 4, 13, 11, 12, 10], [7, 28, 16, 17, 24, 23, 22], [21, 26, 15, 20, 27, 25, 29]]
36: [[18, 19, 9, 5, 6, 1, 2, 14], [3, 8, 4, 13, 11, 12, 10], [7, 28, 16, 17, 24, 23, 22], [21, 26, 15, 20, 27, 25, 29]]
37: [[18, 19, 9, 5, 6, 1, 2, 14], [3, 8, 4, 12, 11, 13, 10], [7, 28, 16, 17, 24, 23, 22], [21, 26, 15, 20, 27, 25, 29]]
38: [[18, 19, 9, 5, 6, 1, 2, 14], [3, 8, 4, 13, 11, 12, 10], [7, 28, 16, 17, 24, 23, 22], [21, 26, 15, 20, 27, 25, 29]]
39: [[18, 19, 9, 5, 6, 1, 2, 14], [3, 8, 4, 13, 11, 12, 10], [7, 28, 16, 17, 24, 23, 22], [21, 26, 15, 20, 27, 25, 29]]
40: [[18, 19, 9, 5, 6, 1, 2, 14], [3, 8, 4, 13, 11, 12, 10], [7, 28, 16, 17, 24, 23, 22], [21, 26, 15, 20, 27, 25, 29]]
41: [[18, 19, 9, 5, 6, 1, 2, 14], [3, 8, 4, 13, 11, 12, 10], [7, 28, 16, 17, 24, 23, 22], [21, 26, 15, 20, 27, 25, 29]]
42: [[18, 19, 9, 5, 6, 1, 2, 14], [3, 8, 4, 13, 11, 12, 10], [7, 28, 16, 17, 24, 23, 22], [21, 26, 15, 20, 27, 25, 29]]
43: [[18, 19, 9, 5, 6, 1, 2, 14], [3, 8, 4, 13, 11, 12, 10], [7, 28, 16, 17, 24, 23, 22], [21, 26, 15, 20, 27, 25, 29]]
44: [[18, 19, 9, 5, 6, 1, 2, 14], [3, 8, 4, 13, 11, 12, 10], [7, 28, 16, 17, 24, 23, 22], [21, 26, 15, 20, 27, 25, 29]]
45: [[18, 19, 9, 5, 6, 1, 2, 14], [3, 8, 4, 13, 11, 12, 10], [7, 28, 16, 17, 24, 23, 22], [21, 26, 15, 20, 27, 25, 29]]
46: [[18, 19, 9, 5, 6, 1, 2, 14], [3, 8, 4, 13, 10, 12, 11], [7, 28, 16, 17, 24, 23, 22], [21, 26, 15, 20, 27, 25, 29]]
47: [[18, 19, 9, 5, 6, 1, 2, 14], [3, 8, 4, 13, 11, 12, 10], [7, 28, 16, 17, 24, 23, 22], [21, 26, 15, 20, 27, 25, 29]]
48: [[18, 19, 9, 5, 6, 1, 2, 10], [11, 3, 4, 7, 8, 14, 12], [13, 28, 17, 16, 23, 22, 24], [21, 26, 15, 20, 27, 25, 29]]
49: [[18, 19, 9, 5, 6, 1, 2, 8], [3, 12, 4, 13, 10, 14, 11], [7, 28, 16, 17, 22, 24, 23], [21, 26, 15, 20, 27, 25, 29]]
50: [[18, 19, 9, 5, 6, 1, 2], [3, 8, 4, 15, 11, 12, 14], [7, 28, 16, 17, 24, 23, 22, 10], [21, 26, 13, 20, 27, 25, 29]]
51: [[18, 19, 9, 5, 6, 1, 2], [4, 10, 8, 7, 12, 11, 14], [3, 13, 24, 16, 17, 23, 22, 28], [21, 26, 15, 20, 27, 25, 29]]
52: [[18, 19, 9, 5, 6, 1, 2, 3], [8, 4, 15, 11, 12, 14, 7], [28, 16, 17, 24, 23, 22, 10], [21, 26, 13, 20, 27, 25, 29]]
53: [[18, 19, 9, 5, 6, 1, 2], [3, 8, 4, 7, 15, 12, 14, 11], [13, 16, 17, 23, 26, 22, 10], [21, 24, 28, 20, 27, 25, 29]]
54: [[18, 19, 9, 5, 6, 1, 2], [3, 8, 4, 13, 11, 12, 14], [7, 16, 28, 17, 22, 21, 23, 10], [24, 26, 15, 20, 27, 25, 29]]
55: [[18, 19, 9, 5, 6, 1, 2], [3, 7, 4, 8, 13, 10, 11, 14], [22, 24, 16, 25, 29, 12, 17], [21, 26, 15, 20, 27, 23, 28]]
56: [[18, 19, 9, 5, 6, 1, 2, 3], [11, 12, 13, 7, 8, 10, 14], [4, 16, 17, 24, 20, 22, 23], [21, 26, 15, 28, 27, 25, 29]]
57: [[18, 19, 9, 5, 6, 1, 2], [15, 3, 12, 4, 13, 7, 8], [10, 11, 28, 17, 25, 20, 14, 23], [21, 26, 16, 22, 27, 24, 29]]
58: [[18, 19, 9, 5, 6, 1, 2], [7, 3, 4, 13, 11, 8, 14], [10, 29, 20, 17, 25, 12, 22, 26], [21, 16, 15, 23, 27, 24, 28]]
59: [[18, 19, 9, 5, 6, 1, 2], [3, 10, 12, 4, 15, 7, 14], [8, 11, 20, 17, 25, 13, 23, 16], [21, 26, 22, 24, 27, 28, 29]]
