0: [[13, 12, 7], [6, 8], [5, 1, 3], [10, 2, 4], [11, 9]]
1: [[13, 12, 7], [6, 8], [5, 1, 3], [10, 2, 4], [11, 9]]
2: [[13, 12, 7], [6, 8], [5, 1, 3], [10, 2, 4], [11, 9]]
3: [[13, 12, 7], [6, 8], [5, 1, 3], [10, 2, 4], [11, 9]]
4: [[13, 12, 7], [6, 8], [5, 1, 3], [10, 2, 4], [11, 9]]
5: [[13, 12, 7], [6, 8], [5, 1, 3], [10, 2, 4], [11, 9]]
6: [[13, 12, 7], [6, 8], [5, 1, 3], [10, 2, 4], [11, 9]]
7: [[13, 12, 7], [6, 8], [5, 1, 3], [10, 2, 4], [11, 9]]
8: [[13, 12, 7], [6, 8], [5, 1, 3], [10, 2, 4], [11, 9]]
9: [[13, 12, 7], [6, 8], [5, 1, 3], [10, 2, 4], [11, 9]]
10: [[13, 12, 7], [6, 8], [5, 1, 3], [10, 2, 4], [11, 9]]
11: [[13, 12, 7], [6, 8], [5, 1, 3], [10, 2, 4], [11, 9]]
12: [[13, 12, 7], [6, 8], [5, 1, 3], [10, 2, 4], [11, 9]]
13: [[13, 12, 7], [6, 8], [5, 1, 3], [10, 2, 4], [11, 9]]
14: [[13, 12, 7], [6, 8], [5, 1, 3], [10, 2, 4], [11, 9]]
15: [[13, 12, 7], [6, 8], [5, 1, 3], [10, 2, 4], [11, 9]]
16: [[13, 12, 7], [6, 8], [5, 1, 3], [10, 2, 4], [11, 9]]
17: [[13, 12, 7], [6, 8], [5, 1, 3], [10, 2, 4], [11, 9]]
18: [[13, 12, 7], [6, 8], [5, 1, 3], [10, 2, 4], [11, 9]]
19: [[13, 12, 7], [6, 8], [5, 1, 3], [10, 2, 4], [11, 9]]
20: [[13, 12, 7], [6, 8], [5, 1, 3], [10, 2, 4], [11, 9]]
21: [[13, 12, 7], [6, 8, 5], [1, 3], [10, 2, 4], [11, 9]]
22: [[13, 12, 7], [6, 8, 5], [1, 3], [10, 2, 4], [11, 9]]
23: [[13, 12, 7], [6, 8, 5], [1, 3], [10, 2, 4], [11, 9]]
24: [[13, 12, 7], [6, 8, 5], [1, 3], [10, 2, 4], [11, 9]]
25: [[13, 12, 7], [6, 8, 5], [1, 3], [10, 2, 4], [11, 9]]
26: [[13, 12, 7], [6, 8, 5], [1, 3], [10, 2, 4], [11, 9]]
27: [[13, 12, 7], [6, 8, 5], [1, 3], [10, 2, 4], [11, 9]]
