It No., Best MQ, No clusters, max clus, min clus
1,2.084090909090909,7,4,1
2,2.119235836627141,5,7,2
3,2.0699685934980057,7,4,2
4,2.1413482652613087,7,4,2
5,2.17244494635799,6,4,2
6,2.0540636544472863,5,6,2
7,2.1191260430390866,6,6,2
8,2.0254148629148627,6,5,2
9,2.1210715854194113,7,4,2
10,2.241077441077441,6,5,2
11,2.0787878787878786,7,4,2
12,2.080237154150198,5,6,3
13,2.080237154150198,5,6,3
14,2.0621212121212125,6,6,2
15,2.2188735177865615,6,4,2
16,1.9783910533910534,7,4,2
17,2.0319604715889543,6,6,2
18,2.0866225277989985,7,4,2
19,2.135792709705753,5,5,3
20,1.9729461994908217,6,4,2
21,2.105599472990777,5,7,2
22,2.0494873484003917,6,5,2
23,1.8315192054322487,5,6,2
24,2.0880192906508697,8,4,2
25,2.20776240667545,6,4,3
26,2.0085599585599585,7,4,2
27,1.9992557150451886,6,4,3
28,2.226449275362319,7,4,2
29,2.064522868435912,6,4,2
30,2.007070707070707,6,5,2
31,2.115289725903537,7,4,2
