0: [[7, 5, 1, 8, 6, 10, 2], [13, 3, 4, 9, 11, 12, 14], [15, 20, 18, 16, 19, 17]]
1: [[7, 5, 1, 8, 6, 10, 2], [13, 3, 4, 9, 11, 12, 14], [15, 20, 18, 16, 19, 17]]
2: [[7, 5, 1, 8, 6, 10, 2], [13, 3, 4, 9, 11, 12, 14], [15, 20, 18, 16, 19, 17]]
3: [[7, 5, 1, 8, 6, 10, 2], [13, 3, 4, 9, 11, 12, 14], [15, 20, 18, 16, 19, 17]]
4: [[7, 5, 1, 8, 6, 10, 2], [13, 3, 4, 9, 11, 12, 14], [15, 20, 18, 16, 19, 17]]
5: [[7, 5, 1, 8, 6, 10, 2], [13, 3, 4, 9, 11, 12, 14], [15, 20, 18, 16, 19, 17]]
6: [[7, 5, 1, 8, 6, 10, 2], [13, 3, 4, 9, 11, 12, 14], [15, 20, 18, 16, 19, 17]]
7: [[7, 5, 1, 8, 6, 10, 2], [13, 3, 4, 9, 11, 12, 14], [15, 20, 18, 16, 19, 17]]
8: [[7, 5, 1, 8, 6, 10, 2], [13, 3, 4, 9, 11, 12, 14], [15, 20, 18, 16, 19, 17]]
9: [[7, 5, 1, 8, 6, 10, 2], [13, 3, 4, 9, 11, 12, 14], [15, 20, 18, 16, 19, 17]]
10: [[7, 5, 1, 8, 6, 10, 2], [13, 3, 4, 9, 11, 12, 14], [15, 20, 18, 16, 19, 17]]
11: [[7, 5, 1, 8, 6, 10, 2], [13, 3, 4, 9, 11, 12, 14], [15, 20, 18, 16, 19, 17]]
12: [[7, 5, 1, 8, 6, 10, 2], [13, 3, 4, 9, 11, 12, 14], [15, 20, 18, 16, 19, 17]]
13: [[7, 5, 1, 8, 6, 10, 2], [13, 3, 4, 9, 11, 12, 14], [15, 20, 18, 16, 19, 17]]
14: [[7, 5, 1, 8, 6, 10, 2], [13, 3, 4, 9, 11, 12, 14], [15, 20, 18, 16, 19, 17]]
15: [[7, 5, 1, 8, 6, 10, 2], [13, 3, 4, 9, 11, 12, 14], [15, 20, 18, 16, 19, 17]]
16: [[7, 5, 1, 8, 6, 10, 2], [13, 3, 4, 9, 11, 12, 14], [15, 20, 18, 16, 19, 17]]
17: [[7, 5, 1, 8, 6, 10, 2], [13, 3, 4, 9, 11, 12, 14], [15, 20, 18, 16, 19, 17]]
18: [[7, 5, 1, 8, 6, 10, 2], [13, 3, 4, 9, 11, 12, 14], [15, 20, 18, 16, 19, 17]]
19: [[7, 5, 1, 8, 6, 10, 2], [13, 3, 4, 9, 11, 12, 14], [15, 20, 18, 16, 19, 17]]
20: [[7, 5, 1, 8, 6, 10, 2], [13, 3, 4, 9, 11, 12, 14], [15, 20, 18, 16, 19, 17]]
21: [[7, 5, 1, 8, 6, 10, 2], [13, 3, 4, 9, 11, 12, 14], [15, 20, 18, 16, 19, 17]]
22: [[7, 5, 1, 8, 6, 10, 2], [13, 3, 4, 9, 11, 12, 14], [15, 20, 18, 16, 19, 17]]
23: [[7, 5, 1, 8, 6, 10, 2], [13, 3, 4, 9, 11, 12, 14], [15, 20, 18, 16, 19, 17]]
24: [[7, 5, 1, 8, 6, 10, 2], [13, 3, 4, 9, 11, 12, 14], [15, 20, 18, 16, 19, 17]]
25: [[7, 5, 1, 8, 6, 10, 2], [13, 3, 4, 9, 11, 12, 14], [15, 20, 18, 16, 19, 17]]
26: [[7, 5, 1, 8, 6, 10, 2], [13, 3, 4, 9, 11, 12, 14], [15, 20, 18, 16, 19, 17]]
27: [[7, 5, 1, 8, 6, 10, 2], [13, 3, 4, 9, 11, 12, 14], [15, 20, 18, 16, 19, 17]]
28: [[7, 5, 1, 8, 6, 10, 2], [13, 3, 4, 9, 11, 12, 14], [15, 20, 18, 16, 19, 17]]
29: [[7, 5, 1, 8, 6, 10, 2], [13, 3, 4, 9, 11, 12, 14], [15, 20, 18, 16, 19, 17]]
30: [[7, 5, 1, 8, 6, 10, 2], [13, 3, 4, 9, 11, 12, 14], [15, 20, 18, 16, 19, 17]]
31: [[7, 5, 1, 8, 6, 10, 2], [13, 3, 4, 9, 11, 12, 14], [15, 20, 18, 16, 19, 17]]
32: [[7, 5, 1, 8, 6, 10, 2], [13, 3, 4, 9, 11, 12, 14], [15, 20, 18, 16, 19, 17]]
33: [[7, 5, 1, 8, 6, 10, 2], [13, 3, 4, 9, 11, 12, 14], [15, 20, 18, 16, 19, 17]]
34: [[7, 5, 1, 8, 6, 10, 2], [13, 3, 4, 9, 11, 12, 14], [15, 20, 18, 16, 19, 17]]
35: [[7, 5, 1, 8, 6, 10, 2], [13, 3, 4, 9, 11, 12, 14], [15, 20, 18, 16, 19, 17]]
36: [[7, 5, 1, 8, 6, 10, 2], [13, 3, 4, 9, 11, 12, 14], [15, 20, 18, 16, 19, 17]]
37: [[7, 5, 1, 8, 6, 10, 2], [13, 3, 4, 9, 11, 12, 14], [15, 20, 18, 16, 19, 17]]
38: [[7, 5, 1, 8, 6, 10, 2], [13, 3, 4, 9, 11, 12, 14], [15, 20, 18, 16, 19, 17]]
39: [[7, 5, 1, 8, 6, 10, 2], [13, 3, 4, 9, 11, 12, 14], [15, 20, 18, 16, 19, 17]]
