0: [[5, 4, 3, 1, 2], [9, 11, 6, 8], [7, 13, 10, 12]]
1: [[5, 4, 3, 1, 2], [9, 11, 6, 8], [7, 13, 10, 12]]
2: [[5, 4, 3, 1, 2], [9, 11, 6, 8], [7, 13, 10, 12]]
3: [[5, 4, 3, 1, 2], [9, 11, 6, 8], [7, 13, 10, 12]]
4: [[5, 4, 3, 1, 2], [9, 11, 6, 8], [7, 13, 10, 12]]
5: [[5, 4, 3, 1, 2], [9, 11, 6, 8], [7, 13, 10, 12]]
6: [[5, 4, 3, 1, 2], [9, 11, 6, 8], [7, 13, 10, 12]]
7: [[5, 4, 3, 1, 2], [9, 11, 6, 8], [7, 13, 10, 12]]
8: [[5, 4, 3, 1, 2], [9, 11, 6, 8], [7, 13, 10, 12]]
9: [[5, 4, 3, 1, 2], [9, 11, 6, 8], [7, 13, 10, 12]]
10: [[5, 4, 3, 1], [2, 9, 11, 6, 8], [7, 13, 10, 12]]
11: [[5, 4, 3, 1], [2, 9, 11, 6, 8], [7, 13, 10, 12]]
12: [[5, 4, 3, 1], [2, 9, 11, 6, 8], [7, 13, 10, 12]]
13: [[5, 4, 3, 1], [2, 9, 11, 6, 8], [7, 13, 10, 12]]
14: [[5, 4, 3, 1, 2, 9], [11, 6, 8], [7, 13, 10, 12]]
15: [[5, 4, 3, 1, 2, 9], [11, 6, 8], [7, 13, 10, 12]]
16: [[5, 4, 3, 1, 2, 9], [11, 6, 8], [7, 13, 10, 12]]
17: [[5, 4, 3, 1, 2, 9], [11, 6, 8], [7, 13, 10, 12]]
18: [[5, 4, 3, 1, 2], [9, 11, 6], [8, 7, 13, 10, 12]]
19: [[5, 4, 3, 1, 2], [9, 11, 6], [8, 7, 13, 10, 12]]
20: [[5, 4, 3, 1, 2], [9, 11, 6], [8, 7, 13, 10, 12]]
21: [[5, 4, 3, 1, 2], [9, 11, 6], [8, 7, 13, 10, 12]]
22: [[5, 4, 3, 1, 2], [9, 11, 6], [8, 7, 13, 10, 12]]
23: [[5, 4, 3, 1], [2, 9, 11, 6], [8, 7, 13, 10, 12]]
24: [[5, 4, 3, 1], [2, 9, 11, 6], [8, 7, 13, 10, 12]]
25: [[5, 4, 3], [1, 2, 9, 11, 6, 8], [7, 13, 10, 12]]
26: [[5, 4, 3, 1, 2, 9], [11, 6], [8, 7, 13, 10, 12]]
27: [[5, 4, 3, 1, 2, 9], [11, 6, 8, 7], [13, 10, 12]]
