0: [[8, 4, 6, 9, 11], [2, 1, 3, 5], [13, 7, 12, 10]]
1: [[8, 4, 6, 9, 11], [2, 1, 3, 5], [13, 7, 12, 10]]
2: [[8, 4, 6, 9, 11], [2, 1, 3, 5], [13, 7, 12, 10]]
3: [[8, 4, 6, 9, 11], [2, 1, 3, 5], [13, 7, 12, 10]]
4: [[8, 4, 6, 9, 11], [2, 1, 3, 5], [13, 7, 12, 10]]
5: [[8, 4, 6, 9, 11], [2, 1, 3, 5], [13, 7, 12, 10]]
6: [[8, 4, 6, 9, 11], [2, 1, 3, 5], [13, 7, 12, 10]]
7: [[8, 4, 6, 9, 11], [2, 1, 3, 5], [13, 7, 12, 10]]
8: [[8, 4, 6, 9, 11], [2, 1, 3, 5], [13, 7, 12, 10]]
9: [[8, 4, 6, 9, 11], [2, 1, 3, 5], [13, 7, 12, 10]]
10: [[8, 4, 6, 9, 11], [2, 1, 3, 5], [13, 7, 12, 10]]
11: [[8, 4, 6, 9, 11], [2, 1, 3, 5], [13, 7, 12, 10]]
12: [[8, 4, 6, 9, 11], [2, 1, 3, 5], [13, 7, 12, 10]]
13: [[8, 4, 6, 9, 11], [2, 1, 3, 5], [13, 7, 12, 10]]
14: [[8, 4, 6, 9, 11], [2, 1, 3, 5], [13, 7, 12, 10]]
15: [[8, 4, 6, 9, 11], [2, 1, 3, 5], [13, 7, 12, 10]]
16: [[8, 4, 6, 9, 11], [2, 1, 3, 5], [13, 7, 12, 10]]
17: [[8, 4, 6, 9, 11], [2, 1, 3, 5], [13, 7, 12, 10]]
18: [[8, 4, 6, 9], [11, 2, 1, 3, 5], [13, 7, 12, 10]]
19: [[8, 4, 6, 9], [11, 2, 1, 3, 5], [13, 7, 12, 10]]
20: [[8, 4, 6, 9], [11, 2, 1, 3, 5], [13, 7, 12, 10]]
21: [[8, 4, 6, 9], [11, 2, 1, 3, 5], [13, 7, 12, 10]]
22: [[8, 4, 6, 9], [11, 2, 1, 3, 5], [13, 7, 12, 10]]
23: [[8, 4, 6, 9], [11, 2, 1, 3, 5], [13, 7, 12, 10]]
24: [[8, 4, 6, 9], [11, 2, 1, 3, 5], [13, 7, 12, 10]]
25: [[8, 4, 6, 9], [11, 2, 1, 3, 5], [13, 7, 12, 10]]
26: [[8, 4, 6, 9], [11, 2, 1, 3, 5], [13, 7, 12, 10]]
27: [[8, 4, 6, 9], [11, 2, 1, 3, 5], [13, 7, 12, 10]]
