0: [[3, 7, 2, 1, 35, 20], [4, 37, 14, 10, 6, 9, 8], [13, 11, 5, 12, 19, 15], [24, 29, 18, 17, 16, 22], [21, 26, 27, 31, 25, 28], [30, 23, 32, 33, 36, 34]]
1: [[3, 7, 2, 1, 35, 20], [4, 37, 14, 10, 6, 9, 8], [13, 11, 5, 12, 19, 15], [24, 29, 18, 17, 16, 22], [21, 26, 27, 31, 25, 28], [30, 23, 32, 33, 36, 34]]
2: [[3, 7, 2, 1, 35, 20], [4, 37, 14, 10, 6, 9, 8], [13, 11, 5, 12, 19, 15], [24, 29, 18, 17, 16, 22], [21, 26, 27, 31, 25, 28], [30, 23, 32, 33, 36, 34]]
3: [[3, 7, 2, 1, 35, 20], [4, 37, 14, 10, 6, 9, 8], [13, 11, 5, 12, 19, 15], [24, 29, 18, 17, 16, 22], [21, 26, 27, 31, 25, 28], [30, 23, 32, 33, 36, 34]]
4: [[3, 7, 2, 1, 35, 20], [4, 37, 14, 10, 6, 9, 8], [13, 11, 5, 12, 19, 15], [24, 29, 18, 17, 16, 22], [21, 26, 27, 31, 25, 28], [30, 23, 32, 33, 36, 34]]
5: [[3, 7, 2, 1, 35, 20], [4, 37, 14, 10, 6, 9, 8], [13, 11, 5, 12, 19, 15], [24, 29, 18, 17, 16, 22], [21, 26, 27, 31, 25, 28], [30, 23, 32, 33, 36, 34]]
6: [[3, 7, 2, 1, 35, 20], [4, 37, 14, 10, 6, 9, 8], [13, 11, 5, 12, 19, 15], [24, 29, 18, 17, 16, 22], [21, 26, 27, 31, 25, 28], [30, 23, 32, 33, 36, 34]]
7: [[3, 7, 2, 1, 35, 20], [4, 37, 14, 10, 6, 9, 8], [13, 11, 5, 12, 19, 15], [24, 29, 18, 17, 16, 22], [21, 26, 27, 31, 25, 28], [30, 23, 32, 33, 36, 34]]
8: [[3, 7, 2, 1, 35, 20], [4, 37, 14, 10, 6, 9, 8], [13, 11, 5, 12, 19, 15], [24, 29, 18, 17, 16, 22], [21, 26, 27, 31, 25, 28], [30, 23, 32, 33, 36, 34]]
9: [[3, 7, 2, 1, 35, 20], [4, 37, 14, 10, 6, 9, 8], [13, 11, 5, 12, 19, 15], [24, 29, 18, 17, 16, 22], [21, 26, 27, 31, 25, 28], [30, 23, 32, 33, 36, 34]]
10: [[3, 7, 2, 1, 35, 20], [4, 37, 14, 10, 6, 9, 8], [13, 11, 5, 12, 19, 15], [24, 29, 18, 17, 16, 22], [21, 26, 27, 31, 25, 28], [30, 23, 32, 33, 36, 34]]
11: [[3, 7, 2, 1, 35, 20], [4, 37, 14, 10, 6, 9, 8], [13, 11, 5, 12, 19, 15], [24, 29, 18, 17, 16, 22], [21, 26, 27, 31, 25, 28], [30, 23, 32, 33, 36, 34]]
12: [[3, 7, 2, 1, 35, 20], [4, 37, 14, 10, 6, 9, 8], [13, 11, 5, 12, 19, 15], [24, 29, 18, 17, 16, 22], [21, 26, 27, 31, 25, 28], [30, 23, 32, 33, 36, 34]]
13: [[3, 7, 2, 1, 35, 20], [4, 37, 14, 10, 6, 9, 8], [13, 11, 5, 12, 19, 15], [24, 29, 18, 17, 16, 22], [21, 26, 27, 31, 25, 28], [30, 23, 32, 33, 36, 34]]
14: [[3, 7, 2, 1, 35, 20], [4, 37, 14, 10, 6, 9, 8], [13, 11, 5, 12, 19, 15], [24, 29, 18, 17, 16, 22], [21, 26, 27, 31, 25, 28], [30, 23, 32, 33, 36, 34]]
15: [[3, 7, 2, 1, 35, 20], [4, 37, 14, 10, 6, 9, 8], [13, 11, 5, 12, 19, 15], [24, 29, 18, 17, 16, 22], [21, 26, 27, 31, 25, 28], [30, 23, 32, 33, 36, 34]]
16: [[3, 7, 2, 1, 35, 20], [4, 37, 14, 10, 6, 9, 8], [13, 11, 5, 12, 19, 15], [24, 29, 18, 17, 16, 22], [21, 26, 27, 31, 25, 28], [30, 23, 32, 33, 36, 34]]
17: [[3, 7, 2, 1, 35, 20], [4, 37, 14, 10, 6, 9, 8], [13, 11, 5, 12, 19, 15], [24, 29, 18, 17, 16, 22], [21, 26, 27, 31, 25, 28], [30, 23, 32, 33, 36, 34]]
18: [[3, 7, 2, 1, 35, 20], [4, 37, 14, 10, 6, 9, 8], [13, 11, 5, 12, 19, 15], [24, 29, 18, 17, 16, 22], [21, 26, 27, 31, 25, 28], [30, 23, 32, 33, 36, 34]]
19: [[3, 7, 2, 1, 35, 20], [4, 37, 14, 10, 6, 9, 8], [13, 11, 5, 12, 19, 15], [24, 29, 18, 17, 16, 22], [21, 26, 27, 31, 25, 28], [30, 23, 32, 33, 36, 34]]
20: [[3, 7, 2, 1, 35, 20], [4, 37, 14, 10, 6, 9, 8], [13, 11, 5, 12, 19, 15], [24, 29, 18, 17, 16, 22], [21, 26, 27, 31, 25, 28], [30, 23, 32, 33, 36, 34]]
21: [[3, 7, 2, 1, 35, 20], [4, 37, 14, 10, 6, 9, 8], [13, 11, 5, 12, 19, 15], [24, 29, 18, 17, 16, 22], [21, 26, 27, 31, 25, 28], [30, 23, 32, 33, 36, 34]]
22: [[3, 7, 2, 1, 35, 20], [4, 37, 14, 10, 6, 9, 8], [13, 11, 5, 12, 19, 15], [24, 29, 18, 17, 16, 22], [21, 26, 27, 31, 25, 28], [30, 23, 32, 33, 36, 34]]
23: [[3, 7, 2, 1, 35, 20], [4, 37, 14, 10, 6, 9, 8], [13, 11, 5, 12, 19, 15], [24, 29, 18, 17, 16, 22], [21, 26, 27, 31, 25, 28], [30, 23, 32, 33, 36, 34]]
24: [[3, 7, 2, 1, 35, 20], [4, 37, 14, 10, 6, 9, 8], [13, 11, 5, 12, 19, 15], [24, 29, 18, 17, 16, 22], [21, 26, 27, 31, 25, 28], [30, 23, 32, 33, 36, 34]]
25: [[3, 7, 2, 1, 35, 20], [4, 37, 14, 10, 6, 9, 8], [13, 11, 5, 12, 19, 15], [24, 29, 18, 17, 16, 22], [21, 26, 27, 31, 25, 28], [30, 23, 32, 33, 36, 34]]
26: [[3, 7, 2, 1, 35, 20], [4, 37, 14, 10, 6, 9, 8], [13, 11, 5, 12, 19, 15], [24, 29, 18, 17, 16, 22], [21, 26, 27, 31, 25, 28], [30, 23, 32, 33, 36, 34]]
27: [[3, 7, 2, 1, 35, 20], [4, 37, 14, 10, 6, 9, 8], [13, 11, 5, 12, 19, 15], [24, 29, 18, 17, 16, 22], [21, 26, 27, 31, 25, 28], [30, 23, 32, 33, 36, 34]]
28: [[3, 7, 2, 1, 35, 20], [4, 37, 14, 10, 6, 9, 8], [13, 11, 5, 12, 19, 15], [24, 29, 18, 17, 16, 22], [21, 26, 27, 31, 25, 28], [30, 23, 32, 33, 36, 34]]
29: [[3, 7, 2, 1, 35, 20], [4, 37, 14, 10, 6, 9, 8], [13, 11, 5, 12, 19, 15], [24, 29, 18, 17, 16, 22], [21, 26, 27, 31, 25, 28], [30, 23, 32, 33, 36, 34]]
30: [[3, 7, 2, 1, 35, 20], [4, 37, 14, 10, 6, 9, 8], [13, 11, 5, 12, 19, 15], [24, 29, 18, 17, 16, 22], [21, 26, 27, 31, 25, 28], [30, 23, 32, 33, 36, 34]]
31: [[3, 7, 2, 1, 35, 20], [4, 37, 14, 10, 6, 9, 8], [13, 11, 5, 12, 19, 15], [24, 29, 18, 17, 16, 22], [21, 26, 27, 31, 25, 28], [30, 23, 32, 33, 36, 34]]
32: [[3, 7, 2, 1, 35, 20], [4, 37, 14, 10, 6, 9, 8], [13, 11, 5, 12, 19, 15], [24, 29, 18, 17, 16, 22], [21, 26, 27, 31, 25, 28], [30, 23, 32, 33, 36, 34]]
33: [[3, 7, 2, 1, 35, 20], [4, 37, 14, 10, 6, 9, 8], [13, 11, 5, 12, 19, 15], [24, 29, 18, 17, 16, 22], [21, 26, 27, 31, 25, 28], [30, 23, 32, 33, 36, 34]]
34: [[3, 7, 2, 1, 35, 20], [4, 37, 14, 10, 6, 9, 8], [13, 11, 5, 12, 19, 15], [24, 29, 18, 17, 16, 22], [21, 26, 27, 31, 25, 28], [30, 23, 32, 33, 36, 34]]
35: [[3, 7, 2, 1, 35, 20], [4, 37, 14, 10, 6, 9, 8], [13, 11, 5, 12, 19, 15], [24, 29, 18, 17, 16, 22], [21, 26, 27, 31, 25, 28], [30, 23, 32, 33, 36, 34]]
36: [[3, 7, 2, 1, 35, 20], [4, 37, 14, 10, 6, 9, 8], [13, 11, 5, 12, 19, 15], [24, 29, 18, 17, 16, 22], [21, 26, 27, 31, 25, 28], [30, 23, 32, 33, 36, 34]]
37: [[3, 7, 2, 1, 35, 20], [4, 37, 14, 10, 6, 9, 8], [13, 11, 5, 12, 19, 15], [24, 29, 18, 17, 16, 22], [21, 26, 27, 31, 25, 28], [30, 23, 32, 33, 36, 34]]
38: [[3, 7, 2, 1, 35, 20], [4, 37, 14, 10, 6, 9, 8], [13, 11, 5, 12, 19, 15], [24, 29, 18, 17, 16, 22], [21, 26, 27, 31, 25, 28], [30, 23, 32, 33, 36, 34]]
39: [[3, 7, 2, 1, 35, 20], [4, 37, 14, 10, 6, 9, 8], [13, 11, 5, 12, 19, 15], [24, 29, 18, 17, 16, 22], [21, 26, 27, 31, 25, 28], [30, 23, 32, 33, 36, 34]]
40: [[3, 7, 2, 1, 35, 20], [4, 37, 14, 10, 6, 9, 8], [13, 11, 5, 12, 19, 15], [24, 29, 18, 17, 16, 22], [21, 26, 27, 31, 25, 28], [30, 23, 32, 33, 36, 34]]
41: [[3, 7, 2, 1, 35, 20], [4, 37, 14, 10, 6, 9, 8], [13, 11, 5, 12, 19, 15], [24, 29, 18, 17, 16, 22], [21, 26, 27, 31, 25, 28], [30, 23, 32, 33, 36, 34]]
42: [[3, 7, 2, 1, 35, 20], [4, 37, 14, 10, 6, 9, 8], [13, 11, 5, 12, 19, 15], [24, 29, 18, 17, 16, 22], [21, 26, 27, 31, 25, 28], [30, 23, 32, 33, 36, 34]]
43: [[3, 7, 2, 1, 35, 20], [4, 37, 14, 10, 6, 9, 8], [13, 11, 5, 12, 19, 15], [24, 29, 18, 17, 16, 22], [21, 26, 27, 31, 25, 28], [30, 23, 32, 33, 36, 34]]
44: [[3, 7, 2, 1, 35, 20], [4, 37, 14, 10, 6, 9, 8], [13, 11, 5, 12, 19, 15], [24, 29, 18, 17, 16, 22], [21, 26, 27, 31, 25, 28], [30, 23, 32, 33, 36, 34]]
45: [[3, 7, 2, 1, 35, 20], [4, 37, 14, 10, 6, 9, 8], [13, 11, 5, 12, 19, 15], [24, 29, 18, 17, 16, 22], [21, 26, 27, 31, 25, 28], [30, 23, 32, 33, 36, 34]]
46: [[3, 7, 2, 1, 35, 20], [4, 37, 14, 10, 6, 9, 8], [13, 11, 5, 12, 19, 15], [24, 29, 18, 17, 16, 22], [21, 26, 27, 31, 25, 28], [30, 23, 32, 33, 36, 34]]
47: [[3, 7, 2, 1, 35, 20], [4, 37, 14, 10, 6, 9, 8], [13, 11, 5, 12, 19, 15], [24, 29, 18, 17, 16, 22], [21, 26, 27, 31, 25, 28], [30, 23, 32, 33, 36, 34]]
