It No., Best MQ, No clusters, max clus, min clus
1,2.2158033423479644,6,4,2
2,1.9708654516838662,5,6,2
3,2.1686797193369487,5,6,3
4,2.0042714531844963,7,4,2
5,2.1803148542278974,6,5,2
6,2.171409749670619,6,4,3
7,2.1987878787878787,5,6,3
8,2.2622236861367293,6,5,2
9,1.7514472455648926,3,7,6
10,1.821901158124068,4,6,3
11,2.2158033423479644,6,4,2
12,2.1848484848484846,7,4,2
13,2.1093643198906356,6,4,2
14,2.20776240667545,6,4,3
15,2.055527805527806,5,4,4
16,1.9915169348796937,6,5,2
17,2.0575951825951826,6,5,2
18,2.042293233082707,6,5,2
19,2.053261854424645,6,5,2
20,2.0445923472239262,6,5,2
21,1.8856837606837606,6,5,2
22,1.9916666666666667,6,5,2
23,2.183375682288726,6,5,2
24,2.1336441336441334,7,5,2
25,2.012049062049062,7,3,2
26,2.20776240667545,6,4,3
27,2.2158033423479644,6,4,2
28,2.0797979797979798,7,4,2
29,1.8824915824915824,5,5,3
30,2.10698785443031,5,4,4
31,2.1015151515151516,7,4,2
