It No., Best MQ, No clusters, max clus, min clus
1,1.8248433583959898,7,6,2
2,1.6698259133788937,6,11,2
3,1.2639328031682155,3,10,9
4,1.425513633060803,4,8,7
5,1.5185304279763487,5,7,5
6,1.6037846434022036,5,9,4
7,1.8186770714181768,5,8,3
8,1.4153370589189422,4,9,5
9,2.0106166315682312,7,6,2
10,1.4809334657398212,3,12,5
11,1.2020938620203325,3,10,9
12,1.7705488012560266,6,7,2
13,1.3558868598107379,4,8,7
14,1.811189160290572,9,7,1
15,1.269030349446622,3,10,9
16,1.2595628415300546,3,10,9
17,1.7463473207574842,6,6,4
18,1.396480833980834,4,8,7
19,1.5832827226308568,5,6,5
20,1.3268163739450867,4,8,6
21,1.8384806973848071,5,10,2
22,1.455410878320286,4,8,7
23,1.5045783686912717,6,5,4
24,1.5147768421259258,5,9,4
25,1.84596612537789,7,6,2
26,1.6272719951986994,5,7,5
27,1.258167822476869,3,10,9
28,1.842959206319068,6,8,2
29,1.5203067665498824,5,6,5
30,1.3947520661157027,4,8,6
31,1.5005548448459358,5,6,5
