It No., Best MQ, No clusters, max clus, min clus
1,1.945075555175583,4,8,3
2,2.043927648578811,5,10,2
3,2.003968253968254,5,7,2
4,1.9950673400673402,7,5,2
5,2.038125660499459,5,9,2
6,1.9725930045729823,4,10,2
7,2.1182245798950605,7,7,2
8,1.826780217346255,6,5,2
9,1.9522188638086257,5,7,2
10,1.9157981686019068,4,10,3
11,2.0337012837012836,5,10,2
12,1.9755835667600372,6,8,2
13,2.144977362013988,6,6,2
14,1.9291655687307863,6,9,2
15,1.9703174603174602,4,10,2
16,1.9702797202797204,6,6,2
17,1.9725926383229755,4,10,2
18,1.866385587534936,5,7,3
19,2.0017755971305125,6,6,2
20,1.9041866220679287,4,9,3
21,1.9865086669734622,5,9,2
22,1.9614906832298136,4,12,3
23,1.880114566284779,3,11,3
24,2.0678615584275963,7,5,2
25,2.0247421161214265,6,6,2
26,2.0496288665306457,5,11,2
27,2.096566300183242,8,6,2
28,2.0672477553613597,6,8,2
29,1.9683500487881864,6,6,2
30,1.9615942028985507,4,8,3
31,1.8738095238095238,3,14,3
