It No., Best MQ, No clusters, max clus, min clus
1,1.3597904408973607,3,20,20
2,1.3390907352364916,4,15,15
3,1.4219520844124742,4,15,15
4,1.9026313538766597,11,6,5
5,1.3303587247701865,5,12,12
6,1.432772095989864,5,12,12
7,1.2498287081876247,3,20,20
8,1.427806961648475,4,15,15
9,1.3181714848106474,3,20,20
10,1.3685113420099133,3,20,20
11,1.5944690642521875,6,10,10
12,1.5031887620811315,6,10,10
13,1.4310359735263591,6,10,10
14,1.498860172972472,4,15,15
15,1.2266080353267759,3,20,20
16,1.4213339948473358,6,10,10
17,1.580235493603581,7,9,8
18,1.6356957365845581,6,10,10
19,1.4637081823279718,6,10,10
20,1.405821936543494,4,15,15
21,1.261527266364339,3,20,20
22,1.3803088265786023,4,15,15
23,1.4896962887709098,4,15,15
24,1.5318542275637748,7,9,8
25,1.3304648688197853,4,15,15
26,1.3642863350813155,4,15,15
27,1.1940251564417381,3,20,20
28,1.4115808204993503,4,15,15
29,1.5847883785095565,6,10,10
30,1.3370048666878716,4,15,15
31,1.3753922115206563,4,15,15
