0: [[3, 14, 1, 6, 2, 8, 4], [7, 5, 11, 10, 13, 12, 9], [15, 19, 18, 17, 20, 16]]
1: [[3, 4, 14, 1, 6, 2, 8], [7, 5, 9, 11, 10, 13, 12], [15, 19, 18, 17, 20, 16]]
2: [[3, 4, 14, 1, 6, 2, 8], [7, 5, 9, 11, 10, 13, 12], [15, 19, 18, 17, 20, 16]]
3: [[3, 4, 14, 1, 6, 2, 8], [7, 5, 9, 11, 10, 13, 12], [15, 19, 18, 17, 20, 16]]
4: [[3, 4, 14, 1, 6, 2, 8], [7, 5, 9, 11, 10, 13, 12], [15, 19, 18, 17, 20, 16]]
5: [[3, 4, 14, 1, 6, 2, 8], [7, 5, 9, 11, 10, 13, 12], [15, 19, 18, 17, 20, 16]]
6: [[3, 4, 14, 1, 6, 2, 8], [7, 5, 9, 11, 10, 13, 12], [15, 19, 18, 17, 20, 16]]
7: [[3, 4, 14, 1, 6, 2, 8], [7, 5, 9, 11, 10, 13, 12], [15, 19, 18, 17, 20, 16]]
8: [[3, 4, 14, 1, 6, 2, 8], [7, 5, 9, 11, 10, 13, 12], [15, 19, 18, 17, 20, 16]]
9: [[3, 4, 14, 1, 6, 2, 8], [7, 5, 9, 11, 10, 13, 12], [15, 19, 18, 17, 20, 16]]
10: [[3, 4, 14, 1, 6, 2, 8], [7, 5, 9, 11, 10, 13, 12], [15, 19, 18, 17, 20, 16]]
11: [[3, 4, 14, 1, 6, 2, 8], [7, 5, 9, 11, 10, 13, 12], [15, 19, 18, 17, 20, 16]]
12: [[3, 4, 14, 1, 6, 2, 8], [7, 5, 9, 11, 10, 13, 12], [15, 19, 18, 17, 20, 16]]
13: [[3, 4, 14, 1, 6, 2, 8], [7, 5, 9, 11, 10, 13, 12], [15, 19, 18, 17, 20, 16]]
14: [[3, 4, 14, 1, 6, 2, 8], [7, 5, 9, 11, 10, 13, 12], [15, 19, 18, 17, 20, 16]]
15: [[3, 4, 14, 1, 6, 2, 8], [7, 5, 9, 11, 10, 13, 12], [15, 19, 18, 17, 20, 16]]
16: [[3, 4, 14, 1, 6, 2, 8], [7, 5, 9, 11, 10, 13, 12], [15, 19, 18, 17, 20, 16]]
17: [[3, 4, 14, 1, 6, 2, 8], [7, 5, 9, 11, 10, 13, 12], [15, 19, 18, 17, 20, 16]]
18: [[3, 4, 14, 1, 6, 2, 8], [7, 5, 9, 11, 10, 13, 12], [15, 19, 18, 17, 20, 16]]
19: [[3, 4, 14, 1, 6], [2, 8, 7, 5, 9, 11, 10], [13, 12, 15, 19, 18, 17, 20, 16]]
20: [[3, 4, 14, 1, 6, 2, 8], [7, 5, 9, 11, 10, 13], [12, 15, 19, 18, 17, 20, 16]]
21: [[3, 4, 14, 1, 6, 2, 8], [7, 5, 9, 11, 10], [13, 12, 15, 19, 18, 17, 20, 16]]
22: [[3, 4, 14, 1, 6, 2], [8, 7, 5, 9, 11, 10, 13, 12], [15, 19, 18, 17, 20, 16]]
23: [[3, 4, 14, 1, 6, 2], [8, 7, 5, 9, 11, 10, 13, 12], [15, 19, 18, 17, 20, 16]]
24: [[3, 4, 14, 1, 6, 2], [8, 7, 5, 9, 11, 10, 13, 12], [15, 19, 18, 17, 20, 16]]
25: [[3, 4, 14, 1, 6, 2, 8, 7], [5, 9, 11, 10, 13, 12], [15, 19, 18, 17, 20, 16]]
26: [[3, 4, 14, 1, 6, 2, 8, 7], [5, 9, 11, 10, 13, 12], [15, 19, 18, 17, 20, 16]]
27: [[3, 4, 14, 1, 6, 2, 8, 7], [5, 9, 11, 10, 13, 12], [15, 19, 18, 17, 20, 16]]
28: [[3, 4, 14, 1, 6, 2, 8, 7], [5, 9, 11, 10, 13, 12], [15, 19, 18, 17, 20, 16]]
29: [[3, 4, 14, 1, 6, 2, 8, 7], [5, 9, 11, 10, 13, 12], [15, 19, 18, 17, 20, 16]]
30: [[3, 4, 14, 1, 6, 2, 8, 7], [5, 9, 11, 10, 13, 12], [15, 19, 18, 17, 20, 16]]
31: [[3, 4, 14, 1, 6, 2, 8, 7], [5, 9, 11, 10, 13, 12], [15, 19, 18, 17, 20, 16]]
32: [[3, 4, 14, 1, 6, 2], [8, 7, 5, 9, 11, 10, 13], [12, 15, 19, 18, 17, 20, 16]]
33: [[3, 4, 14, 1, 6, 2], [8, 7, 5, 9, 11, 10], [13, 12, 15, 19, 18, 17, 20, 16]]
34: [[3, 4, 14, 1, 6, 2], [8, 7, 5, 9, 11, 10], [13, 12, 15, 19, 18, 17, 20, 16]]
35: [[3, 4, 14, 1, 6, 2, 8], [7, 5, 9, 11, 10, 13, 12, 15], [19, 18, 17, 20, 16]]
36: [[3, 4, 14, 1, 6, 2, 8], [7, 5, 9, 11, 10, 13, 12, 15], [19, 18, 17, 20, 16]]
37: [[3, 4, 14, 1, 6, 2, 8], [7, 5, 9, 11, 10, 13, 12, 15], [19, 18, 17, 20, 16]]
38: [[3, 4, 14, 1, 6, 2, 8], [7, 5, 9, 11, 10, 13, 12, 15], [19, 18, 17, 20, 16]]
39: [[3, 4, 14, 1, 6, 2, 8, 7], [5, 9, 11, 10, 13, 12, 15], [19, 18, 17, 20, 16]]
40: [[3, 4, 14, 1, 6, 2, 8, 7], [5, 9, 11, 10, 13, 12, 15], [19, 18, 17, 20, 16]]
41: [[3, 4, 14, 1, 6, 2, 8, 7], [5, 9, 11, 10, 13, 12, 15], [19, 18, 17, 20, 16]]
