0: [[22, 19, 1], [5, 9, 6], [10, 20, 2], [3, 4, 14], [12, 7, 11], [15, 8, 13], [17, 18, 16], [21, 23, 24]]
1: [[22, 19, 1], [5, 9, 6], [10, 20, 2], [3, 4, 14], [12, 7, 11], [15, 8, 13], [17, 18, 16], [21, 23, 24]]
2: [[22, 19, 1], [5, 9, 6], [10, 20, 2], [3, 4, 14], [12, 7, 11], [15, 8, 13], [17, 18, 16], [21, 23, 24]]
3: [[22, 19, 1], [5, 9, 6], [10, 20, 2], [3, 4, 14], [12, 7, 11], [15, 8, 13], [17, 18, 16], [21, 23, 24]]
4: [[22, 19, 1], [5, 9, 6], [10, 20, 2], [3, 4, 14], [12, 7, 11], [15, 8, 13], [17, 18, 16], [21, 23, 24]]
5: [[22, 19, 1], [5, 9, 6], [10, 20, 2], [3, 4, 14], [12, 7, 11], [15, 8, 13], [17, 18, 16], [21, 23, 24]]
6: [[22, 19, 1], [5, 9, 6], [10, 20, 2], [3, 4, 14], [12, 7, 11], [15, 8, 13], [17, 18, 16], [21, 23, 24]]
7: [[22, 19, 1], [5, 9, 6], [10, 20, 2], [3, 4, 14], [12, 7, 11], [15, 8, 13], [17, 18, 16], [21, 23, 24]]
8: [[22, 19, 1], [5, 9, 6], [10, 20, 2], [3, 4, 14], [12, 7, 11], [15, 8, 13], [17, 18, 16], [21, 23, 24]]
9: [[22, 19, 1], [5, 9, 6], [10, 20, 2], [3, 4, 14], [12, 7, 11], [15, 8, 13], [17, 18, 16], [21, 23, 24]]
10: [[22, 19, 1], [5, 9, 6], [10, 20, 2], [3, 4, 14], [12, 7, 11], [15, 8, 13], [17, 18, 16], [21, 23, 24]]
11: [[22, 19, 1], [5, 9, 6], [10, 20, 2], [3, 4, 14], [12, 7, 11], [15, 8, 13], [17, 18, 16], [21, 23, 24]]
12: [[22, 19, 1], [5, 9, 6], [10, 20, 2], [3, 4, 14], [12, 7, 11], [15, 8, 13], [17, 18, 16], [21, 23, 24]]
13: [[22, 19, 1], [5, 9, 6], [10, 20, 2], [3, 4, 14], [12, 7, 11], [15, 8, 13], [17, 18, 16], [21, 23, 24]]
14: [[22, 19, 1], [5, 9, 6], [10, 20, 2], [3, 4, 14], [12, 7, 11], [15, 8, 13], [17, 18, 16], [21, 23, 24]]
15: [[22, 19, 1], [5, 9, 6], [10, 20, 2], [3, 4, 14], [12, 7, 11], [15, 8, 13], [17, 18, 16], [21, 23, 24]]
16: [[22, 19, 1], [5, 9, 6], [10, 20, 2], [3, 4, 14], [12, 7, 11], [15, 8, 13], [17, 18, 16], [21, 23, 24]]
17: [[22, 19, 1], [5, 9, 6], [10, 20, 2], [3, 4, 14], [12, 7, 11], [15, 8, 13], [17, 18, 16], [21, 23, 24]]
18: [[22, 19, 1], [5, 9, 6], [10, 20, 2], [3, 4, 14], [12, 7, 11], [15, 8, 13], [17, 18, 16], [21, 23, 24]]
19: [[22, 19, 1], [5, 9, 6], [10, 20, 2], [3, 4, 14], [12, 7, 11], [15, 8, 13], [17, 18, 16], [21, 23, 24]]
20: [[22, 19, 1], [5, 9, 6], [10, 20, 2], [3, 4, 14], [12, 7, 11], [15, 8, 13], [17, 18, 16], [21, 23, 24]]
21: [[22, 19, 1], [5, 9, 6], [10, 20, 2], [3, 4, 14], [12, 7, 11], [15, 8, 13], [17, 18, 16], [21, 23, 24]]
22: [[22, 19, 1], [5, 9, 6], [10, 20, 2], [3, 4, 14], [12, 7, 11], [15, 8, 13], [17, 18, 16], [21, 23, 24]]
