It No., Best MQ, No clusters, max clus, min clus
1,2.027856201769245,5,4,4
2,1.9545293416261158,5,4,4
3,1.860523892501452,5,4,4
4,1.7264264264264264,3,7,6
5,1.9168350168350168,4,5,5
6,1.9168350168350168,4,5,5
7,1.69718413681262,3,7,6
8,1.956036556036556,5,4,4
9,1.84961415396198,5,4,4
10,1.8814102564102564,4,5,5
11,1.7548282470883088,3,7,6
12,1.9517357166098586,5,4,4
13,1.7548282470883088,3,7,6
14,1.8095785440613026,3,7,6
15,1.9168350168350168,4,5,5
16,1.7548282470883088,3,7,6
17,1.892745185848634,5,4,4
18,1.7025862068965516,4,5,5
19,1.7477467534856346,3,7,6
20,1.9282923897528361,4,5,5
21,2.18261810653115,5,4,4
22,1.6959545830513574,4,5,5
23,1.7740872210953347,4,5,5
24,2.016665907192223,5,4,4
25,1.8498007368975111,4,5,5
26,1.892745185848634,5,4,4
27,1.8759096186698172,5,4,4
28,1.7548282470883088,3,7,6
29,1.9168350168350168,4,5,5
30,1.7477467534856346,3,7,6
31,2.0054545454545454,6,4,3
