It No., Best MQ, No clusters, max clus, min clus
1,1.766561425097637,12,7,2
2,1.793276147740623,10,8,1
3,1.953437425487609,9,10,2
4,1.808328979381852,11,7,2
5,1.784557130965664,11,5,2
6,1.9904117389514633,10,7,2
7,1.9226174176720205,10,9,1
8,1.8613943867912472,11,7,2
9,2.1138985216543693,11,5,1
10,1.988332636553648,10,9,2
11,1.9392564068283893,13,5,1
12,1.8451074327156007,11,6,1
13,1.9019007759810789,10,6,2
14,1.9479783640574608,14,5,1
15,1.955790129753348,10,7,1
16,1.9298774176963565,11,8,2
17,1.9461646017373573,10,6,2
18,1.8750372627494867,9,6,3
19,1.9752107498347387,11,9,1
20,1.8600559369438088,9,9,1
21,1.9731979448834494,11,8,1
22,1.9081279992993025,11,5,2
23,1.8902554945923546,13,5,1
24,1.7483236625714502,11,10,1
25,1.7967678376378318,12,4,2
26,1.9449024291991044,7,10,3
27,2.0995781678488563,13,5,2
28,1.948979081902533,12,5,1
29,1.841857127684124,12,6,1
30,1.9591173225648404,11,8,2
31,2.0806173375907866,11,5,1
