0: [[35, 27, 43, 17, 7, 3, 2, 4, 1, 14], [9, 5, 8, 28, 12, 11, 23, 22, 29, 10, 15, 13, 30, 24, 18, 16, 21, 6], [19, 20, 26, 51, 25, 37, 31, 32, 33, 36, 39, 40, 45, 42, 38, 46, 44], [41, 34, 47, 52, 48, 50, 49, 55, 54, 53, 58, 57, 56, 60, 59]]
1: [[35, 27, 43, 17, 7, 3, 2, 4, 1, 14], [9, 5, 8, 28, 12, 11, 23, 22, 29, 6, 10, 13, 15, 24, 18, 16, 21, 30], [19, 20, 26, 51, 25, 37, 31, 32, 33, 36, 39, 40, 45, 42, 38, 46, 44], [41, 34, 47, 52, 48, 50, 49, 55, 54, 53, 58, 57, 56, 60, 59]]
2: [[35, 27, 43, 17, 7, 3, 2, 4, 1, 14], [9, 5, 8, 28, 12, 11, 23, 22, 29, 6, 10, 15, 13, 24, 18, 16, 21, 30], [19, 20, 26, 51, 25, 37, 31, 32, 33, 36, 39, 40, 45, 42, 38, 46, 44], [41, 34, 47, 52, 48, 50, 49, 55, 54, 53, 58, 57, 56, 60, 59]]
3: [[35, 27, 43, 17, 7, 3, 2, 4, 1, 14], [9, 5, 8, 28, 12, 11, 23, 22, 29, 6, 10, 13, 15, 24, 18, 16, 21, 30], [19, 20, 26, 51, 25, 37, 31, 32, 33, 36, 39, 40, 45, 42, 38, 46, 44], [41, 34, 47, 52, 48, 50, 49, 55, 54, 53, 58, 57, 56, 60, 59]]
4: [[35, 27, 43, 17, 7, 3, 2, 4, 1, 14], [9, 5, 8, 28, 12, 11, 23, 22, 29, 13, 10, 15, 6, 24, 18, 16, 21, 30], [19, 20, 26, 51, 25, 37, 31, 32, 33, 36, 39, 40, 45, 42, 38, 46, 44], [41, 34, 47, 52, 48, 50, 49, 55, 54, 53, 58, 57, 56, 60, 59]]
5: [[35, 27, 43, 17, 7, 3, 2, 4, 1, 14], [9, 5, 8, 28, 12, 11, 23, 22, 29, 13, 10, 15, 6, 24, 18, 16, 21, 30], [19, 20, 26, 51, 25, 37, 31, 32, 33, 36, 39, 40, 45, 42, 38, 46, 44], [41, 34, 47, 52, 48, 50, 49, 55, 54, 53, 58, 57, 56, 60, 59]]
6: [[35, 27, 43, 17, 7, 3, 2, 4, 1, 14], [9, 5, 8, 28, 12, 11, 23, 22, 29, 13, 10, 21, 18, 24, 15, 16, 30, 6], [19, 20, 26, 51, 25, 37, 31, 32, 33, 36, 39, 40, 45, 42, 38, 46, 44], [41, 34, 47, 52, 48, 50, 49, 55, 54, 53, 58, 57, 56, 60, 59]]
7: [[35, 27, 43, 17, 7, 3, 2, 4, 1, 14], [9, 5, 8, 28, 12, 11, 23, 22, 29, 6, 15, 10, 13, 24, 30, 18, 21, 16], [19, 20, 26, 51, 25, 37, 31, 32, 33, 36, 39, 40, 45, 42, 38, 46, 44], [41, 34, 47, 52, 48, 50, 49, 55, 54, 53, 58, 57, 56, 60, 59]]
8: [[35, 27, 43, 17, 7, 3, 2, 4, 1, 14], [9, 5, 8, 28, 12, 11, 23, 22, 29, 6, 10, 15, 13, 24, 18, 16, 21, 30], [19, 20, 26, 51, 25, 37, 31, 32, 33, 36, 39, 40, 45, 42, 38, 46, 44], [41, 34, 47, 52, 48, 50, 49, 55, 54, 53, 58, 57, 56, 60, 59]]
9: [[35, 27, 43, 17, 7, 3, 2, 4, 1, 14], [9, 5, 8, 28, 12, 11, 23, 22, 29, 6, 15, 13, 10, 24, 16, 18, 21, 30], [19, 20, 26, 51, 25, 37, 31, 32, 33, 36, 39, 40, 45, 42, 38, 46, 44], [41, 34, 47, 52, 48, 50, 49, 55, 54, 53, 58, 57, 56, 60, 59]]
