It No., Best MQ, No clusters, max clus, min clus
1,1.4400742142912673,5,12,12
2,1.660897319658672,6,10,10
3,1.424751431322839,4,15,15
4,1.3953562743439532,4,15,15
5,1.4538023523077284,5,12,12
6,1.2305226803338483,3,20,20
7,1.353417753562653,4,15,15
8,1.3923796285989893,4,15,15
9,1.4952870923569526,7,9,8
10,1.3913680646651045,4,15,15
11,1.422929968671352,4,15,15
12,1.5606197703154987,6,10,10
13,1.5944164683845596,6,10,10
14,1.3113767655163064,4,15,15
15,1.251627485836082,3,20,20
16,1.342659056823089,4,15,15
17,1.4492747289405419,5,12,12
18,1.416783480702243,4,15,15
19,1.4755686298235817,5,12,12
20,1.431664758009347,5,12,12
21,1.3200789046874677,4,15,15
22,1.3956379553683491,4,15,15
23,1.4531440293402818,5,12,12
24,1.3494066847379447,4,15,15
25,1.4058474989952519,4,15,15
26,1.6618016597017276,6,10,10
27,1.4780820838332165,5,12,12
28,1.459371451440409,5,12,12
29,1.4894200292510151,5,12,12
30,1.4408639252516717,5,12,12
31,1.4697340092168063,5,12,12
