0: [[10, 14, 2, 3], [6, 4, 1, 9], [5, 13, 8, 15], [7, 11, 12, 16], [18, 19, 17, 20], [21, 23, 22, 24]]
1: [[10, 14, 2, 3], [6, 4, 1, 9], [5, 13, 8, 15], [7, 11, 12, 16], [18, 19, 17, 20], [21, 23, 22, 24]]
2: [[10, 14, 2, 3], [6, 4, 1, 9], [5, 13, 8, 15], [7, 11, 12, 16], [18, 19, 17, 20], [21, 23, 22, 24]]
3: [[10, 14, 2, 3], [6, 4, 1, 9], [5, 13, 8, 15], [7, 11, 12, 16], [18, 19, 17, 20], [21, 23, 22, 24]]
4: [[10, 14, 2, 3], [6, 4, 1, 9], [5, 13, 8, 15], [7, 11, 12, 16], [18, 19, 17, 20], [21, 23, 22, 24]]
5: [[10, 14, 2, 3], [6, 4, 1, 9], [5, 13, 8, 15], [7, 11, 12, 16], [18, 19, 17, 20], [21, 23, 22, 24]]
6: [[10, 14, 2, 3], [6, 4, 1, 9], [5, 13, 8, 15], [7, 11, 12, 16], [18, 19, 17, 20], [21, 23, 22, 24]]
7: [[10, 14, 2, 3], [6, 4, 1, 9], [5, 13, 8, 15], [7, 11, 12, 16], [18, 19, 17, 20], [21, 23, 22, 24]]
8: [[10, 14, 2, 3], [6, 4, 1, 9], [5, 13, 8, 15], [7, 11, 12, 16], [18, 19, 17, 20], [21, 23, 22, 24]]
9: [[10, 14, 2, 3], [6, 4, 1, 9], [5, 13, 8, 15], [7, 11, 12, 16], [18, 19, 17, 20], [21, 23, 22, 24]]
10: [[10, 14, 2, 3], [6, 4, 1, 9], [5, 13, 8, 15], [7, 11, 12, 16], [18, 19, 17, 20], [21, 23, 22, 24]]
11: [[10, 14, 2, 3], [6, 4, 1, 9], [5, 13, 8, 15], [7, 11, 12, 16], [18, 19, 17, 20], [21, 23, 22, 24]]
12: [[10, 14, 2, 3], [6, 4, 1, 9], [5, 13, 8, 15], [7, 11, 12, 16], [18, 19, 17, 20], [21, 23, 22, 24]]
13: [[10, 14, 2, 3], [6, 4, 1, 9], [5, 13, 8, 15], [7, 11, 12, 16], [18, 19, 17, 20], [21, 23, 22, 24]]
14: [[10, 14, 2, 3], [6, 4, 1, 9], [5, 13, 8, 15], [7, 11, 12, 16], [18, 19, 17, 20], [21, 23, 22, 24]]
15: [[10, 14, 2, 3], [6, 4, 1, 9], [5, 13, 8, 15], [7, 11, 12, 16], [18, 19, 17, 20], [21, 23, 22, 24]]
16: [[10, 14, 2, 3], [6, 4, 1, 9], [5, 13, 8, 15], [7, 11, 12, 16], [18, 19, 17, 20], [21, 23, 22, 24]]
17: [[10, 14, 2, 3], [6, 4, 1, 9], [5, 13, 8, 15], [7, 11, 12, 16], [18, 19, 17, 20], [21, 23, 22, 24]]
18: [[10, 14, 2, 3], [6, 4, 1, 9], [5, 13, 8, 15], [7, 11, 12, 16], [18, 19, 17, 20], [21, 23, 22, 24]]
19: [[10, 14, 2, 3], [6, 4, 1, 9], [5, 13, 8, 15], [7, 11, 12, 16], [18, 19, 17, 20], [21, 23, 22, 24]]
