It No., Best MQ, No clusters, max clus, min clus
1,2.0232343721187536,4,6,3
2,2.2412439412439413,6,5,2
3,2.184090909090909,5,5,3
4,1.7548282470883088,3,7,6
5,2.0744340248176565,4,6,4
6,2.135792709705753,5,5,3
7,2.18261810653115,5,4,4
8,1.9327731092436977,4,6,4
9,2.2311284197473453,5,5,3
10,2.1955773955773954,5,6,3
11,2.314461753080679,5,5,3
12,2.1850168350168353,5,5,3
13,2.0175925925925924,4,5,5
14,2.2722717369776193,5,5,3
15,1.7734733330806263,3,7,6
16,1.964416330795641,6,4,3
17,2.191233766233766,6,4,3
18,2.314461753080679,5,5,3
19,1.6878787878787878,3,7,6
20,1.785166240409207,3,7,6
21,1.8484848484848486,4,6,4
22,2.0573593073593073,5,4,4
23,2.172647527910686,5,5,3
24,2.027657527657528,4,7,3
25,2.124736333132135,5,6,2
26,1.9399350649350648,4,6,4
27,2.016925465838509,4,7,4
28,2.2311284197473453,5,5,3
29,2.2311284197473453,5,5,3
30,1.9535714285714285,4,5,5
31,1.9168350168350168,4,5,5
