0: [[19, 20, 35, 33, 1, 2, 3, 7, 32, 4], [15, 5, 13, 12, 8, 30, 14, 11, 24, 17, 9, 6, 10, 16, 27, 29, 21, 25, 31], [22, 23, 18, 28, 39, 26, 44, 37, 38, 34, 40, 36, 42, 41, 43], [46, 47, 45, 51, 50, 56], [49, 52, 48, 53, 58, 55, 54, 59, 57, 60]]
1: [[19, 20, 35, 33, 1, 2, 3, 7, 32, 4], [15, 5, 13, 12, 8, 30, 14, 11, 24, 17, 9, 6, 10, 16, 29, 27, 21, 25, 31], [22, 23, 18, 28, 39, 26, 44, 37, 38, 34, 40, 36, 42, 41, 43], [46, 47, 45, 51, 50, 56], [49, 52, 48, 53, 58, 55, 54, 59, 57, 60]]
2: [[19, 20, 35, 33, 1, 2, 3, 7, 32, 4], [15, 5, 13, 12, 8, 30, 14, 11, 24, 17, 9, 6, 10, 16, 29, 25, 21, 27, 31], [22, 23, 18, 28, 39, 26, 44, 37, 38, 34, 40, 36, 42, 41, 43], [46, 47, 45, 51, 50, 56], [49, 52, 48, 53, 58, 55, 54, 59, 57, 60]]
3: [[19, 20, 35, 33, 1, 2, 3, 7, 32, 4], [15, 5, 13, 12, 8, 30, 14, 11, 24, 17, 9, 6, 10, 16, 27, 25, 21, 29, 31], [22, 23, 18, 28, 39, 26, 44, 37, 38, 34, 40, 36, 42, 41, 43], [46, 47, 45, 51, 50, 56], [49, 52, 48, 53, 58, 55, 54, 59, 57, 60]]
4: [[19, 20, 35, 33, 1, 2, 3, 7, 32, 4], [15, 5, 13, 12, 8, 30, 14, 11, 24, 17, 9, 6, 10, 16, 25, 29, 21, 27, 31], [22, 23, 18, 28, 39, 26, 44, 37, 38, 34, 40, 36, 42, 41, 43], [46, 47, 45, 51, 50, 56], [49, 52, 48, 53, 58, 55, 54, 59, 57, 60]]
5: [[19, 20, 35, 33, 1, 2, 3, 7, 32, 4], [15, 5, 13, 12, 8, 30, 14, 11, 24, 17, 9, 6, 10, 16, 25, 31, 21, 27, 29], [22, 23, 18, 28, 39, 26, 44, 37, 38, 34, 40, 36, 42, 41, 43], [46, 47, 45, 51, 50, 56], [49, 52, 48, 53, 58, 55, 54, 59, 57, 60]]
6: [[19, 20, 35, 33, 1, 2, 3, 7, 32, 4], [15, 5, 13, 12, 8, 30, 14, 11, 24, 17, 9, 6, 10, 16, 25, 29, 21, 27, 31], [22, 23, 18, 28, 39, 26, 44, 37, 38, 34, 40, 36, 42, 41, 43], [46, 47, 45, 51, 50, 56], [49, 52, 48, 53, 58, 55, 54, 59, 57, 60]]
7: [[19, 20, 35, 33, 1, 2, 3, 7, 32, 4], [15, 5, 13, 12, 8, 30, 14, 11, 24, 17, 9, 16, 25, 31, 27, 29, 10, 21, 6], [22, 23, 18, 28, 39, 26, 44, 37, 38, 34, 40, 36, 42, 41, 43], [46, 47, 45, 51, 50, 56], [49, 52, 48, 53, 58, 55, 54, 59, 57, 60]]
8: [[19, 20, 35, 33, 1, 2, 3, 7, 32, 4], [15, 5, 13, 12, 8, 30, 14, 11, 24, 17, 9, 6, 10, 16, 27, 25, 21, 29, 31], [22, 23, 18, 28, 39, 26, 44, 37, 38, 34, 40, 36, 42, 41, 43], [46, 47, 45, 51, 50, 56], [49, 52, 48, 53, 58, 55, 54, 59, 57, 60]]
9: [[19, 20, 35, 33, 1, 2, 3, 7, 32, 4], [15, 5, 13, 12, 8, 30, 14, 11, 24, 17, 9, 6, 10, 16, 25, 29, 21, 27, 31], [22, 23, 18, 28, 39, 26, 44, 37, 38, 34, 40, 36, 42, 41, 43], [46, 47, 45, 51, 50, 56], [49, 52, 48, 53, 58, 55, 54, 59, 57, 60]]
