It No., Best MQ, No clusters, max clus, min clus
1,1.2362745098039216,4,4,2
2,1.427128427128427,5,4,2
3,1.4396167557932262,5,3,2
4,1.3073593073593073,4,4,3
5,1.3993506493506493,4,4,3
6,1.3172161172161172,3,5,4
7,1.2969620958751393,4,4,3
8,1.2489495798319328,4,4,3
9,1.3482517482517482,4,4,3
10,1.2603238265002972,5,3,2
11,1.121212121212121,3,5,4
12,1.1723076923076923,3,5,4
13,1.229319593450028,4,4,3
14,1.2424749163879598,3,5,4
15,1.3594402673350041,4,5,2
16,1.2774294670846396,3,5,3
17,1.3894300144300145,5,3,2
18,1.2998405103668262,4,4,2
19,1.375,4,4,3
20,1.4166666666666667,4,4,2
21,1.1357142857142857,4,4,3
22,1.5064935064935066,4,4,2
23,1.3172161172161172,3,5,4
24,1.2406349206349208,3,5,4
25,1.4943064182194614,4,4,2
26,1.375,3,6,3
27,1.4099511599511598,4,5,2
28,1.2380952380952381,3,5,4
29,1.1559714795008913,5,4,1
30,1.3382395382395382,4,5,2
31,1.2446633825944171,3,5,3
