0: [[9, 18, 3, 16, 29, 17, 7], [1, 24, 4, 2, 35, 6, 23, 37], [12, 32, 34, 11, 19, 14, 5], [8, 22, 36, 10, 20, 13, 15], [33, 21, 28, 27, 25, 26, 30, 31]]
1: [[9, 18, 3, 16, 29, 17, 7], [1, 24, 4, 2, 35, 6, 23, 37], [12, 32, 34, 11, 19, 14, 5], [8, 22, 36, 10, 20, 13, 15], [33, 21, 28, 27, 25, 26, 30, 31]]
2: [[9, 18, 3, 16, 29, 17, 7], [1, 24, 4, 2, 35, 6, 23, 37], [12, 32, 34, 11, 19, 14, 5], [8, 22, 36, 10, 20, 13, 15], [33, 21, 28, 27, 25, 26, 30, 31]]
3: [[9, 18, 3, 16, 29, 17, 7], [1, 24, 4, 2, 35, 6, 23, 37], [12, 32, 34, 11, 19, 14, 5], [8, 22, 36, 10, 20, 13, 15], [33, 21, 28, 27, 25, 26, 30, 31]]
4: [[9, 18, 3, 16, 29, 17, 7], [1, 24, 4, 2, 35, 6, 23, 37], [12, 32, 34, 11, 19, 14, 5], [8, 22, 36, 10, 20, 13, 15], [33, 21, 28, 27, 25, 26, 30, 31]]
5: [[9, 18, 3, 16, 29, 17, 7], [1, 24, 4, 2, 35, 6, 23, 37], [12, 32, 34, 11, 19, 14, 5], [8, 22, 36, 10, 20, 13, 15], [33, 21, 28, 27, 25, 26, 30, 31]]
6: [[9, 18, 3, 16, 29, 17, 7], [1, 24, 4, 2, 35, 6, 23, 37], [12, 32, 34, 11, 19, 14, 5], [8, 22, 36, 10, 20, 13, 15], [33, 21, 28, 27, 25, 26, 30, 31]]
7: [[9, 18, 3, 16, 29, 17, 7], [1, 24, 4, 2, 35, 6, 23, 37], [12, 32, 34, 11, 19, 14, 5], [8, 22, 36, 10, 20, 13, 15], [33, 21, 28, 27, 25, 26, 30, 31]]
8: [[9, 18, 3, 16, 29, 17, 7], [1, 24, 4, 2, 35, 6, 23, 37], [12, 32, 34, 11, 19, 14, 5], [8, 22, 36, 10, 20, 13, 15], [33, 21, 28, 27, 25, 26, 30, 31]]
9: [[9, 18, 3, 16, 29, 17, 7], [1, 24, 4, 2, 35, 6, 23, 37], [12, 32, 34, 11, 19, 14, 5], [8, 22, 36, 10, 20, 13, 15], [33, 21, 28, 27, 25, 26, 30, 31]]
10: [[9, 18, 3, 16, 29, 17, 7], [1, 24, 4, 2, 35, 6, 23, 37], [12, 32, 34, 11, 19, 14, 5], [8, 22, 36, 10, 20, 13, 15], [33, 21, 28, 27, 25, 26, 30, 31]]
11: [[9, 18, 3, 16, 29, 17, 7], [1, 24, 4, 2, 35, 6, 23, 37], [12, 32, 34, 11, 19, 14, 5], [8, 22, 36, 10, 20, 13, 15], [33, 21, 28, 27, 25, 26, 30, 31]]
12: [[9, 18, 3, 16, 29, 17, 7], [1, 24, 4, 2, 35, 6, 23, 37], [12, 32, 34, 11, 19, 14, 5], [8, 22, 36, 10, 20, 13, 15], [33, 21, 28, 27, 25, 26, 30, 31]]
13: [[9, 18, 3, 16, 29, 17, 7], [1, 24, 4, 2, 35, 6, 23, 37], [12, 32, 34, 11, 19, 14, 5], [8, 22, 36, 10, 20, 13, 15], [33, 21, 28, 27, 25, 26, 30, 31]]
14: [[9, 18, 3, 16, 29, 17, 7], [1, 24, 4, 2, 35, 6, 23, 37], [12, 32, 34, 11, 19, 14, 5], [8, 22, 36, 10, 20, 13, 15], [33, 21, 28, 27, 25, 26, 30, 31]]
15: [[9, 18, 3, 16, 29, 17, 7], [1, 24, 4, 2, 35, 6, 23, 37], [12, 32, 34, 11, 19, 14, 5], [8, 22, 36, 10, 20, 13, 15], [33, 21, 28, 27, 25, 26, 30, 31]]
16: [[9, 18, 3, 16, 29, 17, 7], [1, 24, 4, 2, 35, 6, 23, 37], [12, 32, 34, 11, 19, 14, 5], [8, 22, 36, 10, 20, 13, 15], [33, 21, 28, 27, 25, 26, 30, 31]]
17: [[9, 18, 3, 16, 29, 17, 7], [1, 24, 4, 2, 35, 6, 23, 37], [12, 32, 34, 11, 19, 14, 5], [8, 22, 36, 10, 20, 13, 15], [33, 21, 28, 27, 25, 26, 30, 31]]
18: [[9, 18, 3, 16, 29, 17, 7], [1, 24, 4, 2, 35, 6, 23, 37], [12, 32, 34, 11, 19, 14, 5], [8, 22, 36, 10, 20, 13, 15], [33, 21, 28, 27, 25, 26, 30, 31]]
19: [[9, 18, 3, 16, 29, 17, 7], [1, 24, 4, 2, 35, 6, 23, 37], [12, 32, 34, 11, 19, 14, 5], [8, 22, 36, 10, 20, 13, 15], [33, 21, 28, 27, 25, 26, 30, 31]]
20: [[9, 18, 3, 16, 29, 17, 7], [1, 24, 4, 2, 35, 6, 23, 37], [12, 32, 34, 11, 19, 14, 5], [8, 22, 36, 10, 20, 13, 15], [33, 21, 28, 27, 25, 26, 30, 31]]
21: [[9, 18, 3, 16, 29, 17, 7], [1, 24, 4, 2, 35, 6, 23, 37], [12, 32, 34, 11, 19, 14, 5], [8, 22, 36, 10, 20, 13, 15], [33, 21, 28, 27, 25, 26, 30, 31]]
22: [[9, 18, 3, 16, 29, 17, 7], [1, 24, 4, 2, 35, 6, 23, 37], [12, 32, 34, 11, 19, 14, 5], [8, 22, 36, 10, 20, 13, 15], [33, 21, 28, 27, 25, 26, 30, 31]]
23: [[9, 18, 3, 16, 29, 17, 7], [1, 24, 4, 2, 35, 6, 23, 37], [12, 32, 34, 11, 19, 14, 5], [8, 22, 36, 10, 20, 13, 15], [33, 21, 28, 27, 25, 26, 30, 31]]
24: [[9, 18, 3, 16, 29, 17, 7], [1, 24, 4, 2, 35, 6, 23, 37], [12, 32, 34, 11, 19, 14, 5], [8, 22, 36, 10, 20, 13, 15], [33, 21, 28, 27, 25, 26, 30, 31]]
25: [[9, 18, 3, 16, 29, 17, 7], [1, 24, 4, 2, 35, 6, 23, 37], [12, 32, 34, 11, 19, 14, 5], [8, 22, 36, 10, 20, 13, 15], [33, 21, 28, 27, 25, 26, 30, 31]]
26: [[9, 18, 3, 16, 29, 17, 7], [1, 24, 4, 2, 35, 6, 23, 37], [12, 32, 34, 11, 19, 14, 5], [8, 22, 36, 10, 20, 13, 15], [33, 21, 28, 27, 25, 26, 30, 31]]
27: [[9, 18, 3, 16, 29, 17, 7], [1, 24, 4, 2, 35, 6, 23, 37], [12, 32, 34, 11, 19, 14, 5], [8, 22, 36, 10, 20, 13, 15], [33, 21, 28, 27, 25, 26, 30, 31]]
28: [[9, 18, 3, 16, 29, 17, 7], [1, 24, 4, 2, 35, 6, 23, 37], [12, 32, 34, 11, 19, 14, 5], [8, 22, 36, 10, 20, 13, 15], [33, 21, 28, 27, 25, 26, 30, 31]]
29: [[9, 18, 3, 16, 29, 17, 7], [1, 24, 4, 2, 35, 6, 23, 37], [12, 32, 34, 11, 19, 14, 5], [8, 22, 36, 10, 20, 13, 15], [33, 21, 28, 27, 25, 26, 30, 31]]
30: [[9, 18, 3, 16, 29, 17, 7], [1, 24, 4, 2, 35, 6, 23, 37], [12, 32, 34, 11, 19, 14, 5], [8, 22, 36, 10, 20, 13, 15], [33, 21, 28, 27, 25, 26, 30, 31]]
31: [[9, 18, 3, 16, 29, 17, 7], [1, 24, 4, 2, 35, 6, 23, 37], [12, 32, 34, 11, 19, 14, 5], [8, 22, 36, 10, 20, 13, 15], [33, 21, 28, 27, 25, 26, 30, 31]]
32: [[9, 18, 3, 16, 29, 17, 7], [1, 24, 4, 2, 35, 6, 23, 37], [12, 32, 34, 11, 19, 14, 5], [8, 22, 36, 10, 20, 13, 15], [33, 21, 28, 27, 25, 26, 30, 31]]
33: [[9, 18, 3, 16, 29, 17, 7], [1, 24, 4, 2, 35, 6, 23, 37], [12, 32, 34, 11, 19, 14, 5], [8, 22, 36, 10, 20, 13, 15], [33, 21, 28, 27, 25, 26, 30, 31]]
34: [[9, 18, 3, 16, 29, 17, 7], [1, 24, 4, 2, 35, 6, 23, 37], [12, 32, 34, 11, 19, 14, 5], [8, 22, 36, 10, 20, 13, 15], [33, 21, 28, 27, 25, 26, 30, 31]]
35: [[9, 18, 3, 16, 29, 17, 7], [1, 24, 4, 2, 35, 6, 23, 37], [12, 32, 34, 11, 19, 14, 5], [8, 22, 36, 10, 20, 13, 15], [33, 21, 28, 27, 25, 26, 30, 31]]
36: [[9, 18, 3, 16, 29, 17, 7], [1, 24, 4, 2, 35, 6, 23, 37], [12, 32, 34, 11, 19, 14, 5], [8, 22, 36, 10, 20, 13, 15], [33, 21, 28, 27, 25, 26, 30, 31]]
37: [[9, 18, 3, 16, 29, 17, 7], [1, 24, 4, 2, 35, 6, 23, 37], [12, 32, 34, 11, 19, 14, 5], [8, 22, 36, 10, 20, 13, 15], [33, 21, 28, 27, 25, 26, 30, 31]]
38: [[9, 18, 3, 16, 29, 17, 7], [1, 24, 4, 2, 35, 6, 23, 37], [12, 32, 34, 11, 19, 14, 5], [8, 22, 36, 10, 20, 13, 15], [33, 21, 28, 27, 25, 26, 30, 31]]
39: [[9, 18, 3, 16, 29, 17, 7], [1, 24, 4, 2, 35, 6, 23, 37], [12, 32, 34, 11, 19, 14, 5], [8, 22, 36, 10, 20, 13, 15], [33, 21, 28, 27, 25, 26, 30, 31]]
40: [[9, 18, 3, 16, 29, 17, 7], [1, 24, 4, 2, 35, 6, 23, 37], [12, 32, 34, 11, 19, 14, 5], [8, 22, 36, 10, 20, 13, 15], [33, 21, 28, 27, 25, 26, 30, 31]]
41: [[9, 18, 3, 16, 29, 17, 7], [1, 24, 4, 2, 35, 6, 23, 37], [12, 32, 34, 11, 19, 14, 5], [8, 22, 36, 10, 20, 13, 15], [33, 21, 28, 27, 25, 26, 30, 31]]
42: [[9, 18, 3, 16, 29, 17, 7], [1, 24, 4, 2, 35, 6, 23, 37], [12, 32, 34, 11, 19, 14, 5], [8, 22, 36, 10, 20, 13, 15], [33, 21, 28, 27, 25, 26, 30, 31]]
43: [[9, 18, 3, 16, 29, 17, 7], [1, 24, 4, 2, 35, 6, 23, 37], [12, 32, 34, 11, 19, 14, 5], [8, 22, 36, 10, 20, 13, 15], [33, 21, 28, 27, 25, 26, 30, 31]]
44: [[9, 18, 3, 16, 29, 17, 7], [1, 24, 4, 2, 35, 6, 23, 37], [12, 32, 34, 11, 19, 14, 5], [8, 22, 36, 10, 20, 13, 15], [33, 21, 28, 27, 25, 26, 30, 31]]
45: [[9, 18, 3, 16, 29, 17, 7], [1, 24, 4, 2, 35, 6, 23, 37], [12, 32, 34, 11, 19, 14, 5], [8, 22, 36, 10, 20, 13, 15], [33, 21, 28, 27, 25, 26, 30, 31]]
46: [[9, 18, 3, 16, 29, 17, 7], [1, 24, 4, 2, 35, 6, 23, 37], [12, 32, 34, 11, 19, 14, 5], [8, 22, 36, 10, 20, 13, 15], [33, 21, 28, 27, 25, 26, 30, 31]]
47: [[9, 18, 3, 16, 29, 17, 7], [1, 24, 4, 2, 35, 6, 23, 37], [12, 32, 34, 11, 19, 14, 5], [8, 22, 36, 10, 20, 13, 15], [33, 21, 28, 27, 25, 26, 30, 31]]
48: [[9, 18, 3, 16, 29, 17, 7], [1, 24, 4, 2, 35, 6, 23, 37], [12, 32, 34, 11, 19, 14, 5], [8, 22, 36, 10, 20, 13, 15], [33, 21, 28, 27, 25, 26, 30, 31]]
49: [[9, 18, 3, 16, 29, 17, 7], [1, 24, 4, 2, 35, 6, 23, 37], [12, 32, 34, 11, 19, 14, 5], [8, 22, 36, 10, 20, 13, 15], [33, 21, 28, 27, 25, 26, 30, 31]]
50: [[9, 18, 3, 16, 29, 17, 7], [1, 24, 4, 2, 35, 6, 23, 37], [12, 32, 34, 11, 19, 14, 5], [8, 22, 36, 10, 20, 13, 15], [33, 21, 28, 27, 25, 26, 30, 31]]
51: [[9, 18, 3, 16, 29, 17, 7], [1, 24, 4, 2, 35, 6, 23, 37], [12, 32, 34, 11, 19, 14, 5], [8, 22, 36, 10, 20, 13, 15], [33, 21, 28, 27, 25, 26, 30, 31]]
52: [[9, 18, 3, 16, 29, 17, 7], [1, 24, 4, 2, 35, 6, 23, 37], [12, 32, 34, 11, 19, 14, 5], [8, 22, 36, 10, 20, 13, 15], [33, 21, 28, 27, 25, 26, 30, 31]]
53: [[9, 18, 3, 16, 29, 17, 7], [1, 24, 4, 2, 35, 6, 23, 37], [12, 32, 34, 11, 19, 14, 5], [8, 22, 36, 10, 20, 13, 15], [33, 21, 28, 27, 25, 26, 30, 31]]
54: [[9, 18, 3, 16, 29, 17, 7], [1, 24, 4, 2, 35, 6, 23, 37], [12, 32, 34, 11, 19, 14, 5], [8, 22, 36, 10, 20, 13, 15], [33, 21, 28, 27, 25, 26, 30, 31]]
55: [[9, 18, 3, 16, 29, 17, 7], [1, 24, 4, 2, 35, 6, 23, 37], [12, 32, 34, 11, 19, 14, 5], [8, 22, 36, 10, 20, 13, 15], [33, 21, 28, 27, 25, 26, 30, 31]]
56: [[9, 18, 3, 16, 29, 17, 7], [1, 24, 4, 2, 35, 6, 23, 37], [12, 32, 34, 11, 19, 14, 5], [8, 22, 36, 10, 20, 13, 15], [33, 21, 28, 27, 25, 26, 30, 31]]
57: [[9, 18, 3, 16, 29, 17, 7], [1, 24, 4, 2, 35, 6, 23, 37], [12, 32, 34, 11, 19, 14, 5], [8, 22, 36, 10, 20, 13, 15], [33, 21, 28, 27, 25, 26, 30, 31]]
58: [[9, 18, 3, 16, 29, 17, 7], [1, 24, 4, 2, 35, 6, 23, 37], [12, 32, 34, 11, 19, 14, 5], [8, 22, 36, 10, 20, 13, 15], [33, 21, 28, 27, 25, 26, 30, 31]]
59: [[9, 18, 3, 16, 29, 17, 7], [1, 24, 4, 2, 35, 6, 23, 37], [12, 32, 34, 11, 19, 14, 5], [8, 22, 36, 10, 20, 13, 15], [33, 21, 28, 27, 25, 26, 30, 31]]
60: [[9, 18, 3, 16, 29, 17, 7], [1, 24, 4, 2, 35, 6, 23, 37], [12, 32, 34, 11, 19, 14, 5], [8, 22, 36, 10, 20, 13, 15], [33, 21, 28, 27, 25, 26, 30, 31]]
61: [[9, 18, 3, 16, 29, 17, 7], [1, 24, 4, 2, 35, 6, 23, 37], [12, 32, 34, 11, 19, 14, 5], [8, 22, 36, 10, 20, 13, 15], [33, 21, 28, 27, 25, 26, 30, 31]]
62: [[9, 18, 3, 16, 29, 17, 7], [1, 24, 4, 2, 35, 6, 23, 37], [12, 32, 34, 11, 19, 14, 5], [8, 22, 36, 10, 20, 13, 15], [33, 21, 28, 27, 25, 26, 30, 31]]
63: [[9, 18, 3, 16, 29, 17, 7], [1, 24, 4, 2, 35, 6, 23, 37], [12, 32, 34, 11, 19, 14, 5], [8, 22, 36, 10, 20, 13, 15], [33, 21, 28, 27, 25, 26, 30, 31]]
64: [[9, 18, 3, 16, 29, 17, 7], [1, 24, 4, 2, 35, 6, 23, 37], [12, 32, 34, 11, 19, 14, 5], [8, 22, 36, 10, 20, 13, 15], [33, 21, 28, 27, 25, 26, 30, 31]]
65: [[9, 18, 3, 16, 29, 17, 7], [1, 24, 4, 2, 35, 6, 23, 37], [12, 32, 34, 11, 19, 14, 5], [8, 22, 36, 10, 20, 13, 15], [33, 21, 28, 27, 25, 26, 30, 31]]
