0: [[6, 1, 10, 2, 5, 8, 7], [3, 4, 9, 13, 11, 12], [14, 15, 18, 17, 20, 16, 19]]
1: [[6, 1, 10, 2, 5, 8, 7], [3, 4, 9, 13, 11, 12], [14, 15, 18, 17, 20, 16, 19]]
2: [[6, 1, 10, 2, 5, 8, 7], [3, 4, 9, 13, 11, 12], [14, 15, 18, 17, 20, 16, 19]]
3: [[6, 1, 10, 2, 5, 8, 7], [3, 4, 9, 13, 11, 12], [14, 15, 18, 17, 20, 16, 19]]
4: [[6, 1, 10, 2, 5, 8, 7], [3, 4, 9, 13, 11, 12], [14, 15, 18, 17, 20, 16, 19]]
5: [[6, 1, 10, 2, 5, 8, 7], [3, 4, 9, 13, 11, 12], [14, 15, 18, 17, 20, 16, 19]]
6: [[6, 1, 10, 2, 5, 8, 7], [3, 4, 9, 13, 11, 12], [14, 15, 18, 17, 20, 16, 19]]
7: [[6, 1, 10, 2, 5, 8, 7], [3, 4, 9, 13, 11, 12], [14, 15, 18, 17, 20, 16, 19]]
8: [[6, 1, 10, 2, 5, 8, 7], [3, 4, 9, 13, 11, 12], [14, 15, 18, 17, 20, 16, 19]]
9: [[6, 1, 10, 2, 5, 8, 7], [3, 4, 9, 13, 11, 12], [14, 15, 18, 17, 20, 16, 19]]
10: [[6, 1, 10, 2, 5, 8, 7], [3, 4, 9, 13, 11, 12], [14, 15, 18, 17, 20, 16, 19]]
11: [[6, 1, 10, 2, 5, 8, 7], [3, 4, 9, 13, 11, 12], [14, 15, 18, 17, 20, 16, 19]]
12: [[6, 1, 10, 2, 5, 8, 7], [3, 4, 9, 13, 11, 12], [14, 15, 18, 17, 20, 16, 19]]
13: [[6, 1, 10, 2, 5, 8, 7], [3, 4, 9, 13, 11, 12], [14, 15, 18, 17, 20, 16, 19]]
14: [[6, 1, 10, 2, 5, 8, 7], [3, 4, 9, 13, 11, 12], [14, 15, 18, 17, 20, 16, 19]]
15: [[6, 1, 10, 2, 5, 8, 7], [3, 4, 9, 13, 11, 12], [14, 15, 18, 17, 20, 16, 19]]
16: [[6, 1, 10, 2, 5, 8, 7], [3, 4, 9, 13, 11, 12], [14, 15, 18, 17, 20, 16, 19]]
17: [[6, 1, 10, 2, 5, 8, 7], [3, 4, 9, 13, 11, 12], [14, 15, 18, 17, 20, 16, 19]]
18: [[6, 1, 10, 2, 5, 8, 7], [3, 4, 9, 13, 11, 12], [14, 15, 18, 17, 20, 16, 19]]
19: [[6, 1, 10, 2, 5, 8, 7], [3, 4, 9, 13, 11, 12], [14, 15, 18, 17, 20, 16, 19]]
20: [[6, 1, 10, 2, 5, 8, 7], [3, 4, 9, 13, 11, 12], [14, 15, 18, 17, 20, 16, 19]]
21: [[6, 1, 10, 2, 5, 8, 7], [3, 4, 9, 13, 11, 12], [14, 15, 18, 17, 20, 16, 19]]
22: [[6, 1, 10, 2, 5, 8, 7], [3, 4, 9, 13, 11, 12], [14, 15, 18, 17, 20, 16, 19]]
23: [[6, 1, 10, 2, 5, 8, 7], [3, 4, 9, 13, 11, 12], [14, 15, 18, 17, 20, 16, 19]]
24: [[6, 1, 10, 2, 5, 8, 7], [3, 4, 9, 13, 11, 12], [14, 15, 18, 17, 20, 16, 19]]
25: [[6, 1, 10, 2, 5, 8, 7], [3, 4, 9, 13, 11, 12], [14, 15, 18, 17, 20, 16, 19]]
26: [[6, 1, 10, 2, 5, 8, 7], [3, 4, 9, 13, 11, 12], [14, 15, 18, 17, 20, 16, 19]]
27: [[6, 1, 10, 2, 5, 8, 7], [3, 4, 9, 13, 11, 12], [14, 15, 18, 17, 20, 16, 19]]
28: [[6, 1, 10, 2, 5, 8, 7], [3, 4, 9, 13, 11, 12], [14, 15, 18, 17, 20, 16, 19]]
29: [[6, 1, 10, 2, 5, 8, 7], [3, 4, 9, 13, 11, 12], [14, 15, 18, 17, 20, 16, 19]]
30: [[6, 1, 10, 2, 5, 8, 7], [3, 4, 9, 13, 11, 12], [14, 15, 18, 17, 20, 16, 19]]
31: [[6, 1, 10, 2, 5, 8, 7], [3, 4, 9, 13, 11, 12], [14, 15, 18, 17, 20, 16, 19]]
32: [[6, 1, 10, 2, 5, 8, 7], [3, 4, 9, 13, 11, 12], [14, 15, 18, 17, 20, 16, 19]]
33: [[6, 1, 10, 2, 5, 8, 7], [3, 4, 9, 13, 11, 12], [14, 15, 18, 17, 20, 16, 19]]
34: [[6, 1, 10, 2, 5, 8, 7], [3, 4, 9, 13, 11, 12], [14, 15, 18, 17, 20, 16, 19]]
35: [[6, 1, 10, 2, 5, 8, 7], [3, 4, 9, 13, 11, 12], [14, 15, 18, 17, 20, 16, 19]]
36: [[6, 1, 10, 2, 5, 8, 7], [3, 4, 9, 13, 11, 12], [14, 15, 18, 17, 20, 16, 19]]
37: [[6, 1, 10, 2, 5, 8, 7], [3, 4, 9, 13, 11, 12], [14, 15, 18, 17, 20, 16, 19]]
38: [[6, 1, 10, 2, 5, 8, 7], [3, 4, 9, 13, 11, 12], [14, 15, 18, 17, 20, 16, 19]]
39: [[6, 1, 10, 2, 5, 8, 7], [3, 4, 9, 13, 11, 12], [14, 15, 18, 17, 20, 16, 19]]
40: [[6, 1, 10, 2, 5, 8, 7], [3, 4, 9, 13, 11, 12], [14, 15, 18, 17, 20, 16, 19]]
41: [[6, 1, 10, 2, 5, 8, 7], [3, 4, 9, 13, 11, 12], [14, 15, 18, 17, 20, 16, 19]]
