It No., Best MQ, No clusters, max clus, min clus
1,1.7159804494875934,16,9,2
2,1.9685232210595878,18,11,2
3,1.8254451141108863,10,17,2
4,1.8637995587376408,13,9,2
5,1.8425601797617663,11,11,3
6,1.8819388911624886,21,6,1
7,1.9370976904411923,15,9,1
8,1.7535652902851253,8,18,2
9,1.9595631983129613,15,8,2
10,1.7476910670467154,13,9,2
11,1.9339910307728652,17,13,1
12,1.8361125746690825,9,27,1
13,1.6514692521343535,15,10,2
14,1.8067929225186643,13,13,1
15,1.881430996933961,14,10,2
16,1.8127680947093292,9,19,2
17,1.8468167578127428,16,6,2
18,1.9716328862769545,13,9,2
19,1.7796390757302682,11,10,2
20,1.8226754269470007,16,7,2
21,1.9710930255022492,10,11,2
22,1.533346611156645,10,13,2
23,1.8775710847377152,11,11,2
24,1.6506904097054478,11,14,2
25,1.7932379044733784,11,12,3
26,1.8613719658773007,15,8,2
27,1.8744217018776188,17,6,1
28,1.9507417404473677,15,11,1
29,1.6627786344989344,12,15,1
30,1.8203018781288516,15,7,1
31,1.628630493140348,15,6,2
