0: [[1, 11, 15, 19, 2, 14], [3, 4, 24, 8, 12], [6, 7, 5, 28, 23, 10], [13, 9, 16, 18, 17, 22], [21, 20, 26, 29, 27, 25]]
1: [[1, 11, 15, 19, 2, 14], [3, 4, 24, 8, 12], [6, 7, 5, 28, 23, 10], [13, 9, 16, 18, 17, 22], [21, 20, 26, 29, 27, 25]]
2: [[1, 11, 15, 19, 2, 14], [3, 4, 24, 8, 12], [6, 7, 5, 28, 23, 10], [13, 9, 16, 18, 17, 22], [21, 20, 26, 29, 27, 25]]
3: [[1, 11, 15, 19, 2, 14], [3, 4, 24, 8, 12], [6, 7, 5, 28, 23, 10], [13, 9, 16, 18, 17, 22], [21, 20, 26, 29, 27, 25]]
4: [[1, 11, 15, 19, 2, 14], [3, 4, 24, 8, 12], [6, 7, 5, 28, 23, 10], [13, 9, 16, 18, 17, 22], [21, 20, 26, 29, 27, 25]]
5: [[1, 11, 15, 19, 2, 14], [3, 4, 24, 8, 12], [6, 7, 5, 28, 23, 10], [13, 9, 16, 18, 17, 22], [21, 20, 26, 29, 27, 25]]
6: [[1, 11, 15, 19, 2, 14], [3, 4, 24, 8, 12], [6, 7, 5, 28, 23, 10], [13, 9, 16, 18, 17, 22], [21, 20, 26, 29, 27, 25]]
7: [[1, 11, 15, 19, 2, 14], [3, 4, 24, 8, 12], [6, 7, 5, 28, 23, 10], [13, 9, 16, 18, 17, 22], [21, 20, 26, 29, 27, 25]]
8: [[1, 11, 15, 19, 2, 14], [3, 4, 24, 8, 12], [6, 7, 5, 28, 23, 10], [13, 9, 16, 18, 17, 22], [21, 20, 26, 29, 27, 25]]
9: [[1, 11, 15, 19, 2, 14], [3, 4, 24, 8, 12], [6, 7, 5, 28, 23, 10], [13, 9, 16, 18, 17, 22], [21, 20, 26, 29, 27, 25]]
10: [[1, 11, 15, 19, 2, 14], [3, 4, 24, 8, 12], [6, 7, 5, 28, 23, 10], [13, 9, 16, 18, 17, 22], [21, 20, 26, 29, 27, 25]]
11: [[1, 11, 15, 19, 2, 14], [3, 4, 24, 8, 12], [6, 7, 5, 28, 23, 10], [13, 9, 16, 18, 17, 22], [21, 20, 26, 29, 27, 25]]
12: [[1, 11, 15, 19, 2, 14], [3, 4, 24, 8, 12], [6, 7, 5, 28, 23, 10], [13, 9, 16, 18, 17, 22], [21, 20, 26, 29, 27, 25]]
13: [[1, 11, 15, 19, 2, 14], [3, 4, 24, 8, 12], [6, 7, 5, 28, 23, 10], [13, 9, 16, 18, 17, 22], [21, 20, 26, 29, 27, 25]]
14: [[1, 11, 15, 19, 2, 14], [3, 4, 24, 8, 12], [6, 7, 5, 28, 23, 10], [13, 9, 16, 18, 17, 22], [21, 20, 26, 29, 27, 25]]
15: [[1, 11, 15, 19, 2, 14], [3, 4, 24, 8, 12], [6, 7, 5, 28, 23, 10], [13, 9, 16, 18, 17, 22], [21, 20, 26, 29, 27, 25]]
16: [[1, 11, 15, 19, 2, 14], [3, 4, 24, 8, 12], [6, 7, 5, 28, 23, 10], [13, 9, 16, 18, 17, 22], [21, 20, 26, 29, 27, 25]]
17: [[1, 11, 15, 19, 2, 14], [3, 4, 24, 8, 12], [6, 7, 5, 28, 23, 10], [13, 9, 16, 18, 17, 22], [21, 20, 26, 29, 27, 25]]
18: [[1, 11, 15, 19, 2, 14], [3, 4, 24, 8, 12], [6, 7, 5, 28, 23, 10], [13, 9, 16, 18, 17, 22], [21, 20, 26, 29, 27, 25]]
19: [[1, 11, 15, 19, 2, 14], [3, 4, 24, 8, 12], [6, 7, 5, 28, 23, 10], [13, 9, 16, 18, 17, 22], [21, 20, 26, 29, 27, 25]]
20: [[1, 11, 15, 19, 2, 14], [3, 4, 24, 8, 12], [6, 7, 5, 28, 23, 10], [13, 9, 16, 18, 17, 22], [21, 20, 26, 29, 27, 25]]
21: [[1, 11, 15, 19, 2, 14], [3, 4, 24, 8, 12], [6, 7, 5, 28, 23, 10], [13, 9, 16, 18, 17, 22], [21, 20, 26, 29, 27, 25]]
22: [[1, 11, 15, 19, 2, 14], [3, 4, 24, 8, 12], [6, 7, 5, 28, 23, 10], [13, 9, 16, 18, 17, 22], [21, 20, 26, 29, 27, 25]]
23: [[1, 11, 15, 19, 2, 14], [3, 4, 24, 8, 12], [6, 7, 5, 28, 23, 10], [13, 9, 16, 18, 17, 22], [21, 20, 26, 29, 27, 25]]
24: [[1, 11, 15, 19, 2, 14], [3, 4, 24, 8, 12], [6, 7, 5, 28, 23, 10], [13, 9, 16, 18, 17, 22], [21, 20, 26, 29, 27, 25]]
25: [[1, 11, 15, 19, 2, 14], [3, 4, 24, 8, 12], [6, 7, 5, 28, 23, 10], [13, 9, 16, 18, 17, 22], [21, 20, 26, 29, 27, 25]]
26: [[1, 11, 15, 19, 2, 14], [3, 4, 24, 8, 12], [6, 7, 5, 28, 23, 10], [13, 9, 16, 18, 17, 22], [21, 20, 26, 29, 27, 25]]
27: [[1, 11, 15, 19, 2, 14], [3, 4, 24, 8, 12], [6, 7, 5, 28, 23, 10], [13, 9, 16, 18, 17, 22], [21, 20, 26, 29, 27, 25]]
28: [[1, 11, 15, 19, 2, 14], [3, 4, 24, 8, 12], [6, 7, 5, 28, 23, 10], [13, 9, 16, 18, 17, 22], [21, 20, 26, 29, 27, 25]]
29: [[1, 11, 15, 19, 2, 14], [3, 4, 24, 8, 12], [6, 7, 5, 28, 23, 10], [13, 9, 16, 18, 17, 22], [21, 20, 26, 29, 27, 25]]
30: [[1, 11, 15, 19, 2, 14], [3, 4, 24, 8, 12], [6, 7, 5, 28, 23, 10], [13, 9, 16, 18, 17, 22], [21, 20, 26, 29, 27, 25]]
31: [[1, 11, 15, 19, 2, 14], [3, 4, 24, 8, 12], [6, 7, 5, 28, 23, 10], [13, 9, 16, 18, 17, 22], [21, 20, 26, 29, 27, 25]]
32: [[1, 11, 15, 19, 2, 14], [3, 4, 24, 8, 12], [6, 7, 5, 28, 23, 10], [13, 9, 16, 18, 17, 22], [21, 20, 26, 29, 27, 25]]
33: [[1, 11, 15, 19, 2, 14], [3, 4, 24, 8, 12], [6, 7, 5, 28, 23, 10], [13, 9, 16, 18, 17, 22], [21, 20, 26, 29, 27, 25]]
34: [[1, 11, 15, 19, 2, 14], [3, 4, 24, 8, 12], [6, 7, 5, 28, 23, 10], [13, 9, 16, 18, 17, 22], [21, 20, 26, 29, 27, 25]]
35: [[1, 11, 15, 19, 2, 14], [3, 4, 24, 8, 12], [6, 7, 5, 28, 23, 10], [13, 9, 16, 18, 17, 22], [21, 20, 26, 29, 27, 25]]
36: [[1, 11, 15, 19, 2, 14], [3, 4, 24, 8, 12], [6, 7, 5, 28, 23, 10], [13, 9, 16, 18, 17, 22], [21, 20, 26, 29, 27, 25]]
37: [[1, 11, 15, 19, 2, 14], [3, 4, 24, 8, 12], [6, 7, 5, 28, 23, 10], [13, 9, 16, 18, 17, 22], [21, 20, 26, 29, 27, 25]]
38: [[1, 11, 15, 19, 2, 14], [3, 4, 24, 8, 12], [6, 7, 5, 28, 23, 10], [13, 9, 16, 18, 17, 22], [21, 20, 26, 29, 27, 25]]
39: [[1, 11, 15, 19, 2, 14], [3, 4, 24, 8, 12], [6, 7, 5, 28, 23, 10], [13, 9, 16, 18, 17, 22], [21, 20, 26, 29, 27, 25]]
