0: [[3, 1, 5], [8, 4, 6], [7, 9, 11], [12, 10, 13, 2]]
1: [[3, 1, 5], [8, 4, 6], [7, 9, 11], [12, 10, 13, 2]]
2: [[3, 1, 5], [8, 4, 6], [7, 9, 11], [12, 10, 13, 2]]
3: [[3, 1, 5], [8, 4, 6], [7, 9, 11], [12, 10, 13, 2]]
4: [[3, 1, 5], [8, 4, 6], [7, 9, 11], [12, 10, 13, 2]]
5: [[3, 1, 5], [8, 4, 6], [7, 9, 11], [12, 10, 13, 2]]
6: [[3, 1, 5], [8, 4, 6], [7, 9, 11], [12, 10, 13, 2]]
7: [[3, 1, 5], [8, 4, 6], [7, 9, 11], [12, 10, 13, 2]]
8: [[3, 1, 5], [8, 4, 6], [7, 9, 11], [12, 10, 13, 2]]
9: [[3, 1, 5], [8, 4, 6], [7, 9, 11], [12, 10, 13, 2]]
10: [[3, 1, 5], [8, 4, 6], [7, 9, 11], [12, 10, 13, 2]]
11: [[3, 1, 5], [8, 4, 6], [7, 9, 11], [12, 10, 13, 2]]
12: [[3, 1, 5], [8, 4, 6], [7, 9, 11], [12, 10, 13, 2]]
13: [[3, 1, 5], [8, 4, 6], [7, 9, 11], [12, 10, 13, 2]]
14: [[3, 1, 5], [8, 4, 6], [7, 9, 11], [12, 10, 13, 2]]
15: [[3, 1, 5], [8, 4, 6], [7, 9, 11], [12, 10, 13, 2]]
16: [[3, 1, 5], [8, 4, 6], [7, 9, 11], [12, 10, 13, 2]]
17: [[3, 1, 5], [8, 4, 6], [7, 9, 11], [12, 10, 13, 2]]
18: [[3, 1, 5], [8, 4, 6], [7, 9, 11], [12, 10, 13, 2]]
19: [[3, 1, 5], [8, 4, 6], [7, 9, 11], [12, 10, 13, 2]]
20: [[3, 1, 5], [8, 4, 6], [7, 9, 11], [12, 10, 13, 2]]
21: [[3, 1, 5], [8, 4, 6], [7, 9, 11], [12, 10, 13, 2]]
22: [[3, 1, 5], [8, 4, 6], [7, 9, 11], [12, 10, 13, 2]]
23: [[3, 1, 5], [8, 4, 6], [7, 9, 11], [12, 10, 13, 2]]
24: [[3, 1, 5], [8, 4, 6], [7, 9, 11], [12, 10, 13, 2]]
25: [[3, 1, 5], [8, 4, 6], [7, 9, 11], [12, 10, 13, 2]]
