0: [[1, 5, 4], [7, 11, 20], [2, 14, 10], [9, 6, 13], [12, 8, 15], [3, 16, 18], [19, 17, 22], [21, 23, 24]]
1: [[1, 5, 4], [7, 11, 20], [2, 14, 10], [9, 6, 13], [12, 8, 15], [3, 16, 18], [19, 17, 22], [21, 23, 24]]
2: [[1, 5, 4], [7, 11, 20], [2, 14, 10], [9, 6, 13], [12, 8, 15], [3, 16, 18], [19, 17, 22], [21, 23, 24]]
3: [[1, 5, 4], [7, 11, 20], [2, 14, 10], [9, 6, 13], [12, 8, 15], [3, 16, 18], [19, 17, 22], [21, 23, 24]]
4: [[1, 5, 4], [7, 11, 20], [2, 14, 10], [9, 6, 13], [12, 8, 15], [3, 16, 18], [19, 17, 22], [21, 23, 24]]
5: [[1, 5, 4], [7, 11, 20], [2, 14, 10], [9, 6, 13], [12, 8, 15], [3, 16, 18], [19, 17, 22], [21, 23, 24]]
6: [[1, 5, 4], [7, 11, 20], [2, 14, 10], [9, 6, 13], [12, 8, 15], [3, 16, 18], [19, 17, 22], [21, 23, 24]]
7: [[1, 5, 4], [7, 11, 20], [2, 14, 10], [9, 6, 13], [12, 8, 15], [3, 16, 18], [19, 17, 22], [21, 23, 24]]
8: [[1, 5, 4], [7, 11, 20], [2, 14, 10], [9, 6, 13], [12, 8, 15], [3, 16, 18], [19, 17, 22], [21, 23, 24]]
9: [[1, 5, 4], [7, 11, 20], [2, 14, 10], [9, 6, 13], [12, 8, 15], [3, 16, 18], [19, 17, 22], [21, 23, 24]]
10: [[1, 5, 4], [7, 11, 20], [2, 14, 10], [9, 6, 13], [12, 8, 15], [3, 16, 18], [19, 17, 22], [21, 23, 24]]
11: [[1, 5, 4], [7, 11, 20], [2, 14, 10], [9, 6, 13], [12, 8, 15], [3, 16, 18], [19, 17, 22], [21, 23, 24]]
12: [[1, 5, 4], [7, 11, 20], [2, 14, 10], [9, 6, 13], [12, 8, 15], [3, 16, 18], [19, 17, 22], [21, 23, 24]]
13: [[1, 5, 4], [7, 11, 20], [2, 14, 10], [9, 6, 13], [12, 8, 15], [3, 16, 18], [19, 17, 22], [21, 23, 24]]
14: [[1, 5, 4], [7, 11, 20], [2, 14, 10], [9, 6, 13], [12, 8, 15], [3, 16, 18], [19, 17, 22], [21, 23, 24]]
15: [[1, 5, 4], [7, 11, 20], [2, 14, 10], [9, 6, 13], [12, 8, 15], [3, 16, 18], [19, 17, 22], [21, 23, 24]]
16: [[1, 5, 4], [7, 11, 20], [2, 14, 10], [9, 6, 13], [12, 8, 15], [3, 16, 18], [19, 17, 22], [21, 23, 24]]
17: [[1, 5, 4], [7, 11, 20], [2, 14, 10], [9, 6, 13], [12, 8, 15], [3, 16, 18], [19, 17, 22], [21, 23, 24]]
18: [[1, 5, 4], [7, 11, 20], [2, 14, 10], [9, 6, 13], [12, 8, 15], [3, 16, 18], [19, 17, 22], [21, 23, 24]]
19: [[1, 5, 4], [7, 11, 20], [2, 14, 10], [9, 6, 13], [12, 8, 15], [3, 16, 18], [19, 17, 22], [21, 23, 24]]
20: [[1, 5, 4], [7, 11, 20], [2, 14, 10], [9, 6, 13], [12, 8, 15], [3, 16, 18], [19, 17, 22], [21, 23, 24]]
21: [[1, 5, 4], [7, 11, 20], [2, 14, 10], [9, 6, 13], [12, 8, 15], [3, 16, 18], [19, 17, 22], [21, 23, 24]]
22: [[1, 5, 4], [7, 11, 20], [2, 14, 10], [9, 6, 13], [12, 8, 15], [3, 16, 18], [19, 17, 22], [21, 23, 24]]
23: [[1, 5, 4], [7, 11, 20], [2, 14, 10], [9, 6, 13], [12, 8, 15], [3, 16, 18], [19, 17, 22], [21, 23, 24]]
24: [[1, 5, 4], [7, 11, 20], [2, 14, 10], [9, 6, 13], [12, 8, 15], [3, 16, 18], [19, 17, 22], [21, 23, 24]]
