0: [[5, 16, 19, 1, 3, 10, 4, 2], [6, 13, 12, 14, 7, 11, 15, 8], [9, 21, 18, 17, 22, 23, 20, 24]]
1: [[5, 16, 19, 1, 3, 10, 4, 2], [6, 13, 12, 14, 7, 11, 15, 8], [9, 21, 18, 17, 22, 23, 20, 24]]
2: [[5, 16, 19, 1, 3, 10, 4, 2], [6, 13, 12, 14, 7, 11, 15, 8], [9, 21, 18, 17, 22, 23, 20, 24]]
3: [[5, 16, 19, 1, 3, 10, 4, 2], [6, 13, 12, 14, 7, 11, 15, 8], [9, 21, 18, 17, 22, 23, 20, 24]]
4: [[5, 16, 19, 1, 3, 10, 4, 2], [6, 13, 12, 14, 7, 11, 15, 8], [9, 21, 18, 17, 22, 23, 20, 24]]
5: [[5, 16, 19, 1, 3, 10, 4, 2], [6, 13, 12, 14, 7, 11, 15, 8], [9, 21, 18, 17, 22, 23, 20, 24]]
6: [[5, 16, 19, 1, 3, 10, 4, 2], [6, 13, 12, 14, 7, 11, 15, 8], [9, 21, 18, 17, 22, 23, 20, 24]]
7: [[5, 16, 19, 1, 3, 10, 4, 2], [6, 13, 12, 14, 7, 11, 15, 8], [9, 21, 18, 17, 22, 23, 20, 24]]
8: [[5, 16, 19, 1, 3, 10, 4, 2], [6, 13, 12, 14, 7, 11, 15, 8], [9, 21, 18, 17, 22, 23, 20, 24]]
9: [[5, 16, 19, 1, 3, 10, 4, 2], [6, 13, 12, 14, 7, 11, 15, 8], [9, 21, 18, 17, 22, 23, 20, 24]]
10: [[5, 16, 19, 1, 3, 10, 4, 2], [6, 13, 12, 14, 7, 11, 15, 8], [9, 21, 18, 17, 22, 23, 20, 24]]
11: [[5, 16, 19, 1, 3, 10, 4, 2], [6, 13, 12, 14, 7, 11, 15, 8], [9, 21, 18, 17, 22, 23, 20, 24]]
12: [[5, 16, 19, 1, 3, 10, 4, 2], [6, 13, 12, 14, 7, 11, 15, 8], [9, 21, 18, 17, 22, 23, 20, 24]]
13: [[5, 16, 19, 1, 3, 10, 4, 2], [6, 13, 12, 14, 7, 11, 15, 8], [9, 21, 18, 17, 22, 23, 20, 24]]
14: [[5, 16, 19, 1, 3, 10, 4, 2], [6, 13, 12, 14, 7, 11, 15, 8], [9, 21, 18, 17, 22, 23, 20, 24]]
15: [[5, 16, 19, 1, 3, 10, 4, 2], [6, 13, 12, 14, 7, 11, 15, 8], [9, 21, 18, 17, 22, 23, 20, 24]]
