It No., Best MQ, No clusters, max clus, min clus
1,1.7487140929246192,12,6,1
2,1.9778367642962535,12,5,2
3,1.9032213309159738,10,6,2
4,1.8035472355184679,9,8,1
5,1.7878627804943594,12,6,1
6,1.8463579744890357,11,8,1
7,1.9162389886565594,13,5,1
8,1.7401377938949096,10,9,2
9,1.8027173497908955,10,7,2
10,1.915000052684323,12,5,2
11,1.908251711441112,12,7,2
12,1.7499938579676695,8,8,2
13,1.9895881981146883,10,6,2
14,1.6460933870970589,9,7,1
15,1.685013500809372,11,5,2
16,1.3883484573502725,4,13,1
17,1.7177004073316087,12,5,2
18,1.8859556271320976,12,5,2
19,1.902501669763166,11,5,2
20,1.8821205367907974,10,5,2
21,1.7585222184152933,11,5,2
22,1.8083123165735582,12,5,1
23,1.9503874579555969,12,5,2
24,1.6428486058445424,7,8,3
25,1.4736694986943248,7,10,3
26,2.0136126931093474,10,8,2
27,1.8378803285336536,9,9,2
28,1.9906184291898577,11,4,2
29,1.9939211825682999,10,7,1
30,1.9146120284121857,10,5,2
31,1.9167242320899087,12,5,2
