It No., Best MQ, No clusters, max clus, min clus
1,1.6813821697739284,4,22,22
2,1.7060910243883787,4,22,22
3,2.064199904302942,4,22,22
4,2.1022949225179532,8,11,11
5,2.012454680610537,6,15,14
6,1.9160259637750303,5,18,17
7,1.6360631799293923,5,18,17
8,1.7218426072704884,4,22,22
9,1.7631180329999991,4,22,22
10,1.8661420879036719,4,22,22
11,1.7595261866275462,4,22,22
12,1.844062740981465,4,22,22
13,1.7982090482229627,4,22,22
14,1.713546471255234,4,22,22
15,1.7113805153147303,4,22,22
16,2.524969674881111,11,8,8
17,2.4872094107707983,20,5,4
18,1.8869652876645626,5,18,17
19,1.6219609656387215,3,30,29
20,1.720334590509206,4,22,22
21,1.85590167799123,4,22,22
22,2.179881970253365,11,8,8
23,1.63015653070432,5,18,17
24,1.8826257825987518,4,22,22
25,1.6905128113158139,5,18,17
26,1.6486344287021832,4,22,22
27,1.765562012187656,4,22,22
28,1.8250366047700661,6,15,14
29,1.7641016860089442,4,22,22
30,1.756754201415761,4,22,22
31,1.566294924586226,4,22,22
