0: [[11, 6, 9], [5, 3, 1], [8, 13, 12, 7], [10, 2, 4]]
1: [[11, 6, 9], [5, 3, 1], [8, 13, 12, 7], [10, 2, 4]]
2: [[11, 6, 9], [5, 3, 1], [8, 13, 12, 7], [10, 2, 4]]
3: [[11, 6, 9], [5, 3, 1], [8, 13, 12, 7], [10, 2, 4]]
4: [[11, 6, 9], [5, 3, 1], [8, 13, 12, 7], [10, 2, 4]]
5: [[11, 6, 9], [5, 3, 1], [8, 13, 12, 7], [10, 2, 4]]
6: [[11, 6, 9], [5, 3, 1], [8, 13, 12, 7], [10, 2, 4]]
7: [[11, 6, 9], [5, 3, 1], [8, 13, 12, 7], [10, 2, 4]]
8: [[11, 6, 9], [5, 3, 1], [8, 13, 12, 7], [10, 2, 4]]
9: [[11, 6, 9], [5, 3, 1], [8, 13, 12, 7], [10, 2, 4]]
10: [[11, 6, 9], [5, 3, 1], [8, 13, 12, 7], [10, 2, 4]]
11: [[11, 6, 9], [5, 3, 1], [8, 13, 12, 7], [10, 2, 4]]
12: [[11, 6, 9], [5, 3, 1], [8, 13, 12, 7], [10, 2, 4]]
13: [[11, 6, 9], [5, 3, 1], [8, 13, 12, 7], [10, 2, 4]]
14: [[11, 6, 9], [5, 3, 1], [8, 13, 12, 7], [10, 2, 4]]
15: [[11, 6, 9], [5, 3, 1], [8, 13, 12, 7], [10, 2, 4]]
16: [[11, 6, 9, 5], [3, 1, 8], [13, 12, 7], [10, 2, 4]]
17: [[11, 6, 9, 5], [3, 1, 8], [13, 12, 7], [10, 2, 4]]
18: [[11, 6, 9, 5], [3, 1, 8], [13, 12, 7], [10, 2, 4]]
19: [[11, 6, 9, 5], [3, 1, 8], [13, 12, 7], [10, 2, 4]]
20: [[11, 6, 9, 5], [3, 1, 8], [13, 12, 7], [10, 2, 4]]
21: [[11, 6, 9, 5], [3, 1, 8], [13, 12, 7], [10, 2, 4]]
22: [[11, 6, 9, 5], [3, 1, 8], [13, 12, 7], [10, 2, 4]]
23: [[11, 6, 9, 5], [3, 1, 8], [13, 12, 7], [10, 2, 4]]
24: [[11, 6, 9, 5], [3, 1, 8], [13, 12, 7], [10, 2, 4]]
25: [[11, 6, 9, 5], [3, 1, 8], [13, 12, 7], [10, 2, 4]]
26: [[11, 6, 9, 5], [3, 1, 8], [13, 12, 7], [10, 2, 4]]
27: [[11, 6, 9, 5], [3, 1, 8], [13, 12, 7], [10, 2, 4]]
