It No., Best MQ, No clusters, max clus, min clus
1,1.7531715321139583,15,9,1
2,1.9249251380996943,12,8,2
3,1.7931386682440986,13,8,2
4,1.7617208025772744,15,14,2
5,1.6584551533146805,12,8,2
6,1.7812135571965733,14,7,2
7,1.7312409810765652,10,12,2
8,1.7916268978449847,12,5,5
9,1.6899521732437415,10,13,1
10,1.694768148470854,6,31,3
11,1.7064915821733813,7,20,4
12,1.8035437953366285,12,10,1
13,1.7623634111603814,16,6,1
14,1.7028358113348743,9,13,3
15,1.84362987127447,11,12,2
16,1.7822827583623158,12,9,3
17,1.7393124711238108,15,5,2
18,1.8155140767428044,10,32,1
19,1.7241034029566498,8,32,2
20,1.916997905424662,11,12,2
21,1.8190215490611237,11,14,2
22,1.80830969859802,11,11,3
23,1.7421180518507648,6,42,2
24,1.7323324534562439,15,10,1
25,1.821071891163446,9,11,3
26,1.8015690566009317,7,16,3
27,1.7662640132343745,10,11,3
28,1.6504159099184013,8,13,4
29,1.9370361064792236,22,5,1
30,1.7847711111934144,9,11,2
31,1.744786756884875,12,9,4
