0: [[14, 3, 4, 6], [7, 5, 8, 10, 2], [13, 1, 11, 12, 9], [16, 15, 17, 18, 19, 20]]
1: [[14, 3, 4, 6], [7, 5, 8, 10, 2], [13, 1, 11, 12, 9], [16, 15, 17, 18, 19, 20]]
2: [[14, 3, 4, 6], [7, 5, 8, 10, 2], [13, 1, 11, 12, 9], [16, 15, 17, 18, 19, 20]]
3: [[14, 3, 4, 6], [7, 5, 8, 10, 2], [13, 1, 11, 12, 9], [16, 15, 17, 18, 19, 20]]
4: [[14, 3, 4, 6], [7, 5, 8, 10, 2], [13, 1, 11, 12, 9], [16, 15, 17, 18, 19, 20]]
5: [[14, 3, 4, 6], [7, 5, 8, 10, 2], [13, 1, 11, 12, 9], [16, 15, 17, 18, 19, 20]]
6: [[14, 3, 4, 6], [7, 5, 8, 10, 2], [13, 1, 11, 12, 9], [16, 15, 17, 18, 19, 20]]
7: [[14, 3, 4, 6], [7, 5, 8, 10, 2], [13, 1, 11, 12, 9], [16, 15, 17, 18, 19, 20]]
8: [[14, 3, 4, 6], [7, 5, 8, 10, 2], [13, 1, 11, 12, 9], [16, 15, 17, 18, 19, 20]]
9: [[14, 3, 4, 6], [7, 5, 8, 10, 2], [13, 1, 11, 12, 9], [16, 15, 17, 18, 19, 20]]
10: [[14, 3, 4, 6], [7, 5, 8, 10, 2], [13, 1, 11, 12, 9], [16, 15, 17, 18, 19, 20]]
11: [[14, 3, 4, 6], [7, 5, 8, 10, 2], [13, 1, 11, 12, 9], [16, 15, 17, 18, 19, 20]]
12: [[14, 3, 4, 6], [7, 5, 8, 10, 2], [13, 1, 11, 12, 9], [16, 15, 17, 18, 19, 20]]
13: [[14, 3, 4, 6], [7, 5, 8, 10, 2], [13, 1, 11, 12, 9], [16, 15, 17, 18, 19, 20]]
14: [[14, 3, 4, 6], [7, 5, 8, 10, 2], [13, 1, 11, 12, 9], [16, 15, 17, 18, 19, 20]]
15: [[14, 3, 4, 6], [7, 5, 8, 10, 2], [13, 1, 11, 12, 9], [16, 15, 17, 18, 19, 20]]
16: [[14, 3, 7, 4, 6], [5, 8, 10, 2], [13, 1, 11, 12, 9], [16, 15, 17, 18, 19, 20]]
17: [[14, 3, 5, 4, 6], [7, 8, 10, 2], [13, 1, 11, 12, 9], [16, 15, 17, 18, 19, 20]]
18: [[14, 3, 7, 4, 6], [5, 8, 10, 2], [13, 1, 11, 12, 9], [16, 15, 17, 18, 19, 20]]
19: [[14, 3, 7, 4, 6], [5, 8, 10, 2], [13, 1, 11, 12, 9], [16, 15, 17, 18, 19, 20]]
20: [[14, 3, 7, 4, 6], [5, 8, 10, 2], [13, 1, 11, 12, 9], [16, 15, 17, 18, 19, 20]]
21: [[14, 3, 7, 4, 6], [5, 8, 10, 2], [13, 1, 11, 12, 9], [16, 15, 17, 18, 19, 20]]
22: [[14, 3, 7, 4, 6], [5, 8, 10, 2], [13, 1, 11, 12, 9], [16, 15, 17, 18, 19, 20]]
23: [[14, 3, 7, 4, 6], [5, 8, 10, 2], [13, 1, 11, 12, 9], [16, 15, 17, 18, 19, 20]]
24: [[14, 3, 7, 4, 6], [5, 8, 10, 2], [13, 1, 11, 12, 9], [16, 15, 17, 18, 19, 20]]
25: [[14, 3, 7, 4, 6], [5, 8, 10, 2], [13, 1, 11, 12, 9], [16, 15, 17, 18, 19, 20]]
26: [[14, 3, 7, 4, 6], [5, 8, 10, 2], [13, 1, 11, 12, 9], [16, 15, 17, 18, 19, 20]]
27: [[14, 3, 7, 4, 6], [5, 8, 10, 2], [13, 1, 11, 12, 9], [16, 15, 17, 18, 19, 20]]
28: [[14, 3, 7, 4, 6], [5, 8, 10, 2], [13, 1, 11, 12, 9], [16, 15, 17, 18, 19, 20]]
29: [[14, 3, 7, 4, 6], [5, 8, 10, 2], [13, 1, 11, 12, 9], [16, 15, 17, 18, 19, 20]]
30: [[14, 3, 7, 4, 6], [5, 8, 10, 2], [13, 1, 11, 12, 9], [16, 15, 17, 18, 19, 20]]
31: [[14, 3, 7, 4, 6], [5, 8, 10, 2], [13, 1, 11, 12, 9], [16, 15, 17, 18, 19, 20]]
32: [[14, 3, 7, 4, 6], [5, 8, 10, 2], [13, 1, 11, 12, 9], [16, 15, 17, 18, 19, 20]]
33: [[14, 3, 7, 4, 6], [5, 8, 10, 2], [13, 1, 11, 12, 9], [16, 15, 17, 18, 19, 20]]
34: [[14, 3, 7, 4, 6], [5, 8, 10, 2], [13, 1, 11, 12, 9], [16, 15, 17, 18, 19, 20]]
35: [[14, 3, 6, 4, 7], [5, 8, 10, 2, 13], [1, 11, 12, 9], [16, 15, 17, 18, 19, 20]]
36: [[14, 3, 4, 6, 7], [5, 8, 10, 2, 13], [1, 11, 12, 9], [16, 15, 17, 18, 19, 20]]
37: [[14, 3, 4, 6, 7], [5, 8, 10, 2, 13], [1, 11, 12, 9], [16, 15, 17, 18, 19, 20]]
38: [[14, 3, 6, 4, 5], [7, 8, 10, 2, 13], [1, 11, 12, 9], [16, 15, 17, 18, 19, 20]]
39: [[14, 3, 4, 6, 7], [5, 8, 10, 2, 13], [1, 11, 12, 9], [16, 15, 17, 18, 19, 20]]
40: [[14, 3, 4, 6, 7], [5, 8, 10, 2, 13], [1, 11, 12, 9], [16, 15, 17, 18, 19, 20]]
41: [[14, 3, 6, 4, 7], [5, 8, 10, 2, 13], [1, 11, 12, 9], [16, 15, 17, 18, 19, 20]]
