0: [[5, 6, 7, 2, 10], [1, 14, 3, 8, 4], [13, 11, 12, 9, 15], [19, 17, 16, 18, 20]]
1: [[5, 6, 7, 2, 10], [1, 14, 3, 8, 4], [13, 11, 12, 9, 15], [19, 17, 16, 18, 20]]
2: [[5, 6, 7, 2, 10], [1, 14, 3, 8, 4], [13, 11, 12, 9, 15], [19, 17, 16, 18, 20]]
3: [[5, 6, 7, 2, 10], [1, 14, 3, 8, 4], [13, 11, 12, 9, 15], [19, 17, 16, 18, 20]]
4: [[5, 6, 7, 2, 10], [1, 14, 3, 8, 4], [13, 11, 12, 9, 15], [19, 17, 16, 18, 20]]
5: [[5, 6, 7, 2, 10], [1, 14, 3, 8, 4], [13, 11, 12, 9, 15], [19, 17, 16, 18, 20]]
6: [[5, 6, 7, 2, 10], [1, 14, 3, 8, 4], [13, 11, 12, 9, 15], [19, 17, 16, 18, 20]]
7: [[5, 6, 7, 2, 10], [1, 14, 3, 8, 4], [13, 11, 12, 9, 15], [19, 17, 16, 18, 20]]
8: [[5, 6, 7, 2, 10], [1, 14, 3, 8, 4], [13, 11, 12, 9, 15], [19, 17, 16, 18, 20]]
9: [[5, 6, 7, 2, 10], [1, 14, 3, 8, 4], [13, 11, 12, 9, 15], [19, 17, 16, 18, 20]]
10: [[5, 6, 7, 2, 10], [1, 14, 3, 8, 4], [13, 11, 12, 9, 15], [19, 17, 16, 18, 20]]
11: [[5, 6, 7, 2, 10], [1, 14, 3, 8, 4], [13, 11, 12, 9, 15], [19, 17, 16, 18, 20]]
12: [[5, 6, 7, 2, 10], [1, 14, 3, 8, 4], [13, 11, 12, 9, 15], [19, 17, 16, 18, 20]]
13: [[5, 6, 7, 2, 10], [1, 14, 3, 8, 4], [13, 11, 12, 9, 15], [19, 17, 16, 18, 20]]
14: [[5, 6, 7, 2, 10], [1, 14, 3, 8, 4], [13, 11, 12, 9, 15], [19, 17, 16, 18, 20]]
15: [[5, 6, 7, 2, 10], [1, 14, 3, 8, 4], [13, 11, 12, 9, 15], [19, 17, 16, 18, 20]]
16: [[5, 6, 7, 2, 10], [1, 14, 3, 8, 4], [13, 11, 12, 9, 15], [19, 17, 16, 18, 20]]
17: [[5, 6, 7, 2, 10], [1, 14, 3, 8, 4], [13, 11, 12, 9, 15], [19, 17, 16, 18, 20]]
18: [[5, 6, 7, 2, 10], [1, 14, 3, 8, 4], [13, 11, 12, 9, 15], [19, 17, 16, 18, 20]]
19: [[5, 6, 7, 2, 10], [1, 14, 3, 8, 4], [13, 11, 12, 9, 15], [19, 17, 16, 18, 20]]
20: [[5, 6, 7, 2, 10], [1, 14, 3, 8, 4], [13, 11, 12, 9, 15], [19, 17, 16, 18, 20]]
21: [[5, 6, 7, 2, 10], [1, 14, 3, 8, 4], [13, 11, 12, 9, 15], [19, 17, 16, 18, 20]]
22: [[5, 6, 7, 2, 10], [1, 14, 3, 8, 4], [13, 11, 12, 9, 15], [19, 17, 16, 18, 20]]
23: [[5, 6, 7, 2, 10], [1, 14, 3, 8, 4], [13, 11, 12, 9, 15], [19, 17, 16, 18, 20]]
24: [[5, 6, 7, 2, 10], [1, 14, 3, 8, 4], [13, 11, 12, 9, 15], [19, 17, 16, 18, 20]]
25: [[5, 6, 7, 2, 10], [1, 14, 3, 8, 4], [13, 11, 12, 9, 15], [19, 17, 16, 18, 20]]
26: [[5, 6, 7, 2, 10], [1, 14, 3, 8, 4], [13, 11, 12, 9, 15], [19, 17, 16, 18, 20]]
27: [[5, 6, 7, 2, 10], [1, 14, 3, 8, 4], [13, 11, 12, 9, 15], [19, 17, 16, 18, 20]]
28: [[5, 6, 7, 2, 10], [1, 14, 3, 8, 4], [13, 11, 12, 9, 15], [19, 17, 16, 18, 20]]
29: [[5, 6, 7, 2, 10], [1, 14, 3, 8, 4], [13, 11, 12, 9, 15], [19, 17, 16, 18, 20]]
30: [[5, 6, 7, 2, 10], [1, 14, 3, 8, 4], [13, 11, 12, 9, 15], [19, 17, 16, 18, 20]]
31: [[5, 6, 7, 2, 10], [1, 14, 3, 8, 4], [13, 11, 12, 9, 15], [19, 17, 16, 18, 20]]
32: [[5, 6, 7, 2, 10], [1, 14, 3, 8, 4], [13, 11, 12, 9, 15], [19, 17, 16, 18, 20]]
33: [[5, 6, 7, 2, 10], [1, 14, 3, 8, 4], [13, 11, 12, 9, 15], [19, 17, 16, 18, 20]]
34: [[5, 6, 7, 2, 10], [1, 14, 3, 8, 4], [13, 11, 12, 9, 15], [19, 17, 16, 18, 20]]
35: [[5, 6, 7, 2, 10], [1, 14, 3, 8, 4], [13, 11, 12, 9, 15], [19, 17, 16, 18, 20]]
36: [[5, 6, 7, 2, 10], [1, 14, 3, 8, 4], [13, 11, 12, 9, 15], [19, 17, 16, 18, 20]]
37: [[5, 6, 7, 2, 10], [1, 14, 3, 8, 4], [13, 11, 12, 9, 15], [19, 17, 16, 18, 20]]
38: [[5, 6, 7, 2, 10], [1, 14, 3, 8, 4], [13, 11, 12, 9, 15], [19, 17, 16, 18, 20]]
39: [[5, 6, 7, 2, 10], [1, 14, 3, 8, 4], [13, 11, 12, 9, 15], [19, 17, 16, 18, 20]]
40: [[5, 6, 7, 2, 10], [1, 14, 3, 8, 4], [13, 11, 12, 9, 15], [19, 17, 16, 18, 20]]
41: [[5, 6, 7, 2, 10], [1, 14, 3, 8, 4], [13, 11, 12, 9, 15], [19, 17, 16, 18, 20]]
