0: [[30, 11, 1, 2, 35, 7, 3, 27, 4], [15, 5, 40, 8, 14, 28, 18, 10, 9, 6, 12, 24, 13, 21, 16, 25, 22, 17, 23, 31, 29], [26, 20, 19, 33, 34, 36, 32, 39, 37, 38, 43, 46, 42, 45, 44], [41, 49, 47, 48, 52, 54, 51, 50, 55, 57, 53, 58, 59, 56, 60]]
1: [[30, 11, 1, 2, 35, 7, 3, 27, 4], [15, 5, 40, 8, 14, 28, 18, 12, 13, 6, 10, 16, 17, 9, 23, 21, 22, 24, 29, 31, 25], [26, 20, 19, 33, 34, 36, 32, 39, 37, 38, 43, 46, 42, 45, 44], [41, 49, 47, 48, 52, 54, 51, 50, 55, 57, 53, 58, 59, 56, 60]]
2: [[30, 11, 1, 2, 35, 7, 3, 27, 4], [15, 5, 40, 8, 14, 28, 18, 13, 9, 6, 10, 16, 12, 17, 23, 25, 22, 21, 29, 24, 31], [26, 20, 19, 33, 34, 36, 32, 39, 37, 38, 43, 46, 42, 45, 44], [41, 49, 47, 48, 52, 54, 51, 50, 55, 57, 53, 58, 59, 56, 60]]
3: [[30, 11, 1, 2, 35, 7, 3, 27, 4], [15, 5, 40, 8, 14, 28, 18, 6, 13, 10, 12, 9, 22, 17, 23, 21, 16, 24, 29, 31, 25], [26, 20, 19, 33, 34, 36, 32, 39, 37, 38, 43, 46, 42, 45, 44], [41, 49, 47, 48, 52, 54, 51, 50, 55, 57, 53, 58, 59, 56, 60]]
4: [[30, 11, 1, 2, 35, 7, 3, 27, 4], [15, 5, 40, 8, 14, 28, 18, 10, 9, 6, 17, 24, 13, 22, 23, 16, 21, 12, 25, 29, 31], [26, 20, 19, 33, 34, 36, 32, 39, 37, 38, 43, 46, 42, 45, 44], [41, 49, 47, 48, 52, 54, 51, 50, 55, 57, 53, 58, 59, 56, 60]]
5: [[30, 11, 1, 2, 35, 7, 3, 27, 4], [15, 5, 40, 8, 14, 28, 18, 12, 9, 6, 10, 16, 13, 17, 23, 22, 31, 21, 25, 24, 29], [26, 20, 19, 33, 34, 36, 32, 39, 37, 38, 43, 46, 42, 45, 44], [41, 49, 47, 48, 52, 54, 51, 50, 55, 57, 53, 58, 59, 56, 60]]
6: [[30, 11, 1, 2, 35, 7, 3, 27, 4], [15, 5, 40, 8, 14, 28, 18, 6, 12, 9, 10, 29, 17, 16, 21, 13, 24, 22, 23, 31, 25], [26, 20, 19, 33, 34, 36, 32, 39, 37, 38, 43, 46, 42, 45, 44], [41, 49, 47, 48, 52, 54, 51, 50, 55, 57, 53, 58, 59, 56, 60]]
7: [[30, 11, 1, 2, 35, 7, 3, 27, 4], [15, 5, 40, 8, 14, 28, 18, 6, 9, 24, 10, 21, 12, 13, 25, 17, 16, 23, 29, 22, 31], [26, 20, 19, 33, 34, 36, 32, 39, 37, 38, 43, 46, 42, 45, 44], [41, 49, 47, 48, 52, 54, 51, 50, 55, 57, 53, 58, 59, 56, 60]]
8: [[30, 11, 1, 2, 35, 7, 3, 27, 4], [15, 5, 40, 8, 14, 28, 18, 12, 9, 6, 13, 29, 10, 22, 21, 17, 16, 23, 24, 25, 31], [26, 20, 19, 33, 34, 36, 32, 39, 37, 38, 43, 46, 42, 45, 44], [41, 49, 47, 48, 52, 54, 51, 50, 55, 57, 53, 58, 59, 56, 60]]
9: [[30, 11, 1, 2, 35, 7, 3, 27, 4], [15, 5, 40, 8, 14, 28, 18, 10, 25, 6, 24, 17, 29, 12, 16, 9, 22, 23, 13, 21, 31], [26, 20, 19, 33, 34, 36, 32, 39, 37, 38, 43, 46, 42, 45, 44], [41, 49, 47, 48, 52, 54, 51, 50, 55, 57, 53, 58, 59, 56, 60]]
